V1
                                                                                                                                                    BURKINA FASO
""
""
"     Table 5a. Burkina Faso: Consolidated Operations of the Central Government, 2017–24"
                                        (CFAF billions)
                                                    2017         2018                 2019                  2020          2021         2022         2023         2024
""
                                                     Act.         Prel.        2nd Rev.       Proj.          Proj.        Proj.        Proj.        Proj.        Proj.
""
""
""
"Total revenue and grants                              1,584        1,746           2,069        2,054          2,217        2,286        2,503        2,720        2,961"
" Total revenue                                        1,389        1,531           1,811        1,783          1,888        2,036        2,238        2,439        2,664"
"    Tax revenue                                       1,238        1,354           1,511        1,481          1,651        1,825        2,006        2,203        2,420"
       Of which: Gold Mining CIT                            39            49          51              51             64           76           87       101          115
    Nontax revenue                                      151           177            300          302            237          211          232          236          244
      Of which: Royalties from gold                         51            62          46              46             74           76           78           81           83
 Grants                                                 194           215            258          270            329          250          265          280          297
   Project                                              120           122            164          171            253          167          176          184          193
   Program                                                  74            93          93              99             77           82           89           96       104
""
""
"Expenditure and net lending 1/                        2,146        2,128           2,326        2,311          2,496        2,587        2,828        3,072        3,341"
" Current expenditure                                  1,319        1,383           1,607        1,630          1,672        1,764        1,872        1,975        2,138"
"   Wages and salaries                                   618           705            836          846            898          935          965          990        1,070"
   Goods and services                                   174           196            194          187            197          213          231          249          269
   Interest payments                                        70            97         113          117            127          141          157          174          190
     Domestic                                               49            74          94              73             98       108          122          137          150
     External                                               20            23          19              44             29           33           34           37           40
   Current transfers                                    457           385            465          480            450          475          520          562          608
" Investment expenditure                                 831           754            719          690            823          822          956        1,097        1,204"
    Domestically financed                               587           529            424          388            446          530          639          753          831
    Externally financed                                 244           225            295          302            377          292          317          343          373
 Net lending                                                -4        -10                 0           -9              0            0            0            0            0
""
""
Overall balance 1/                                     -563          -382           -258         -258           -278         -301         -325         -352         -380
 Cash basis adjustment                                      75        -97                 0            0              0            0            0            0            0
""
""
Overall balance (cash basis)                           -488          -478           -258         -258           -278         -301         -325         -352         -380
""
""
Financing                                               483           470            258          258            278          301          325          352          380
 Foreign financing                                          74            76          78              90             78           88       130          149          170
   Drawings                                             124           131            150          150            140          152          193          215          240
     Project loans                                      124           103            131          131            124          125          141          159          180
     Program loans                                           0            28          20              20             15           27           52           56           60
   Amortization (excl. IMF)                             -50           -55            -72          -60            -62          -64          -63          -67          -71
 Domestic financing                                     408           395            180          167            201          213          196          203          211
   Bank financing                                       108           142            180          167            201          213          196          203          211
     Central bank                                           88            29          25              24             13       -16          -13          -10          -11
       of which: IMF net financing                      -11                3          25              24             13       -16          -13          -10          -11
             Disbursements                                   4            22          43              44             29            0            0            0            0
             Repayments                                 -14           -19            -18          -19            -17          -16          -13          -10          -11
     Commercial banks                                       21        113            155          143            188          229          209          213          222
   Nonbank financing                                    300           252                 0            0              0            0            0            0            0
Errors and Omissions                                         6             8
""
""
Financing gap                                                0             0              0            0              0            0            0            0            0
""
Sources: Burkinabè authorities; and IMF staff estimates and projections.
"1/ Commitment (""engagement"") basis."
""
""
""
""
                                                                                                           INTERNATIONAL MONETARY FUND                                   23
