V1
ALBANIA
""
""
"                               Table 2b. Albania: General Government Operations, 2016–25"
                                                                                   (Billions of Leks)
""
                                                    2016       2017         2018      2019     2020      2020    2021       2021      2021      2022         2023     2024     2025
                                                                                                        RFI               Budget     RFI
""
                                                                                                                                    Proj.
""
Total revenue and grants                            407.0      430.4        449.4     460.3    398.3    430.4    451.9     479.0      487.1     484.2        518.3    548.5    582.7
   Tax revenue                                      369.9      398.6        419.3     426.3    364.5    379.9    414.7     437.0      434.1     453.5        489.3    518.7    550.9
       VAT                                          131.4      139.5        143.5     132.4    118.6    125.0    131.9     143.5      144.2     145.4        155.6    165.4    176.3
       Profit tax                                    29.2       31.6         34.5      36.6     23.8     29.7     28.8      33.0       32.4      33.1         35.7     38.3     41.2
       Excise tax                                    41.9       45.1         45.0      46.7     41.9     39.1     46.5      49.0       43.7      50.5         55.6     58.8     62.7
       Customs duties                                 6.1        6.5          6.2       6.5      4.8      4.7      9.6       6.5        7.2      10.3         11.0     11.7     12.5
       Personal income tax                           31.4       32.1         36.5      46.1     34.7     40.8     37.1      41.0       45.2      42.2         45.2     46.0     49.0
       National taxes                                35.8       38.5         38.6      36.4     29.9     28.4     37.9      38.0       38.5      39.2         42.7     45.1     47.6
       Local government revenue 1/                   15.0       18.4         21.9      23.1     18.4     19.5     22.2      25.4       21.7      26.3         28.1     29.9     32.9
       Social insurance contributions                79.2       86.8         93.2      98.4     92.4     92.7    100.7     100.6      101.3     106.4        115.3    123.3    128.7
   Non-tax revenue                                   22.5       20.7         22.0      25.3     15.8     23.3     16.9      21.6       25.9      16.7         16.5     17.5     18.7
   Grants                                            14.6       11.1          8.1       8.8     18.0     27.2     20.4      20.4       27.1      14.0         12.5     12.3     13.1
Total expenditure                                   436.5      461.2        471.4     493.3    505.1    518.6    554.6 $462.97
                                                                                                                          587.7       542.7     538.2        557.0    588.8    624.2
  Current expenditure                               370.6      382.6        392.6     418.2    398.7    417.0    430.8     463.0      440.3     449.2        470.7    496.4    526.5
    Personnel cost 2/                                67.5       72.6         73.6      77.0     77.3     79.8     87.8      91.9       84.4      88.7         89.9     93.5     96.0
    Interest                                         36.3       31.9         36.5      35.1     33.6     34.0     35.7      43.8       29.5      37.7         38.7     40.3     41.0
    Operations & maintenance                         44.3       43.4         45.3      47.2     44.8     47.1     47.9      49.2       51.9      51.3         52.9     56.3     62.5
    Subsidies                                         3.8        2.6          1.9       2.8      1.3      1.3     -0.4       1.6        1.4      -0.5         -0.5     -0.5     -0.5
    Social insurance outlays                        152.6      162.1        168.3     175.6    169.6    173.2    182.6     194.0      194.1     189.3        201.5    211.2    227.9
    Local government expenditure 2/ 3/               41.7       46.5         49.6      56.2     47.5     54.7     50.9      56.3       50.0      55.8         58.7     61.9     67.0
    Social protection transfers                      24.5       23.4         17.5      21.9     24.6     24.6     26.2      26.2       26.4      26.8         29.5     33.7     32.6
  Capital expenditure 4/                             58.2       68.8         78.8      75.0     91.8     63.8    114.9     120.7       80.6      86.0         82.1     88.8     94.6
    Domestically financed                            37.9       46.6         52.2      51.5     37.7     26.1     49.5      58.3       40.2      43.6         50.7     50.9     53.0
    Foreign financed                                 20.4       22.3         26.2      23.5     30.2     37.7     37.4      34.4       40.4      36.4         31.4     37.9     41.7
    Earthquake spending                               0.0        0.0          0.4       0.0     24.0      0.0     28.0      28.0        0.0       6.0          0.0      0.0      0.0
""
  Lending minus repayment                              7.4       9.2          0.0       0.2       0.0     0.0       0.0      0.0
                                                                                                                           $0.00        0.0        0.0         0.0      0.0      0.0
  Reserve and contingency funds                        0.0       0.0          0.0       0.0      14.5    37.7       8.9      4.0       21.8        3.0         4.1      3.6      3.0
""
Overall balance 4/                                  -29.4      -30.8        -22.0     -33.0    -106.8   -88.2   -102.6     -108.7     -55.6      -53.9       -38.7    -40.3    -41.5
""
""
Financing                                            29.4       30.9         22.0      33.0    106.8     -6.8    102.6     108.7       55.6      53.9         38.7     40.3     41.5
  Domestic                                            9.9       -8.4        -25.0      41.7     24.1     34.7     89.9      95.6        7.4      -7.6         63.6     -0.1     89.8
    Privatization receipts                            2.8        0.4          0.1       0.0      0.0      0.0      0.0       0.0        0.0       0.0          0.0      0.0      0.0
    Net borrowing                                    10.6        7.3         13.5      24.8     40.1      4.7     50.4      49.9       37.4      22.4         50.6     22.9     50.8
   Change in general gov. deposits                   -4.3       -5.2        -33.6      16.9    -16.0     30.0     39.5      45.7      -30.0     -30.0         13.0    -23.0     39.0
    Other                                             0.8      -10.9         -5.1       0.0      0.0      0.0      0.0       0.0        0.0       0.0          0.0      0.0      0.0
  Foreign                                            19.5       29.4         47.0      -8.7     82.7    -41.5     12.7      13.1       48.3      61.5        -24.9     40.3    -48.2
   Gross borrowing                                   41.9       55.0         98.8      22.8    147.6     29.3     57.5      53.9       93.5     104.3         24.8     95.5     98.6
   Amortization                                      22.0       25.8         51.7      31.4      64.9    70.8     44.8      40.8       45.2       42.8        49.7     55.2    146.8
""
Financing gap (+=gap) 5/                               0.0      -0.1          0.0       0.0       0.0    95.0       0.0                            0.0         0.0      0.0      0.0
""
Memorandum Items:
 Primary balance                                       6.8        1.1        14.5        2.1   -73.2    -54.1    -66.9     -64.9      -26.1     -16.3           0.0      0.0     -0.5
" General government debt 5/                         1,080      1,115        1,137     1,139    1,288    1,235    1,371     1,322      1,283     1,436        1,452    1,508    1,509"
    Direct general government external debt         481.4      490.5        496.8     488.1    588.9    496.3    635.2     625.0      512.7     684.1        653.6    688.8    641.3
    Government guaranteed external debt              23.2       19.8         29.5      26.7     36.4     36.6     34.2      34.7       34.7      32.5         31.4     30.5     29.8
""
 Sources: Albanian authorities; and IMF staff estimates and calculations.
""
" 1/ Includes the property tax, the simplified profit tax for small businesses, and other local taxes."
" 2/ There is a structural break in 2016, reflecting the transfer of central government employees to local governments, as part of fiscal decentralization."
" 3/ There is a structural break in 2017, reflecting the transfer of the Regional Development Fund to the Ministry of Urban Development."
" 4/ The fiscal balance includes guarantees for new loans to the energy sector through 2019, and potential calls of COVID-19 related guarantees from 2021."
 5/ The stock of general government debt includes arrears from central and local government.
""
""
""
""
26       INTERNATIONAL MONETARY FUND
