V1
REPUBLIC OF FIJI
"Table 3B. Fiji: Central Government Operations, FY2018-27"
(In millions of Fiji dollars)
FY 2018-19 FY 2019-20 FY 2020-21 FY 2021-22 FY2022-23 FY2023-24 FY2024-25 FY2025-26 FY2026-27
Est.                   Proj.                   Proj.                   Proj.                   Proj.                   Proj.                   Proj.
"Revenue                                                                                                                              3,139                      2,473                      1,905                      2,103                      2,421                      2,956                      3,274                      3,520                      3,779"
""
"Tax revenue                                          2,/81         2,162        1,385        1,632        1,958        2,512        2,829        3,096        3,329"
"Direct taxes                                                                                          754                     611                      466                     487                     616                     836                     917                     990                  1,065"
"Indirect taxes                                                                                  2,027                  1,552                     918                  1,145                  1,342                  1,676                  1,912                 2,106                 2,264"
""
o/w VAT                                           832          628          477          713          835         1043         1191         1311         1409
""
o/w ECAL                                                                                              161                       127                        30                        37                        44                        55                         63                         69                        74
""
o/w Departure Tax                                                                        147                     114                          1                        17                       36                       49                       56                       61                        65
Grants                                                                                                       42                       68                     284                     250                     238                     214                     191                      166                     174
Other nontax revenue                                 316         243         236         221          226         230         253          258         276
"Expenditure                                                                                                           3,561                     3,321                     3,162                    3,470                    3,387                    3,526                    3,718                    3,925                    4,132"
""
"Primary expenditure                                                            3,238               2,976              2,799               3,073               2,958               3,066               3,233               3,402               3,570"
""
"Current                                                                                                             2,106                     1,988                     1,975                     2,243                     2,039                     1,975                     2,057                    2,151                     2,246"
"Personnel                                                                                  1,017                     988                     929                     949                     946                     921                     943                     997                  1,050"
Transfers                                                                                       720                     656                     729                     907                     730                     691                     734                     763                     796
Supplies and consumables                                       277               276               255               248               253               242               255               265               274
Other                                        91          69          62         139         110         121         124         126         126
""
"Capital                                                                                              1,132                     988                     824                     830                     920                  1,091                  1,176                  1,251                  1,324"
""
Interest                                                                                                    323                     345                     363                     397                     429                     460                     485                     523                     562
""
"Overall balance                                                                                  -421                   -848               -1,257               -1,366                  -966                  -570                  -444                  -405                  -353"
Primary balance                                                                                        -98                   -503                   -895                   -970                   -537                   -110                        41                      118                     209
"Financing                                                                                                 421                     848                  1,257                  1,366                     966                     570                     444                    405                     353"
""
"Net change in public debt                                                                 515                     925                  1,047                  1,216                     866                     520                     444                     405                     353"
Domestic                                                                                            501                     624                       97                     168                     304                     263                     235                     297                     296
