V1
     GEORGIA
""
""
"                             Table 3b. Georgia: General Government Operations, GFSM2001 2019–26"
                                                          (percent GDP)
                                                                                 2019       2020        2020         2021     2021      2022      2023      2024      2025      2026
                                                                                           EFF 7th                  EFF 7th
                                                                                Actual     Review       Est.        Review                           Projections
""
       Revenue                                                                    27.1        24.9         25.1       24.9     25.2      25.7      26.1      26.2      26.2      26.2
        Taxes                                                                     24.1        21.8         22.2       22.3     22.6      23.1      23.5      23.7      23.7      23.8
"           Taxes on Income, profits and capital gains                              8.8         8.3          8.6        8.5      8.6       9.1       9.1       9.2       9.2       9.2"
               Payable by individuals                                              7.1         6.5          6.7        6.8      6.9       7.4       7.4       7.4       7.4       7.4
               Payable by corporations                                             1.8         1.9          1.9        1.7      1.7       1.7       1.7       1.7       1.8       1.8
           Taxes on property                                                       1.0         0.8          0.9        0.8      0.8       0.9       0.9       0.9       0.9       0.9
           Taxes on goods and services                                            13.7        12.8         13.1       12.9     13.1      13.3      13.5      13.5      13.5      13.5
               General taxes on goods and services (VAT)                          10.6         9.8          9.8        9.9     10.0      10.2      10.4      10.4      10.4      10.4
               Excises                                                             3.1         3.0          3.3        2.9      3.1       3.1       3.1       3.1       3.1       3.1
          Taxes on international trade                                             0.2         0.1          0.2        0.1      0.2       0.1       0.1       0.1       0.1       0.1
          Other taxes 1/                                                           0.4        -0.3         -0.5        0.1     -0.1      -0.1       0.1       0.2      -0.1       0.0
        Grants                                                                     0.9         1.0          0.8        0.5      0.5       0.6       0.5       0.5       0.5       0.4
        Other revenue                                                              2.2         2.2          2.1        2.0      2.0       2.0       2.0       2.0       2.0       2.0
""
       Total Expenditure                                                          28.9        33.7         34.4       32.3     32.6      29.4      28.4      28.3      28.2      28.2
        Expense                                                                   21.4        25.9         26.2       24.9     25.2      22.9      22.9      23.0      23.2      23.3
           Compensation of employees                                               3.6         3.7          3.7        3.6      3.7       3.6       3.6       3.6       3.6       3.6
           Use of goods and services                                               3.4         3.7          3.8        3.8      3.9       3.3       3.2       3.2       3.2       3.2
           Interest                                                                1.2         1.6          1.6        1.7      1.7       1.4       1.5       1.6       1.7       1.6
               External                                                            0.7         0.8          0.7        0.7      0.7       0.5       0.4       0.4       0.4       0.4
               Domestic                                                            0.6         0.8          0.9        1.0      1.0       1.0       1.1       1.2       1.3       1.2
           Subsidies                                                               2.0         2.4          2.9        2.4      2.5       2.0       1.9       1.9       1.9       2.1
           Grants                                                                  0.3         0.6          0.5        0.3      0.3       0.2       0.2       0.2       0.2       0.2
           Social benefits                                                         8.5        11.6         11.3       10.3     10.4       9.5       9.6       9.6       9.7       9.7
           Other expense 2/                                                        2.3         2.4          2.4        2.6      2.6       3.0       3.0       3.0       3.0       3.0
""
        Net acquisition of nonfinancial assets                                     7.6         7.8          8.1        7.4      7.4       6.5       5.5       5.3       5.0       4.9
          Increase (capital spending)                                              8.0         8.1          8.6        7.9      7.9       6.9       5.9       5.7       5.3       5.1
