V1
       PORTUGAL
""
""
""
                                                      Table 2a. Portugal: General Government Accounts 1/
                                                                         (Billions of euros)
                                                                                                                 Projections
                                                                         2017    2018    2019    2020    2021     2022         2023    2024    2025    2026    2027
""
Revenue                                                                   83.1    88.0    91.3    87.0    95.8    105.3        110.7   115.0   119.2   122.5   127.0
     Taxes                                                                48.6    51.6    53.0    49.3    52.8     58.3         61.4    64.5    67.6    70.5    73.5
      Taxes on production and imports                                     29.2    30.9    32.1    29.2    32.3     36.1         37.8    39.6    41.5    43.4    45.0
"      Current taxes on income, wealth, etc. and capital taxes             19.4    20.7    20.9    20.1    20.6     22.2         23.7    25.0    26.0    27.2    28.5"
"        Current taxes on income, wealth, etc.                             19.4    20.7    20.9    20.1    20.6     22.2         23.7    25.0    26.0    27.2    28.5"
        Capital taxes                                                      0.0     0.0     0.0     0.0     0.0      0.0          0.0     0.0     0.0     0.0     0.0
     Social contributions                                                 22.7    23.9    25.4    25.6    27.1     29.5         30.9    32.2    33.3    34.5    35.9
     Grants and other revenue                                             11.8    12.5    12.9    12.1    15.8     17.4         18.3    18.3    18.3    17.4    17.6
      Property income                                                      1.3     1.5     1.8     1.5     1.7      1.9          1.9     1.9     1.8     1.9     2.0
      Sales of goods and services                                          6.8     7.1     7.3     6.6     6.7      7.3          7.6     7.8     8.1     8.3     8.6
      Other current revenue                                                3.0     3.0     3.0     3.3     4.9      5.5          5.3     5.2     5.4     5.1     5.3
      Capital transfers and investment grants                              0.7     1.0     0.8     0.7     2.4      2.8          3.6     3.4     3.0     2.1     1.7
""
Expenditure                                                               88.9    88.7    91.0    98.7   101.7    110.4        113.3   117.4   122.1   125.7   130.7
     Expense                                                              90.6    90.3    92.8    99.8   102.3    109.1        112.0   116.0   120.8   125.4   131.2
      Compensation of employees                                           21.4    22.0    23.1    23.9    24.9     26.6         28.3    29.7    31.1    32.5    33.8
      Use of goods and services                                           10.6    10.8    11.0    11.3    12.2     14.2         13.2    13.9    14.4    14.6    15.4
      Consumption of fixed capital                                         5.2     5.5     5.6     5.6     5.9      6.1          6.5     6.8     7.1     7.4     7.7
      Interest                                                             7.4     6.9     6.3     5.8     5.2      5.2          5.6     5.5     5.3     5.6     6.7
      Subsidies                                                            0.8     0.8     0.9     3.7     4.2      2.2          1.7     1.1     1.1     1.2     1.2
      Social benefits                                                     36.0    37.2    38.8    40.3    41.4     44.6         46.9    49.2    51.7    54.3    56.8
      Grants and other expense                                             9.2     7.0     7.0     9.1     8.4     10.2          9.9     9.8    10.0     9.8     9.6
        Other current expense                                              4.2     4.7     4.7     5.0     5.8      6.1          6.3     6.5     6.6     6.7     6.9
        Capital transfers                                                  5.0     2.4     2.4     4.2     2.7      4.0          3.6     3.3     3.4     3.0     2.8
     Net acquisition of nonfinancial assets                               -1.8    -1.6    -1.8    -1.1    -0.6      1.3          1.3     1.4     1.3     0.4    -0.5
      Gross fixed capital formation                                        3.5     3.8     4.0     4.6     5.4      7.5          7.8     8.2     8.4     7.8     7.2
      (-) Consumption of fixed capital                                    -5.2    -5.5    -5.6    -5.6    -5.9     -6.1         -6.5    -6.8    -7.1    -7.4    -7.7
      Acquisitions less disposals of other nonfinancial assets             0.0     0.0    -0.3     0.0     0.0      0.0          0.0     0.0     0.0     0.0     0.0
""
Gross Operating Balance                                                   -2.3     3.1     4.0    -7.1    -0.6      2.3          5.2     5.8     5.5     4.5     3.6
Net lending (+)/borrowing (–)                                             -5.8    -0.7     0.2   -11.7    -6.0     -5.2         -2.6    -2.4    -2.9    -3.3    -3.6
""
Memorandum items:
      Primary balance                                                      1.3     5.9     6.3    -6.2    -1.1     -0.3          2.6     2.7     2.0     1.9     2.6
      Structural balance                                                  -0.6    -0.3    -0.1    -1.9    -1.4     -1.9         -2.1    -2.3    -2.8    -3.3    -3.6
      Structural primary balance                                           6.4     6.3     5.9     3.6     3.5      3.0          3.1     2.8     2.0     1.9     2.6
      Debt at face value (EDP notification)                              247.2   249.3   250.0   270.5   269.3    274.6        277.2   279.6   282.5   285.8   289.4
"      Expenditure growth, nominal, percent                                 6.3    -0.2     2.6     8.5     3.0      8.6          2.6     3.7     4.0     3.0     3.9"
""
 Sources: INE; Bank of Portugal; and IMF staff projections.
1/
     GFSM 2001 presentation.
""
""
""
""
       32         INTERNATIONAL MONETARY FUND
