V1
ANGOLA
""
""
""
"                        Table 2b. Angola: Statement of Central Government Operations, 2019–23"
"                                        Percent of GDP, unless otherwise indicated"
""
                                                                                               2019                      2020                      2021                      2022                      2023
                                                                                        5th Rev.      Actual      5th Rev.      Actual      5th Rev.        Proj.     5th Rev.        Proj.     5th Rev.         Proj.
""
 Revenue                                                                                    21.2        21.2          20.8        20.8          22.6        22.1          22.1        21.6          21.3         19.9
   Taxes                                                                                    19.6        19.6          19.5        19.5          21.4        21.0          20.9        20.5          20.1         19.0
     Oil                                                                                    12.8        12.8          10.7        10.7          13.2        12.8          12.2        12.7          11.1         10.9
     Non-oil                                                                                 6.8         6.8           8.8         8.8           8.2         8.2           8.7         7.8           9.0          8.1
   Social contributions                                                                      1.0         1.0           0.9         0.9           0.7         0.7           0.8         0.6           0.8          0.5
   Grants                                                                                    0.0         0.0           0.0         0.0           0.0         0.0           0.0         0.0           0.0          0.0
   Other revenue                                                                             0.5         0.5           0.4         0.4           0.4         0.4           0.5         0.5           0.5          0.4
""
 Expenditure                                                                                20.4        20.4          22.7        22.7          20.4        19.3          20.1        19.1          19.2         18.3
   Current expenditure                                                                      16.7        16.7          17.5        17.5          16.9        15.6          16.6        15.8          15.8         14.9
     Compensation of employees                                                               6.5         6.5           6.1         6.1           5.7         5.3           5.8         4.6           5.8          4.6
     Use of goods and services                                                               2.7         2.7           2.9         2.9           3.4         3.2           3.4         3.5           3.1          3.4
     Interest                                                                                5.6         5.6           6.8         6.8           5.8         5.2           5.4         4.7           4.9          4.1
       Domestic                                                                              2.6         2.6           3.0         3.0           2.6         2.6           2.0         2.3           1.8          1.8
       Foreign                                                                               3.0         3.0           3.8         3.8           3.2         2.6           3.4         2.4           3.1          2.3
       Subsidies 1                                                                            0.3         0.3           0.1         0.1           0.5        0.4           0.4         1.8           0.4          1.6
       Other expense                                                                          1.7         1.7           1.6         1.6           1.5        1.5           1.6         1.1           1.6          1.2
      Net investment in nonfinancial assets                                                   3.7         3.7           5.2         5.2           3.5        3.7           3.5         3.3           3.4          3.3
""
 Net lending (+) / Net borrowing (-)                                                          0.8         0.8          -1.9        -1.9           2.2        2.8           2.0         2.4           2.1          1.6
""
 Statistical discrepancy                                                                      0.8         0.8           2.4         2.4           0.0         0.0           0.0         0.0           0.0         0.0
""
 Net acquisition of financial assets (+: increase)                                           -0.4        -0.4          -5.1        -5.1          -0.3        4.8          -1.5        -2.6            1.5         1.3
  Domestic                                                                                    0.4         0.4          -4.6        -4.6           0.5        4.2          -0.7        -1.5           -0.6        -0.3
                             2
        Cash and deposits                                                                    -0.3        -0.3          -3.1        -3.1           0.6         4.4           0.2        -1.0           0.2         0.4
        Equity and investment fund shares                                                     0.7         0.7          -1.5        -1.5          -0.1        -0.2          -0.9        -0.5          -0.7        -0.7
        Other accounts receivable                                                             0.0         0.0           0.0         0.0           0.0         0.0           0.0         0.0           0.0         0.0
      Foreign                                                                                -0.7        -0.7          -0.5        -0.5          -0.8         0.6          -0.8        -1.1           2.1         1.6
""
 Net incurrence of liabilities (+: increase)                                                 -2.9        -2.9         -0.4        -0.4           -2.7         1.3         -3.6        -5.0          -0.6         -0.4
  Domestic                                                                                   -3.8        -3.8         -2.3        -2.3           -5.4        -2.6         -4.5        -5.4           2.6         -0.7
     Debt securities                                                                          0.0         0.0         -2.3        -2.3           -3.8        -0.8         -4.1        -4.6           2.6         -0.1
       Disbursements                                                                          5.9         5.9          9.3         9.3            2.8         6.4          3.2         2.1           7.4          5.7
       Amortizations                                                                         -5.9        -5.9        -11.6       -11.6           -6.6        -7.2         -7.3        -6.6          -4.8         -5.8
     Loans                                                                                   -1.2        -1.2          0.4         0.4           -0.2        -0.7         -0.1        -0.1          -0.1          0.0
        Other accounts payable3                                                              -2.6        -2.6          -0.4        -0.4          -1.4        -1.1          -0.3        -0.8           0.0        -0.6
      Foreign debt securities                                                                 0.9         0.9           1.9         1.9           2.7         3.9           1.0         0.4          -3.2         0.4
        Disbursements                                                                         8.8         8.8           5.3         5.3           8.5         7.0           5.2         3.7           3.8         4.9
          Of which : Budget support under the program                                         1.2         1.2           2.0         2.0           4.3         3.8           0.0         0.0           0.0         0.0
          Of which : 2021 SDR allocation used for fiscal financing                            0.0         0.0           0.0         0.0           0.0         0.7           0.0         0.0           0.0         0.0
        Amortizations                                                                        -6.5        -6.5          -4.7        -4.7          -4.9        -3.6          -3.9        -3.1          -7.0        -4.4
        Other accounts payable                                                               -1.3        -1.3           1.4         1.4          -0.9         0.4          -0.4        -0.2           0.0        -0.2
""
 Memorandum items:
