V1
                                                                                                       ARAB REPUBLIC OF EGYPT
""
""
""
"      Table 7a. Egypt: Summary of National Accounts, 2015/16–2022/23"
"                     (In percent, unless otherwise indicated)"
""
                                        2015/16   17   18   19   20   21   22   23
                                                                                         Projections
""
"                                                                 (Annual change, in percent)"
""
Real GDP at market price                   4.3      4.2         5.3      5.5       5.9       6.0          6.0   6.0
 Domestic demand (absorption)              5.5      5.0         3.1      3.9       4.9       5.3          5.9   6.1
    Private                                5.6      4.5         4.0      4.4       4.6       5.1          5.8   6.1
    Public                                 4.5      8.4        -3.3     -0.3       7.3       6.9          6.4   6.6
  Consumption                              4.6      4.0         1.2      2.3       4.8       4.4          5.0   5.2
    Private                                4.7      4.2         1.1      3.4       4.7       4.2          5.0   5.1
    Public                                 3.9      2.5         1.7     -7.2       6.0       5.8          5.5   6.1
  Investment                             11.2      11.3       15.7      12.8       5.4      10.0          9.8   10.5
    Gross fixed capital formation        19.6       7.7       16.9      10.9       9.4      10.0          9.8   10.5
      Private                            22.5       2.2       26.7       8.0       9.0      10.0         10.0   11.0
      Public                               7.2     34.8       -19.3     27.7      11.3      10.1          9.0   7.8
 Net exports of goods and services 1/     -1.6     -1.3         1.8      1.2       0.5       0.2         -0.3   -0.6
  Exports of goods and services          -14.5     86.0       32.2      13.9       8.3       5.6          3.4   2.1
  Imports of goods and services           -1.9     52.5       11.3       5.1       4.0       3.3          3.5   3.7
""
Real GDP at factor cost                    2.3      3.6         5.2      5.6       5.9       6.0          6.0   6.0
 Agriculture                               3.1      3.2         3.1      3.0       3.2       3.2          3.2   3.2
 Construction                             11.2      9.5        10.0     10.0      10.0      10.0         10.0   10.0
 Industry                                 -1.4      0.5         6.0      6.9       6.1       5.6          5.7   5.5
 Services                                  3.4      5.4         5.3      5.5       6.7       7.2          7.1   7.1
 General government                        5.0      3.0         1.5      2.0       2.5       2.5          2.5   2.5
 Suez Canal                                2.2      1.4         9.6      5.0       3.0       4.0          4.0   4.0
""
"                                                          (Contribution to real growth, in percent 2/)"
""
Real GDP at market price                   4.3       4.2        5.3       5.5      5.9       6.0          6.0   6.0
 Domestic demand (absorption)              5.9       5.5        3.5       4.3      5.3       5.8          6.3   6.6
    Private                                5.3       4.3        4.0       4.3      4.5       5.0          5.6   5.8
    Public                                 0.7       1.2       -0.4       0.0      0.8       0.8          0.8   0.8
  Consumption                              4.3       3.7        1.1       2.2      4.4       4.0          4.5   4.6
    Private                                3.8       3.4        1.0       2.9      3.9       3.5          4.0   4.1
    Public                                 0.5       0.3        0.2      -0.7      0.5       0.5          0.5   0.5
  Investment                               1.7       1.8        2.4       2.1      1.0       1.8          1.8   2.0
    Gross fixed capital formation          2.7       1.2        2.5       1.8      1.6       1.8          1.8   2.0
      Private                              2.5       0.3        3.1       1.1      1.3       1.5          1.5   1.8
      Public                               0.2       0.9       -0.6       0.7      0.3       0.3          0.3   0.3
 Net exports of goods and services        -1.6      -1.3        1.8       1.2      0.5       0.2         -0.3   -0.6
  Exports of goods and services           -2.0       9.7        5.1       2.8      1.8       1.2          0.7   0.5
  Imports of goods and services            0.4     -11.1       -3.3      -1.6     -1.2      -1.0         -1.0   -1.1
""
Real GDP at factor cost                    2.3      3.6        5.2       5.6       5.9       6.0         6.0    6.0
 Agriculture                               0.3      0.4        0.3       0.3       0.3       0.3         0.3    0.3
 Construction                              0.5      0.5        0.5       0.6       0.6       0.6         0.6    0.7
 Industry                                 -0.5      0.2        1.8       2.1       1.8       1.7         1.7    1.7
 Services                                  1.4      2.3        2.3       2.4       2.8       3.1         3.1    3.1
 General government                        0.5      0.3        0.1       0.2       0.2       0.2         0.2    0.2
 Suez Canal                                0.0      0.0        0.2       0.1       0.1       0.1         0.1    0.1
""
Sources: Egyptian authorities; and IMF staff estimates and projections.
1/ Contribution to growth.
2/ Components do not sum up to total due to statistical discrepancies associated with changes of base years.
""
""
""
""
                                                                                INTERNATIONAL MONETARY FUND              27
