V1
SWITZERLAND
""
""
""
"                        Table 4. Switzerland: General Government Finances, 2016–23"
""
                                                             2016       2017         2018       2019       2020       2021   2022    2023
                                                                       Estimate                         Staff projections
""
"                                           (In billions of Swiss francs, unless otherwise specified)"
""
 General government
  Revenue                                                     220           223       231        238        245       252     258     265
  Expenditure                                                 217           220       227        235        243       249     256     263
  Net lending/net borrowing                                     3             3         4          3          3         2       2       2
 Confederation (Federal government) 1/
  Revenue                                                         72           73       75        77         80        82      84      86
  Expenditure                                                     71           69       73        74         77        80      82      85
  Net lending/net borrowing                                        1            4        2         3          3         1       2       2
 Cantons
  Revenue                                                         90           92       95        96         98       100     103     105
  Expenditure                                                     89           91       94        96         97        99     103     105
  Net lending/net borrowing                                        1            1        1         1          1         1       0       0
 Communes/municipalities
  Revenue                                                         47           48       49        49         50        51      52      54
  Expenditure                                                     47           48       49        49         50        51      52      54
  Net lending/net borrowing                                        0            0        1         0          0         0       0       0
 Social security 2/
  Revenue                                                         62           63       63        64         65        66      68      69
  Expenditure                                                     62           62       63        63         65        66      67      69
  Net lending / net borrowing                                      1            1        1         1          1         1       1       1
 General government gross debt 3/                             276           280       279        276        274       272     270     268
  Confederation (Federal government) 1/                       131           127       123        120        118       117     116     114
  Cantons                                                      83            84        85         86         86        86      86      86
  Communes/municipalities                                      64            65        66         66         66        66      66      66
  Social security 2/                                            3             4         5          5          5         4       3       2
""
                                                   (In percent of GDP)
 General government operations
  Revenue                                                     33.4          33.4      33.4       33.4      33.4      33.4    33.4    33.4
  Expenditure                                                 33.0          33.0      32.8       33.0      33.1      33.1    33.1    33.1
  Net lending/net borrowing                                    0.4           0.4       0.6        0.4       0.4       0.3     0.3     0.3
   Confederation (Federal government) 1/                       0.1           0.6       0.4        0.5       0.4       0.2     0.2     0.2
   Cantons                                                     0.1           0.1       0.2        0.1       0.1       0.1     0.0     0.0
   Communes/municipalities                                     0.0           0.0       0.1        0.0       0.0       0.0     0.0     0.0
   Social security                                             0.1           0.1       0.1        0.1       0.1       0.1     0.1     0.1
     General government gross debt 4/                         41.9          41.8      40.3       38.7      37.3      36.1    34.9    33.8
      Confederation (Federal government) 1/                   19.8          19.0      17.8       16.8      16.1      15.5    15.0    14.4
      Cantons                                                 12.6          12.6      12.3       12.0      11.7      11.4    11.1    10.8
      Communes/municipalities                                  9.6           9.7       9.5        9.2       8.9       8.7     8.5     8.3
      Social security 2/                                       0.5           0.6       0.7        0.8       0.6       0.5     0.4     0.3
""
 Memorandum items:
  Nominal GDP (billions of francs)                            659           668       691        713        734       753     773     794
  Output gap (percent)                                        -0.2          -0.6       0.1        0.6        0.9       0.0     0.0     0.0
  General Government cyclically adjusted balance               0.4           0.6       0.3        0.3        0.3       0.3     0.3     0.3
""
 Sources: Federal Ministry of Finance; and IMF staff estimates.
" 1/ Includes the balance of the Confederation and extrabudgetary funds (Public Transport Fund, ETH, Infrastructure"
" Fund, Federal Pension Fund)."
" 2/ Includes old age, disability, survivors protection scheme as well unemployment and income loss insurance."
 3/ Forcasted
""
""
""
""
34     INTERNATIONAL MONETARY FUND
