V1
                                                                                                                         NIGERIA
""
""
""
"                                  Table 5. Nigeria: Government Operations, 2016–23"
                                                             (Percent of GDP)
""
""
                                                              2016          2017   2018   2019      2020       2021   2022   2023
                                                              Prel.                       Projections
""
Consolidated Government
Total revenue                                                         5.6    5.7    7.4     7.1          7.1    6.7    6.8    7.0
 Oil revenue                                                          2.1    2.5    3.7     3.3          3.1    2.7    2.7    2.6
   Of which : implicit fuel subsidy                                   0.0    0.1    0.4     0.4          0.3    0.2    0.2    0.2
 Non-oil revenue                                                      3.4    3.2    3.6     3.7          3.8    3.9    4.1    4.3
""
Total expenditure                                                     9.5   11.2   11.9    11.6         11.0   10.8   10.7   10.9
 Federal government expenditure                                       4.6    5.3    5.8     5.3          5.3    5.3    5.3    5.4
 State and local government                                           4.3    5.2    4.7     4.9          4.5    4.4    4.3    4.4
" Extrabudgetary funds, ECA and implicit fuel subsidies                0.6    0.6    1.4     1.4          1.2    1.1    1.1    1.0"
""
Overall balance                                                   -3.9      -5.5   -4.5    -4.4         -4.0   -4.1   -3.9    -3.9
Non-oil primary balance (percent of non-oil GDP)                  -5.1      -7.0   -7.6    -6.7         -5.8   -5.3   -4.9    -4.8
""
Financing                                                             3.9    5.5    4.5     4.4          4.0    4.1    3.9     3.9
  External                                                            0.1    1.8    0.7     0.3          0.2    0.2    0.2     0.1
   Borrowing                                                          0.2    1.8    0.9     0.4          0.3    0.3    0.2     0.2
   Amortization                                                       0.0    0.0   -0.2    -0.1         -0.1   -0.1   -0.1    -0.1
  Domestic                                                            2.9    0.8    3.7     4.1          3.7    3.9    3.8     3.8
   Bank financing                                                     2.3   -0.7    3.3     3.5          3.3    3.4    3.1     2.8
     CBN                                                                    -0.1    3.1     3.2          3.1    3.2    2.8     2.3
     Commercial Banks                                                       -0.6    0.2     0.3          0.2    0.3    0.4     0.5
   Nonbank financing                                                  0.6    1.6    0.4     0.4          0.3    0.4    0.6     1.0
Asset Disposal                                                                      0.1     0.2          0.2    0.1    0.0    0.0
Statistical discrepancy/Financing Gap                                 0.9    2.9    0.0     0.0          0.0    0.0    0.0    0.0
Federal Government
Total revenue                                                         2.1    2.0    2.4     2.4          2.5    2.3    2.3    2.4
 Oil revenue                                                          0.9    0.9    1.1     1.1          1.1    0.9    0.9    1.0
 Non-oil revenue                                                      1.2    1.1    1.1     1.2          1.3    1.3    1.4    1.5
 Total expenditure                                                    4.8    6.3    6.0     5.4          5.4    5.3    5.4    5.5
  Recurrent expenditure                                               4.3    5.3    5.0     4.4          4.4    4.3    4.4    4.5
    Personnel                                                         1.8    1.9    1.7     1.7          1.8    1.8    1.8    1.8
    Overheads                                                         0.5    0.4    0.3     0.3          0.3    0.4    0.4    0.4
    Interest                                                          1.3    1.4    1.4     1.6          1.7    1.8    1.9    2.0
    Transfers                                                         0.6    1.6    1.4     0.6          0.5    0.4    0.3    0.3
    Arrears clearance                                                 0.0    0.0    0.2     0.1          0.1    0.0    0.0    0.0
  Capital expenditure                                                 0.6    1.0    1.0     1.0          1.0    1.0    1.0    1.0
Overall balance                                                   -2.8      -4.3   -3.6    -3.0         -3.0   -3.1   -3.1    -3.0
Financing                                                             2.8    4.3    3.6     3.0          3.0    3.1    3.1    3.0
  External                                                            0.1    1.8    0.7     0.3          0.2    0.2    0.2    0.1
  Domestic                                                            2.7    0.5    2.9     2.7          2.7    2.9    2.9    2.9
   Bank financing                                                     2.0   -1.0    2.4     2.0          2.3    2.4    2.3    1.9
   Nonbank financing                                                  0.6    1.6    0.4     0.4          0.3    0.4    0.6    1.0
Statistical discrepancy/Financing gap                                 0.0    1.9    0.0     0.0          0.0    0.0    0.0    0.0
""
Sources: Nigerian authorities; and IMF staff estimates and projections.
""
""
""
""
                                                                                      INTERNATIONAL MONETARY FUND            39
