V1
REPUBLIC OF POLAND
""
""
""
"     Table 3. Republic of Poland: Statement of Operations of General Government, 2013–23"
                                        (Percent of GDP)
                                                  2013     2014     2015     2016     2017     2018     2019          2020     2021     2022     2023
                                                                                                                 Projections
 Revenue                                           38.5     38.7     39.0     38.9     39.7     40.9     41.1          40.4     40.0     39.7     39.5
   Taxes                                           19.6     19.6     19.8     20.6     21.2     21.9     21.9          21.7     21.6     21.6     21.5
    Personal income tax                             4.6      4.6      4.7      4.8      4.9      5.2      5.2           5.1      5.0      5.0      4.9
    Corporate income tax                            1.8      1.7      1.8      1.8      1.9      2.1      2.0           2.0      2.0      2.0      2.0
    VAT                                             7.0      7.1      7.0      7.1      7.8      8.0      8.0           8.0      8.0      8.0      8.0
    Excises                                         3.7      3.6      3.5      3.5      3.5      3.5      3.5           3.5      3.5      3.5      3.5
    Other taxes                                     2.5      2.6      2.8      3.3      3.1      3.1      3.1           3.1      3.1      3.1      3.1
   Social contributions                            13.4     13.2     13.5     13.8     13.9     14.1     14.0          14.0     13.9     13.8     13.7
   Other revenue                                    5.5      5.8      5.6      4.4      4.7      4.9      5.2           4.7      4.5      4.3      4.3
    Capital revenue                                 1.0      1.2      1.1      0.6      0.7      0.9      1.1           0.8      0.5      0.4      0.3
    Sales of goods and services                     2.4      2.5      2.4      2.4      2.4      2.4      2.4           2.4      2.4      2.4      2.4
    Other current revenue                           2.2      2.1      2.1      1.4      1.6      1.6      1.8           1.6      1.6      1.6      1.6
 Expenditure                                       42.6     42.4     41.7     41.1     41.1     41.4     41.9          41.7     41.6     41.6     41.6
  Expense                                          38.8     38.1     37.3     37.9     37.4     37.2     37.2          37.3     37.6     37.7     37.8
   Compensation of employees                       10.4     10.4     10.2     10.2     10.2     10.1     10.1          10.2     10.3     10.4     10.4
   Use of goods and services                        5.8      5.9      5.9      5.7      5.5      5.5      5.5           5.5      5.5      5.5      5.5
   Interest                                         2.5      1.9      1.8      1.7      1.6      1.5      1.5           1.5      1.5      1.5      1.5
   Subsidies                                        0.7      0.7      0.5      0.5      0.5      0.5      0.5           0.5      0.5      0.5      0.5
   Social benefits                                 16.4     16.3     16.2     17.2     17.0     16.8     16.9          16.9     17.1     17.1     17.2
   Other expense 1/                                 3.0      2.9      2.8      2.5      2.7      2.7      2.7           2.7      2.7      2.7      2.7
      Other current expenditure                     2.3      2.1      2.2      2.0      1.9      1.9      1.9           1.9      1.9      1.9      1.9
      Capital transfers                             0.6      0.7      0.6      0.5      0.8      0.8      0.8           0.8      0.8      0.8      0.8
  Net acquisition of nonfinancial assets            3.8      4.2      4.2      3.2      3.8      4.2      4.6           4.4      4.1      3.9      3.8
""
 Gross operating balance                           -0.3      0.6      1.6      0.8      2.3      3.7      3.8           3.1      2.4      2.0      1.7
 Net lending/borrowing                             -4.1     -3.6     -2.7     -2.2     -1.4     -0.6     -0.8          -1.3     -1.7     -1.9     -2.1
 Structural fiscal balance                         -3.6     -3.1     -2.4     -2.3     -2.0     -1.6     -1.7          -1.7     -1.8     -1.8     -1.9
""
 Net financial transactions                        -4.2     -3.7     -2.7     -2.3     -1.5     -0.6     -0.8          -1.3     -1.7     -1.9     -2.1
   Net acquisition of financial assets             -1.2      0.8      0.0      2.0     -0.1      0.0      0.0           0.0      0.0      0.0      0.0
    Currency and deposits                          -1.1      0.6     -0.9      0.9     -0.2     -0.4     -0.4          -0.5     -0.4     -0.3     -0.3
    Debt securities                                 0.2     -0.2      0.0      0.1      0.2      0.0      0.0           0.0      0.0      0.0      0.0
    Loans                                           0.0      0.2      0.0      0.1      0.0      0.0      0.0           0.0      0.0      0.0      0.0
    Equity and investment fund shares              -0.6      0.2     -0.1     -0.2      0.0      0.0      0.0           0.0      0.0      0.0      0.0
    Other financial assets                          0.4      0.0      1.0      1.1     -0.1      0.4      0.4           0.5      0.4      0.3      0.3
  Net incurrence of liabilities                     2.9      4.4      2.6      4.3      1.4      0.6      0.8           1.4      1.7      2.0      2.2
    Currency and deposits                           0.0      0.0      0.2      0.0      0.0      0.0      0.0           0.0      0.0      0.0      0.0
    Debt securities                                 2.1     -5.9      1.7      3.8      1.1      0.1      0.4           1.0      1.4      1.6      1.8
    Loans                                           0.7      0.9      0.6     -0.1     -0.1      0.3      0.3           0.2      0.1      0.1      0.2
    Other liabilities                               0.1      9.3      0.0      0.7      0.5      0.2      0.2           0.2      0.2      0.2      0.2
 Adjustment and statistical discrepancies           0.0      0.0      0.0      0.0      0.0      0.0      0.0           0.0      0.0      0.0      0.0
 Memorandum items:
 Cyclically-adjusted balance                        -3.6     -3.1     -2.4     -2.3     -2.0     -1.6     -1.7          -1.7     -1.8     -1.8     -1.9
 Primary balance                                    -1.6     -1.7     -0.9     -0.6      0.1      0.9      0.7           0.2     -0.2     -0.5     -0.7
 Cyclically-adjusted primary balance                -1.1     -1.2     -0.6     -0.6     -0.5     -0.1     -0.2          -0.2     -0.3     -0.3     -0.4
 General government debt                           55.7     50.4     51.3     54.2     50.6     48.6     46.1          44.7     44.1     43.7     43.6
 General government liabilities                    65.0     70.1     69.4     72.1     67.8     64.0     61.6          60.2     59.6     59.2     59.1
 General government financial assets               27.4     28.0     27.4     29.0     27.1     24.4     23.4          22.4     21.4     20.4     19.4
" Nominal GDP in billions of zloty                 1,657    1,720    1,800    1,861    1,989    2,125    2,271         2,405    2,528    2,659    2,796"
 Sources: Eurostat; and IMF staff calculations.
 1/ Includes grants.
""
""
""
""
34     INTERNATIONAL MONETARY FUND
