V1
                                                                                                                                    IRELAND
""
""
""
"          Table 2. Ireland: Statement of Operations of the General Government, 2016–23"
"                              (Percent of GDP, unless otherwise indicated)"
                                                                                                  Projections 1/
""
                                                         2016       2017      2018       2019      2020       2021       2022         2023
""
Revenue                                                   26.7      25.8       25.4       25.2      24.8       24.6      24.4         24.2
 Taxes                                                    19.2      18.8       18.8       18.7      18.6       18.5      18.5         18.4
   Personal income tax                                     7.5       7.3        7.2        7.2       7.1        7.1       7.1          7.0
   Corporate income tax                                    2.7       2.8        2.8        2.7       2.6        2.5       2.5          2.5
   VAT                                                     4.7       4.5        4.5        4.5       4.5        4.6       4.6          4.6
   Excises                                                 1.6       1.6        1.7        1.6       1.6        1.6       1.7          1.7
   Other taxes                                             2.8       2.7        2.7        2.7       2.7        2.7       2.7          2.7
 Social contributions                                      4.4       4.3        4.2        4.2       4.1        4.1       4.1          4.1
 Other revenue                                             3.1       2.7        2.4        2.3       2.1        1.9       1.8          1.7
""
""
Expediture                                                27.2      26.1       25.6      25.3       24.5       24.4      23.9         23.6
 Expense                                                  25.3      24.3       23.5      22.9       22.1       21.7      21.3         21.0
  Compensation of employees                                7.1       7.0        6.9       6.7        6.6        6.6       6.5          6.4
  Use of goods and services                                3.5       3.3        3.4       3.4        3.3        3.2       3.2          3.1
  Interest                                                 2.2       2.0        1.7       1.6        1.5        1.4       1.4          1.4
  Subsidies                                                0.6       0.6        0.6       0.6        0.5        0.5       0.5          0.5
  Social benefits                                         10.3       9.8        9.3       8.9        8.7        8.4       8.3          8.1
  Other expense                                            1.6       1.6        1.6       1.7        1.6        1.6       1.5          1.4
 Net acquisition of nonfinancial assets                    1.9       1.8        2.2       2.4        2.4        2.6       2.6          2.6
""
Net lending(+)/borrowing(-) (overall balance)             -0.5       -0.3      -0.2       -0.1       0.2        0.2       0.5          0.7
""
Net financial transactions                                -0.5       -0.3      -0.2       -0.1       0.2        0.2        0.5         0.7
 Net acquisition of financial assets                      -1.4       -0.5       0.5       -0.5      -1.5        0.3        0.1         0.1
 Net incurrence of liabilities                            -0.9       -0.2       0.7       -0.4      -1.7        0.1       -0.3        -0.5
""
Memorandum items:
One-off measures                                           0.1       -0.1       0.0        0.0       0.0        0.0           0.0      0.0
Structural balance                                        -1.0      -0.8       -0.8      -0.6       -0.2      -0.1        0.3          0.6
Structural primary balance                                 1.2       1.1        0.9       1.0        1.3       1.3        1.6          2.0
Gross public debt 2/                                      72.9      68.1       65.9      63.5       59.9      58.3       55.5         52.5
   in percent of GNI*                                    106.1      98.7       94.5      90.1       84.2      81.4       77.0         72.6
   in percent of revenue                                 273.5     264.2      259.4     251.8      241.8     237.6      227.4        216.8
Net public debt 3/                                        63.8      58.7       56.3      54.5       52.8      50.9       48.3         45.6
Interest (in percent of revenue)                           8.4       7.6        6.7       6.4        5.9       5.8        5.6          5.8
Currency and deposits 4/                                   5.2       5.7        6.4       6.0        4.6       5.0        5.0          4.9
GDP at current market prices (in billions of euros)      275.2     295.8      312.2     328.1      344.4     360.2      376.6        393.6
""
Sources: DoF; Eurostat; and IMF staff.
"1/ Starting in 2019, staff assumes that the resources available for additional spending but not allocated by the Budget 2018 are"
"distributed mainly among compensation of employees, use of goods and services, and net acquisition of nonfinancial assets."
2/ Includes the accumulation of a Rainy Day Fund of €0.5 billion starting in 2019.
"3/ Gross debt minus financial assets corresponding to debt instruments (currency and deposits, debt securities, and loans)."
4/ Includes the Rainy Day Fund.
""
""
""
""
                                                                                        INTERNATIONAL MONETARY FUND                     31
