V1
                                                                                                                                                                           ICELAND
""
""
""
"                               Table 4. Iceland: General Government Operations, 2016–27   "
                                                                              (Percent of GDP)
                                                           2016       2017       2018       2019       2020       2021      2022       2023      2024       2025      2026       2027
                                                                                                                  Prel.     Proj.      Proj.      Proj.     Proj.      Proj.   Proj.
""
Total Revenue                                               59.0      45.4       44.8       41.9       42.1       40.4      42.0       42.2       41.7      41.8       41.7      41.4
 Taxes                                                      46.9      33.7       33.0       31.7       33.2       31.5      32.9       33.4       33.0      33.3       33.3      33.1
   Taxes on income and profits                              17.1      18.3       18.0       17.4       18.5       17.1      17.7       18.0       18.0      18.0       18.0      17.9
     Personal income tax                                    13.4      14.2       14.5       14.3       15.6       14.3      14.4       14.6       14.6      14.7       14.6      14.6
     Corporate income tax                                    2.5       3.0        2.4        2.1        2.2        1.9       2.3        2.4        2.4       2.3        2.3       2.3
     Capital gains tax and rental income                     1.2       1.1        1.1        1.0        0.7        0.9       1.1        1.0        1.0       1.0        1.0       1.0
   Taxes on payroll and workforce                            0.3       0.3        0.3        0.3        0.3        0.3       0.3        0.3        0.3       0.3        0.3       0.3
   Taxes on property                                        17.0       1.9        1.8        1.9        2.3        2.1       2.4        2.4        2.3       2.2        2.2       2.1
   Taxes on goods and services                              11.7      12.5       12.1       11.3       11.4       11.4      11.9       12.2       11.9      12.3       12.3      12.2
     Value added tax                                         8.4       9.0        8.8        8.2        8.2        8.4       8.4        8.7        8.4       8.8        8.9       8.8
     Other taxes on goods and services                       3.3       3.4        3.4        3.2        3.2        3.0       3.4        3.5        3.5       3.5        3.5       3.4
   Taxes on international trade                              0.2       0.1        0.1        0.1        0.1        0.1       0.1        0.1        0.1       0.1        0.1       0.1
   Other taxes                                               0.6       0.6        0.6        0.6        0.7        0.4       0.5        0.4        0.4       0.4        0.4       0.4
  Social contributions                                       3.4       3.4        3.5        3.2        3.0        3.0       3.0        3.0        3.0       3.0        3.0       3.0
  Grants                                                     0.1       0.1        0.1        0.1        0.1        0.1       0.2        0.2        0.2       0.2        0.2       0.2
  Other revenues                                             8.6       8.1        8.2        6.8        5.8        5.8       5.9        5.6        5.4       5.4        5.2       5.2
   Property income                                           5.1       4.3        4.3        3.5        2.7        2.9       2.8        2.5        2.4       2.3        2.2       2.2
   of which: interest income                                 3.2       2.7        2.8        2.3        1.8        1.8       1.0        1.0        0.9       0.9        0.9       0.9
Total Expenditure                                           46.4      44.4       43.8       43.4       50.7       49.3      46.8       45.0       43.4      42.8       42.2      41.7
 Current Expenses                                           46.0      43.4       41.8       41.9       49.3       47.5      45.1       43.4       41.8      41.2       40.6      40.1
   Compensation of employees                                13.5      14.1       14.2       14.2       16.0       15.9      15.0       14.6       14.5      14.4       14.2      14.1
   Use of goods and services                                10.4      10.6       10.8       10.8       11.9       11.6      11.2       11.1       11.2      10.9       10.7      10.6
   Consumption of fixed capital                               2.2       2.1        2.1        2.1        2.4        2.4       2.2        2.1        2.0       2.0        1.9       1.9
   Interest                                                   6.1       5.7        4.9        4.3        4.0        4.1       4.2        4.0        2.7       2.7        2.7       2.6
   Subsidies                                                  1.2       1.2        1.2        1.2        1.8        1.4       1.9        1.5        1.5       1.5        1.4       1.4
   Grants                                                     0.2       0.2        0.2        0.2        0.3        0.2       0.4        0.4        0.4       0.4        0.4       0.4
   Social benefits                                            5.9       6.5        6.6        7.3      10.1         9.4       8.0        7.5        7.5       7.4        7.3       7.3
   Other expense 2/                                           6.6       3.1        1.8        1.7        2.7        2.5       2.3        2.2        2.1       2.0        1.9       1.9
 Nonfinancial Assets                                          0.5       1.0        2.1        1.5        1.4        1.8       1.7        1.6        1.6       1.7        1.6       1.6
"   Nonfinancial assets, acquisition                           2.6       3.1        4.1        3.6        3.9        4.2       3.8        3.7        3.7       3.7        3.5       3.4"
   Consumption of fixed capital (-)                          -2.2      -2.1       -2.1       -2.1       -2.4       -2.4      -2.2       -2.1       -2.0      -2.0       -1.9      -1.9
Net Lending/Borrowing                                       12.5        1.0        0.9       -1.5       -8.7      -8.9       -4.8      -2.8       -1.8       -1.0      -0.5      -0.2
"Financial Assets, Transactions                               5.6       -6.7       -1.2       -1.3        1.2      -5.3       -3.1      -3.3       -1.4       -1.3        2.6     -3.5"
  Currency and deposits                                     -4.8       -5.6       -0.3        0.4        4.1      -2.3       -0.3       0.0        0.0        0.0        3.8     -2.5
  Securities other than shares                               1.2        1.3        1.3       -2.4        0.3       0.0        0.0       0.0        0.0        0.0        0.0      0.0
  Loans                                                      1.3       -4.9       -3.0        0.1       -3.1       0.1        0.1       0.1        0.1        0.1        0.1      0.1
  Shares and other equities                                  7.0       -5.6       -1.1       -0.4        0.1       0.0       -2.1      -2.5       -0.5       -0.5       -0.4     -0.4
  Other accounts receivable                                  0.8        8.0        1.9        1.0       -0.2      -3.2       -0.9      -0.9       -1.0       -1.0       -0.9     -0.8
"Liabilities, Transactions                                   -6.9       -7.7       -2.1        0.2        9.9       3.6        1.7      -0.3        0.5       -0.2        3.1     -3.3"
  Securities other than shares                              -2.8       -4.8       -2.9       -3.5        6.3      -1.7       -0.2      -0.9       -0.1       -0.7        2.7     -3.8
  Loans                                                     -5.5       -3.2       -0.4        3.4        2.4       5.3        1.9       0.5        0.6        0.5        0.4      0.3
    Krona denominated                                       -2.8        0.2       -0.7        1.2        0.2       5.3        1.0       0.5        0.6        0.5        0.4      0.3
    Foreign currency denominated                            -2.7       -3.4        0.3        2.1        2.2       0.0        0.9       0.0        0.0        0.0        0.0      0.0
  Insurance technical reserves                               0.1        0.2        0.2        0.3        0.2       0.0        0.0       0.0        0.0        0.0        0.0      0.2
  Other accounts payable                                     1.2        0.1        1.1        0.1        1.0       0.0        0.0       0.0        0.0        0.0        0.0      0.0
Gross Debt                                                  82.4      71.6       63.1       66.2       77.4       75.0      68.3       63.3       60.5      57.5       57.8      51.4
 Krona denominated                                          74.2      67.1       58.7       60.0       68.9       65.5      58.9       54.6       52.2      49.6       50.3      44.3
 Foreign currency denominated                                8.2       4.5        4.5        6.2        8.5        9.5       9.4        8.8        8.3       7.9        7.5       7.2
Net Debt 3/                                                 67.6      60.2       50.7       54.1       60.8       59.9      55.2       51.1       48.9      46.4       43.5      40.3
Memorandum Items:
  Primary revenue                                            55.8        42.7        42.0      39.6       40.3        38.7       40.9       41.2        40.7    40.9      40.8       40.5
  Primary expenditure                                        40.4        38.7        38.9      39.1       46.7        45.2       42.6       41.1        40.8    40.1      39.5       39.0
"  2/ In 2020, the definition of the general government was 15.5"
                                                             expanded to3.9  include 24
"                                                                                      3.1new entities,"
                                                                                                 0.5 of which
                                                                                                           -6.4 the largest
                                                                                                                       -6.6 are the
                                                                                                                                  -1.7
                                                                                                                                     IL Fund and
                                                                                                                                              0.1 the Student
                                                                                                                                                         0.0 loan 0.8
                                                                                                                                                                  Fund. Data1.3
                                                                                                                                                                              for 20201.5
                                                                                                                                                                                      are preliminary and may not consol
  Structural balance                                           0.7        -1.0       -1.6       -4.3       -3.9        -5.0       -6.3       -4.0       -2.5     -1.6      -0.8      -0.4
  Structural primary balance                                   3.7         2.0        0.7       -2.2       -1.8        -2.7       -3.2       -1.0       -0.7      0.2       1.0       1.4
"  Gross domestic product (ISK bn)                           2,512       2,642      2,844      3,043      2,928       3,233      3,640      3,906      4,122    4,322     4,545          5"
HFF loss
Sources: Ministry of Finance; Statistics Iceland; and IMF staff projections.
"1/ In 2020, the definition of the general government was expanded to include 24 new entities, of which the largest are the IL Fund and the Student loan Fund."
2/ Figure for 2016 includes a one off contribution by the central government to the state pension fund of ISK 117.2 billion.
3/ Gross debt less currency and deposits.
""
""
""
""
                                                                                                                     INTERNATIONAL MONETARY FUND                                       37
