V1
   BARBADOS
""
""
""
"                             Table 2a. Barbados: Central Government Operations, FY 2015–24"
                                            (in millions of Barbados dollars) 1/
                                                                                Est.                                 Projection
                                                    2015/16         2016/17    2017/18        2018/19   2019/20   2020/21    2021/22      2022/23     2023/24
""
"Total revenue                                             2,458       2,754      2,864          3,062     3,255     3,345         3,388      3,531       3,680"
"Current revenue                                            2,440      2,744       2,842         3,034     3,228      3,321        3,363      3,505        3,653"
" Tax revenue                                               2,266      2,495       2,675         2,862     3,054      3,142        3,177      3,311        3,451"
"   Income and profits                                       612         737        752            852       913       939          976       1,017        1,060"
   Taxes on property                                        133         135        138            136       137       141          147         153            159
   VAT                                                      861         890        891            887       910       936          883         921            959
   Social levy (NSRL)                                          0         29        152             47         0          0            0          0              0
   Excise                                                   169         226        303            319       323       332          345         360            375
   Import taxes                                             232         245        219            225       228       234          243         254            264
   Other taxes                                              260         232        220            396       544       560          582         607            632
 Nontax revenue                                             174         250        167            172       174       179          186         194            202
Capital revenue and grants                                   18          10            22          28        26         24          25          26             27
""
"Total expenditure                                         3,322       3,275      3,293          3,201     2,982     3,055         3,116      3,235       3,436"
"Current expenditure                                        3,086      3,049       3,121         2,951     2,700      2,727        2,809      2,892        2,993"
" Wages, salaries and SSC                                    787         784        782            812       810       827          847         866            887"
 Goods and services                                         441         385        364            382       389       397          406         416            426
 Interest                                                   673         738        763            482       356       358          401         406            426
" Transfers                                                 1,185      1,142       1,212         1,274     1,145      1,145        1,155      1,204        1,255"
   o/w Subsidies                                            141         128        123            119       118       121          126         131            137
   o/w Grants to public institutions                        730         714        761            805       668       654          645         672            701
   o/w Retirement benefits                                  314         299        328            351       359       370          384         401            418
Capital expenditure and net lending                         236         225        172            251       282       329          307         343            443
""
CG Fiscal balance                                          -864        -521       -429           -139      273        289          272         295            244
CG Primary balance                                         -191        218         334           343       629        647          672         701            670
 Repayment of domestic arrears                               n.a.       n.a.           n.a.         0       373       366          175         194             75
CG Fiscal balance (net of arrears)                          n.a.        n.a.       n.a.          -139      -100       -77           96         101            168
CG Primary balance (net of arrears)                         n.a.        n.a.       n.a.          343       256        281          497         507            594
""
Financing                                                   864        521         429           139       -273      -289         -272        -295        -244
Net Financing - External                                     26        -162       -172            257       100         77          -96       -101             40
 Capital Markets                                               0          0              0          0         0          0            0          0            140
 Project Funds                                              204          57        114             49        40         35          40          40             40
 Policy Loans                                                99           0              0        300       150       150             0          0              0
   IDB                                                       n.a.       n.a.           n.a.       200       100       100             0          0              0
   CDB                                                       n.a.       n.a.           n.a.       100        50         50            0          0              0
 Privatization 2/                                              0          0              0          0         0          0            0          0              0
 Amortization                                               278         219        286             92        90       108          136         141            140
Net Financing - Central Gov.                                838         686        574           -118         0          0            0          0        -208
 Central bank                                               423         792            73         177         0          0            0          0              0
 Commercial banks                                           182        -434        309              0         0          0            0          0        -104
 National Insurance Scheme                                   71         180              3          0         0          0           0           0              0
 Statutory Boards                                              2          2        117              0         0          0           0           0              0
 Private non-bank 3/                                        106          93       -175              0         0          0           0           0        -104
 Others/unidentified financing                               52          52        246           -296         0          0           0           0              0
""
Memorandum items:
"CG gross debt 4/                                          13,949     14,548     15,843         12,809    12,230    11,840       11,569      11,274      11,163"
"Exceptional financing (from debt restructuring)                0          0              0      5,259     4,759      4,636        4,501      4,353       3,881"
"Nominal GDP, FY (BDS$ millions)                            9,509      9,756     10,070         10,361    10,480    10,781       11,208      11,681      12,175"
""
Sources: Ministry of Finance; and Fund staff estimates.
1/ Fiscal year is from April to March.
2/ Privatization proceeds.
3/ Insurance companies and other non bank private sector.
"4/ Including: CG, CG guaranteed, and arrears. From FY 2018/19, data includes both external and domestic debt restructuing; hence, it excludes debt directly"
serviced by SOEs no longer guaranteed by the CG.
""
""
""
""
   30        INTERNATIONAL MONETARY FUND
