V1
                                                                                                                                             REPUBLIC OF TAJIKISTAN
""
""
"                                 Table 3. Tajikistan: General Government Operations, 2018–26"
"                                          (In percent of GDP, unless otherwise indicated)"
                                                                                 2018        2019       2020     2021         2022        2023      2024          2025      2026
                                                                                                                 Est.                             Proj.
""
""
Overall revenues and grants                                                       28.2         26.8       24.6     25.0          25.6      25.0      25.3          25.5      25.6
   Tax revenues                                                                   20.6         19.9       18.2     18.9          18.2      18.6      19.0          19.2      19.3
       Income and profit tax                                                       4.8          4.8        4.2          4.8       5.1       5.1           5.1       5.1       5.1
       Payroll taxes                                                               2.4          2.1        2.0          2.1       2.1       2.1           2.1       2.1       2.1
       Property taxes                                                              0.5          0.5        0.4          0.5       0.5       0.5           0.5       0.5       0.5
       Taxes on goods and services                                                11.8         11.5       10.7     10.4           9.5       9.8      10.1          10.3      10.4
       International trade and operations tax                                      1.1          1.0        0.8          1.0       1.1       1.1           1.2       1.2       1.2
   Nontax revenues                                                                 4.8          4.7        4.3          3.5       3.5       3.9           4.3       4.5       4.6
   Grants                                                                          2.8          2.2        2.1          2.6       3.9       2.5           2.0       1.9       1.8
Total expenditure and net lending                                                 30.9         28.8       28.9     27.0          28.3      27.5      27.8          28.0      28.1
 Current expenditures                                                             16.7         16.7       16.9     16.5          17.6      17.6      17.7          17.7      17.6
       Expenditures on goods and services                                         11.0         11.2       11.1     10.8          12.4      12.4      12.5          12.5      12.5
            Wages and salaries                                                     6.5          6.6        6.8          6.5       6.6       7.1           7.0       7.0       7.0
            Others                                                                 4.5          4.7        4.3          4.3       5.8       5.4           5.5       5.5       5.4
      Interest payments                                                            1.1          0.8        0.9          1.0       0.8       0.8           0.7       0.7       0.6
       Transfers and subsidies                                                     4.6          4.6        4.9          4.8       4.4       4.4           4.5       4.5       4.5
 Capital expenditures                                                             14.2         12.1       12.0     10.5          10.7       9.9      10.1          10.3      10.5
       Externally financed (PIP and Rogun)                                         6.9          5.4        4.3          5.0       6.5       6.4           5.2       6.9       6.7
        Of which: Rogun                                                            1.9          1.5        0.0          0.0       0.7       0.9           0.5       1.6       1.5
       Domestically financed                                                       7.2          6.7        7.7          5.5       4.2       3.5           4.8       3.4       3.8
        Of which: Rogun                                                            4.7          2.1        3.8          2.3       2.2       2.3           2.2       1.8       1.7
        Of which: Non-Rogun                                                        2.5          4.5        3.9          3.2       2.0       1.2           2.6       1.6       2.1
Overall balance                                                                   -2.7         -2.1       -4.3      -2.0         -2.7      -2.5       -2.5         -2.5      -2.5
Overall balance (excl. PIP and PIP-related grants)                                 1.6          1.5       -2.1          0.3       0.4       1.8           1.0       2.8       2.7
Overall balance (incl. PIP and excl. bank recapitalization)                       -2.7         -2.1       -4.3      -2.0         -2.7      -2.5       -2.5         -2.5      -2.5
Total financing (incl. PIP)                                                        3.0          1.7        3.5          2.0       2.7       2.5           2.5       2.5       2.5
   Net external                                                                    0.9          0.6        5.6          0.8       2.7       2.5           2.5       2.5       2.5
       Disbursements                                                               2.4          2.5        7.2          2.3       4.5       4.2           4.2       5.3       5.2
       Amortization                                                               -1.5         -1.8       -1.6      -1.6         -1.8      -1.8       -1.7         -2.8      -2.7
   Net domestic                                                                    2.1          1.1       -2.1          1.2       0.0       0.0           0.0       0.0       0.0
       Of which: security of Roghun purchased by the Pension Fund 1 /                                               -0.9         -0.8      -0.6       -0.5         -0.4      -0.3
       Of which : deposits with comercial banks                                   -0.4          0.0 …     -0.3          1.2       0.0       0.0           0.0       0.0       0.0
       Of which : deposits with the NBT                                            1.9          0.4 …     -2.6          0.0       0.0       0.0           0.0       0.0       0.0
Memorandum items:
Public debt to GDP                                                                46.3         43.1       50.1     46.5          43.5      42.0      40.7          40.3      40.0
"   Nominal GDP (in millions of somoni)                                          71,059       79,110     84,579   96,382       107,948   119,513   131,614       144,955   159,044"
"Sources: Tajikistan authorities, and Fund staff estimates."
1/ Roghun OJSC has issued a security with 10 years maturity purchased by the Pension Fund.
""
""
""
""
                                                                                                                        INTERNATIONAL MONETARY FUND                             27
