V1
                                                                                                                                                                                 NIGER
""
""
""
""
"                  Table 2. Niger: Financial Operations of the Central Government, 2016–24"
                                            (In billions of CFA francs)
""
                                                                     2016        2017           2018                  2019              2020      2021      2022       2023      2024
                                                                                            3rd                   3rd
                                                                                                     Est.                  Prog.                         Projections
                                                                                           Review                Review
""
""
"Total revenue                                                          643.8      680.8       842.8    862.4        889.8    894.0      1,040.6   1,160.8   1,426.1    1,574.3   1,739.4"
  Of which: non-cash revenue                                            36.1       35.0       125.0    156.1         75.3     75.3          …          …         …          …         …
" Tax revenue                                                           606.9      619.9       766.5    787.7        834.0    834.0       960.6    1,068.3   1,299.6    1,431.2   1,584.7"
  International trade                                                  164.7      172.2       215.9    194.1        244.4    244.4       283.8      318.9     372.8      419.5     456.6
  Goods and services                                                   239.0      233.8       307.3    354.2        323.8    323.8       346.2      374.8     461.0      485.8     552.0
  Income                                                               156.2      170.8       178.0    175.8        206.1    206.1       265.7      298.1     379.1      432.2     473.7
  Other                                                                 47.0       43.1        65.3     63.5         59.7     59.7        64.9       76.4      86.7       93.8     102.4
 Nontax revenue                                                         27.9       48.6        65.7     66.8         39.0     43.2        60.3       64.8      95.1      109.1     117.6
Special accounts revenue                                                 8.9       12.3        10.6      7.9         16.8     16.8        19.7       27.7      31.4       34.0      37.1
""
"Total expenditure and net lending                                    1,187.9     1,267.1    1,462.9   1,505.3     1,592.8   1,608.9     1,720.9   1,799.7   2,079.4    2,239.4   2,419.0"
" Of which: domestically financed                                       832.7       916.5      987.2   1,066.9     1,047.6   1,063.7     1,108.2   1,229.1   1,476.9    1,642.9   1,797.9"
" Of which: domestically financed, cash                                 796.7       881.4      862.2     910.7       972.4     988.5          …         …         …          …         …"
" Total current expenditure                                             631.3       666.9      698.1     707.1       756.6     752.6       782.5     865.0   1,031.3    1,138.3   1,243.6"
"   Budgetary expenditure                                               609.5       642.7      674.2     688.0       731.0     727.0       761.1     845.5   1,009.1    1,114.3   1,217.4"
    Wages and salaries                                                 265.1       269.7      276.4     273.5       284.7     284.7       295.3     330.0     400.7      445.7     489.6
    Goods and services                                                 107.1       112.0      115.0     134.9       130.1     120.5       124.9     139.7     169.6      188.6     207.2
    Transfers and subsidies                                            197.6       215.3      219.6     212.8       241.9     247.5       256.7     286.9     348.3      387.4     425.6
    Interest                                                            41.9        47.0       63.2      67.6        74.3      74.3        84.3      88.9      90.6       92.7      95.1
       Of which: external debt                                          18.4        16.4       23.1      21.2        26.8      26.8        35.6      41.5      44.4       47.3      50.4
    Adjustments to fiscal expenditure                                   -2.4        -1.4        0.0      -0.8         0.0       0.0         0.0       0.0       0.0        0.0       0.0
                                 1
   Special accounts expenditure                                         21.8        24.2       23.9      19.1        25.6      25.6        21.4      19.6      22.2       24.0      26.1
" Capital expenditure and net lending                                   556.6       600.2      764.8     798.2       836.2     856.3       938.4     934.7   1,048.1    1,101.1   1,175.4"
"   Capital expenditure                                                 556.6       600.2      764.8     798.2       836.2     856.3       938.4     934.7   1,048.1    1,101.1   1,175.4"
    Domestically-financed                                              201.4       249.6      289.1     359.8       291.0     311.1       325.7     364.1     445.7      504.6     554.3
"       Of which: domestically-financed, cash                           165.4       214.6      164.1     203.7       215.7     235.8          …         …         …          …         …"
    Externally-financed                                                355.2       350.6      475.7     438.5       545.2     545.2       612.7     570.6     602.5      596.5     621.1
       Of which: grants                                                204.0       201.0      307.5     303.3       334.7     334.7       364.4     331.5     347.5      336.2     348.2
                  loans                                                151.2       149.6      168.2     135.2       210.5     210.5       248.3     239.1     255.0      260.3     272.9
   Net lending                                                           0.0         0.0        0.0       0.0         0.0       0.0         0.0       0.0       0.0        0.0       0.0
""
"Overall balance (commitments, WAEMU anchor)                           -273.9     -267.4      -228.1   -214.0       -249.9   -226.0       -183.2   -176.3    -179.0     -187.4    -175.7"
