V1
   GABON
""
""
""
""
"                                          Table 3a. Gabon: Central Government Accounts, 2018–26"
                                                            (Billions of CFA francs)
                                                                                  2018         2019                        2020                            2021       2022        2023        2024       2025       2026
                                                                                                            Fourth &          RFI-2   
                                                                                                                                              Prel.                                   Proj.
                                                                                                           Fifth Rev. 1/
                                                                                                                            (Billion of CFA francs)
""
"Total revenue and grants                                                            1,581        1,931            1,946           1,369      1,553        1,651       1,844      1,982        2,147      2,329      2,503"
" Revenue                                                                            1,581        1,931            1,929           1,344      1,549        1,596       1,844      1,982        2,147      2,329      2,503"
   Oil revenue                                                                        583          747              684            395        596           483         587        619         655           700     705
"   Non-oil revenue                                                                    997        1,184            1,245            949        953         1,113       1,257      1,363        1,492      1,628      1,798"
"      Tax revenue                                                                     870        1,070            1,206            913        874         1,039       1,179      1,298        1,431      1,575      1,755"
             Of which: earmarked revenue                                                                                                                    168         158        161         164           168     171
"          Taxes on income, profits, and capital gains                                 298          412              475            363        303           408         450        470         505           537     579"
          Domestic taxes on goods and services                                        148          187              306            217        134           233         285        332         381           440     512
              Value-added tax                                                          95          132              221            158          63          167         215        259         305           359     425
              Other                                                                    52           54                85            59          71            66         69          73         77            81      88
          Taxes on international trade and transactions                               255          286              336            263        310           304         346        386         428           474     530
              Import tariffs                                                          255          261              314            232        281           266         305        345         387           431     486
              Export taxes                                                               0          24                22            32          29            38         40          41         41            42      43
          Other non-oil taxes                                                         170          187                90            70        127             94         99        111         117           124     134
      Non-tax revenue                                                                 127          114                39            36          79            75         78          65         61            53      43
 Grants                                                                                  0            0               17            25           4            55          0           0           0            0       0
""
"Total expenditure and net lending                                                   1,702        1,796            1,806           1,848      1,742        1,961       1,883      1,940        2,027      2,144      2,242"
"  Current expenditure                                                               1,270        1,320            1,278           1,368      1,431        1,456       1,362      1,420        1,459      1,525      1,584"
    Wages and salaries                                                                701          689              661            675        683           685         695        707         741           788     831
    Goods and services                                                                140          156              161            193        202           227         179        182         186           190     193
    Interest payments                                                                 225          225              241            278        297           294         262        311         320           330     345
       Domestic                                                                        93           84                81            90        125           108          80          87         91            93     102
          Foreign                                                                     132          141              159            187        171           186         182        224         230           237     243
    Transfers and subsidies                                                           204          250              216            222        249           250         226        219         212           217     215
       o/w: oil subsidies                                                              28           19                 0              0          0             0          0           0           0            0       0
  Capital expenditure                                                                 248          281              513            380        241           337         363        359         403           451     487
      Domestically financed                                                            82          175              220            143        152           165         172        194         212           252     272
          Of which: Public-private partnership                                           0            0                0            30          30             0          0           0           0            0       0
      Foreign financed                                                                166          106              293            236          89          172         191        165         191           199     216
  Net lending                                                                         101           75                 0              0         -4             0          0           0           0            0       0
  Road Fund (FER) and special funds                                                      3          12                14            11          19             0          0           0           0            0       0
  Expenditure corresponding to earmarked revenue                                                                                                            168         158        161         164           168     171
  Special accounts 3/                                                                  80          107                 0            90          55             0          0           0           0            0       0
""
Overall balance (commitment basis)                                                   -121          136              140           -478       -189          -310         -39          42        120           185     261
""
Adjustment to cash basis 4/                                                           -26          -52                12             -3        -28           -26          9           3           2            7       3
""
Overall balance (cash basis)                                                         -147           84              152           -481       -217          -336         -30          44        122           192     264
""
Total financing                                                                       147          -84             -152            481        217           336          30         -44       -122       -192       -264
  Foreign borrowing (net)                                                                -5       -154              183            145          51            32        -24         -79        -90           -93    -128
    Drawings                                                                          166          106              293            236          89          172         191        165         191           199     216
    Amortization                                                                     -150         -200             -695           -686       -663          -606        -215       -245        -280       -677       -343
    Arrears (reduction = -)                                                           -21          -59                 0              0         30           -30          0           0           0            0       0
    Rollover (Eurobonds)                                                                0            0              585            595        595           495           0          0           0           385       0
  Domestic borrowing                                                                 -170         -233             -523           -123        -73           138         -91       -106        -100           -99    -137
    Banking system (net)                                                               67           34             -218            189        150           439         250        131          67             7     -31
     Nonbank financing (net) 5/                                                      -238         -267             -305           -312       -223          -301        -341       -237        -167       -106       -106
  Financing gap (+=deficit / - surplus)                                               321          303              187            460        239           166         144        140          67             0       0
    Exceptional financing (excluding IMF)                                             207          230              115            215         66            40          90         86           0             0       0
    Residual gap                                                                      114           73               72            245        173           126          54         55          67             0       0
      IMF-EFF                                                                         114           73               72              0          0
      IMF-RFI-1                                                                                                                     88          88
