V1
                                                                                                                                                                     ALBANIA
""
""
"                                Table 2a. Albania: General Government Operations, 2016–25"
                                                                                   (Percent of GDP)
""
                                                    2016       2017         2018      2019    2020     2020      2021       2021      2021      2022         2023    2024    2025
                                                                                                      RFI                 Budget     RFI
""
                                                                                                                                    Proj.
""
Total revenue and grants                              27.6      27.8         27.5      27.4    25.3     26.3       26.9     28.5       26.9       26.9        26.9    26.7    26.7
   Tax revenue                                        25.1      25.7         25.6      25.4    23.2     23.2       24.7     26.0       23.9       25.2        25.4    25.3    25.2
       VAT                                             8.9       9.0          8.8       7.9     7.5      7.6        7.8      8.5        7.9        8.1         8.1     8.1     8.1
       Profit tax                                      2.0       2.0          2.1       2.2     1.5      1.8        1.7      2.0        1.8        1.8         1.9     1.9     1.9
       Excise tax                                      2.8       2.9          2.8       2.8     2.7      2.4        2.8      2.9        2.4        2.8         2.9     2.9     2.9
       Customs duties                                  0.4       0.4          0.4       0.4     0.3      0.3        0.6      0.4        0.4        0.6         0.6     0.6     0.6
       Personal income tax                             2.1       2.1          2.2       2.7     2.2      2.5        2.2      2.4        2.5        2.3         2.3     2.2     2.2
       National taxes                                  2.4       2.5          2.4       2.2     1.9      1.7        2.3      2.3        2.1        2.2         2.2     2.2     2.2
       Local government revenue 1/                     1.0       1.2          1.3       1.4     1.2      1.2        1.3      1.5        1.2        1.5         1.5     1.5     1.5
       Social insurance contributions                  5.4       5.6          5.7       5.9     5.9      5.7        6.0      6.0        5.6        5.9         6.0     6.0     5.9
   Non-tax revenue                                     1.5       1.3          1.3       1.5     1.0      1.4        1.0      1.3        1.4        0.9         0.9     0.9     0.9
   Grants                                              1.0       0.7          0.5       0.5     1.1      1.7        1.2      1.2        1.5        0.8         0.6     0.6     0.6
Total expenditure                                     29.6      29.7         28.8      29.4    32.1     31.7       33.0     34.9       29.9       29.8        28.9    28.7    28.6
  Current expenditure                                 25.2      24.7         24.0      24.9    25.4     25.5       25.6     27.5       24.3       24.9        24.4    24.2    24.1
    Personnel cost 2/                                  4.6       4.7          4.5       4.6     4.9      4.9        5.2      5.5        4.7        4.9         4.7     4.6     4.4
    Interest                                           2.5       2.1          2.2       2.1     2.1      2.1        2.1      2.6        1.6        2.1         2.0     2.0     1.9
    Operations & maintenance                           3.0       2.8          2.8       2.8     2.9      2.9        2.8      2.9        2.9        2.8         2.7     2.7     2.9
    Subsidies                                          0.3       0.2          0.1       0.2     0.1      0.1        0.0      0.1        0.1        0.0         0.0     0.0     0.0
    Social insurance outlays                          10.4      10.5         10.3      10.5    10.8     10.6       10.9     11.5       10.7       10.5        10.4    10.3    10.4
    Local government expenditure 2/ 3/                 2.8       3.0          3.0       3.3     3.0      3.3        3.0      3.3        2.8        3.1         3.0     3.0     3.1
    Social protection transfers                        1.7       1.5          1.1       1.3     1.6      1.5        1.6      1.6        1.5        1.5         1.5     1.6     1.5
  Capital expenditure 4/                               4.0       4.4          4.8       4.5     5.8      3.9        6.8      7.2        4.4        4.8         4.3     4.3     4.3
    Domestically financed                              2.6       3.0          3.2       3.1     2.4      1.6        2.9      3.5        2.2        2.4         2.6     2.5     2.4
    Foreign financed                                   1.4       1.4          1.6       1.4     1.9      2.3        2.2      2.0        2.2        2.0         1.6     1.8     1.9
    Earthquake spending                                0.0       0.0          0.0       0.0     1.5      0.0        1.7      1.7        0.0        0.3         0.0     0.0     0.0
  Lending minus repayment                              0.5       0.6          0.0       0.0     0.0      0.0        0.0       0.0       0.0        0.0         0.0     0.0     0.0
  Reserve and contingency funds                        0.0       0.0          0.0       0.0     0.9      2.3        0.5       0.2       1.2        0.2         0.2     0.2     0.1
Overall balance 4/                                    -2.0       -2.0        -1.3      -2.0    -6.8     -5.4       -6.1      -6.5      -3.1       -3.0        -2.0    -2.0    -1.9
""
""
