V1
RWANDA
""
""
""
"       Table 2b. Rwanda: Budgetary Central Government Flows, GFSM 1986 Presentation,"
                                      FY17/18–21/221
                                                                         (Percent of GDP)
                                                                              2017/18        2018/19              2019/20                   2020/21                   2021/22
                                                                                                         1st       Rev.                   1st                   1st
                                                                                   Act.       Act.                                                    Proj.                     Proj.
                                                                                                        Review    Budget        Proj.    Review                Review
""
""
     Revenue and grants                                                           23.1          23.9      23.3       23.5         22.1     23.2        22.7      22.8           23.3
       Total revenue                                                              18.5          19.3      19.1       19.3         18.0     18.8        18.2      18.8           19.1
         Tax revenue                                                              15.9          16.4      16.4       16.5         15.2     16.6        16.2      16.8           17.1
            Direct taxes                                                           6.8           7.1       7.2        7.3          6.6      7.0         6.7       7.3            7.5
            Taxes on goods and services                                            7.8           8.0       8.0        8.0          7.5      8.2         8.1       8.1            8.3
            Taxes on international trade                                           1.2           1.3       1.3        1.3          1.1      1.4         1.4       1.3            1.3
         Nontax revenue                                                            2.6           2.9       2.6        2.8          2.8      2.2         2.1       2.0            2.1
            of which : PKO                                                         1.9           1.7       1.7        1.7          1.8      1.3         1.3       1.1            1.2
       Grants                                                                      4.5           4.6       4.2        4.2          4.2      4.4         4.5       4.1            4.1
         Budget grants                                                             2.4           1.9       1.5        1.5          1.5      1.8         1.8       1.9            1.9
         Project grants                                                            2.1           2.7       2.7        2.7          2.7      2.6         2.7       2.2            2.2
     Total expenditure and net lending                                            27.7          30.2      30.4       31.7         32.5     28.8        29.9      28.2           28.7
       Current expenditure                                                        14.9          15.5      15.0       15.5         16.0     14.8        15.4      14.4           14.6
         Wages and salaries                                                        4.1           4.2       4.4        4.4          4.4      4.5         4.5       4.4            4.5
         Purchases of goods and services                                           2.7           2.7       2.4        2.8          3.3      2.8         3.3       2.8            2.9
                of which: Coronavirus-related spending                             0.0           0.0       0.0        0.0          0.5      0.0         0.4       2.8            0.0
                of which: Disaster-Management spending                             0.0           0.0       0.0        0.3          0.3      0.0         0.0       2.8            0.0
         Interest payments                                                         1.2           1.2       1.6        1.6          1.6      1.5         1.5       1.5            1.5
            Domestic debt                                                          0.6           0.6       1.0        1.0          1.0      0.9         0.9       0.8            0.9
            External debt                                                          0.5           0.6       0.6        0.6          0.6      0.6         0.6       0.6            0.6
         Transfers                                                                 4.6           4.7       4.2        4.3          4.4      4.3         4.4       4.1            4.2
            PKO and demobilization                                                     2.3       2.7        1.9           1.9      1.9          1.7      1.7       1.5           1.5
              of which: PKO                                                            1.8       2.5        1.9           1.9      1.9          1.2      1.3       1.1           1.1
          Capital expenditure                                                      10.8         12.4       12.0       12.8        13.1      12.0        12.4      12.0          12.2
            Domestic                                                                5.9          7.2        7.3        7.3         7.6       7.1         7.5       7.4           7.6
                   of which: Coronavirus-related spending                           0.0          0.0        0.0        0.0         0.3       0.0         0.2       0.0           0.0
            Foreign                                                                 4.9          5.2        4.7        5.5         5.5       4.9         4.9       4.5           4.6
          Net lending and privatization receipts                                       2.0       2.3        3.4           3.4      3.4          2.0      2.0       1.8           1.9
                 Of which : Assumption of loan guarantee                               0.0       0.0        0.8           0.8      0.8          0.0      0.0       0.0           0.0
"     Overall balance (incl. grants, commitment basis)                              -4.7         -6.3       -7.1       -8.2      -10.4       -5.6        -7.2      -5.4          -5.5"
        of which: Debt-creating overall bal.( exc. PKO)2                           -4.7         -5.6       -6.2       -7.2       -9.4       -5.7        -7.2      -5.4          -5.5
"        of which Debt-creating overall balance (excl. PKO, shocks) 3               -4.7         -5.6       -5.2       -6.9       -8.6       -5.7        -6.8      -5.4          -5.5"
     Change in float/arrears4                                                      -0.3           0.6      -0.6       -0.6        -0.6      -0.3        -0.3      -0.3          -0.3
"     Overall balance (incl. grants, cash basis)                                    -5.0         -5.7      -7.7        -8.8      -11.0       -5.9        -7.5      -5.7          -5.8"
     Financing                                                                      5.0           5.7       7.7         8.8        8.8       5.9         6.0       5.7           5.8
        Foreign financing (net)                                                      4.5          5.2       5.9         6.7        6.7       5.0         5.0       4.1           4.2
          Drawings                                                                   4.8          5.5       6.5         7.3        7.3       5.7         5.8       4.9           5.0
             Budgetary loans                                                         2.7          3.0       4.4         4.4        4.4       3.4         3.5       2.5           2.6
                  Required Loans                                                     0.0          0.0       0.0         0.0        0.0       0.9         0.9       0.8           0.8
                  Assumption of loan guarantee                                       0.0          0.0       0.6         0.6        0.6       0.0         0.0       0.0           0.0
                  Additional financing to be determined 5                            0.0          0.0       0.6         0.6        0.6       0.0         0.0       0.0           0.0
             Project loans                                                           2.2          2.5       2.0         2.8        2.8       2.2         2.3       2.4           2.4
          Amortization                                                             -0.3          -0.3      -0.6       -0.6        -0.6      -0.7        -0.7      -0.8          -0.8
        Net domestic financing                                                       0.5          0.6       1.8         2.1        2.1       1.0         1.0       1.5           1.6
