V1
ARGENTINA
""
""
""
""
                                              Table 4. Argentina: Federal Government Operations
                                                                                              Est.          3rd rev       3rd rev                                         Proj.
                                                                         2016        2017    2018           2019          2020           2019          2020        2021           2022       2023       2024
                                                                                                                            (Billions of Argentine pesos)
" Revenues                                                             2,188.2     2,754.7     3,675.3        5,320.8       6,920.6        5,421.8      7,697.5     9,751.3        11,610.4   13,040.6   14,216.1"
"    Tax revenues                                                      1,535.6     1,874.2     2,489.3        3,661.8       4,908.1        3,654.3      5,319.9     6,605.3         7,757.2    8,825.0    9,537.1"
"    Social security contributions                                       558.1       727.3       901.9        1,218.1       1,548.9        1,292.9      1,877.1     2,537.9         3,170.5    3,448.2    3,844.2"
    Nontax revenues                                                      94.6       153.2       284.0          440.8         463.6          474.5        500.5       608.1           682.7      767.4      834.8
" Primary expenditures                                                 2,537.0     3,159.6     4,065.0        5,326.3       6,671.5        5,489.9      7,412.8     9,397.5        11,193.7   12,524.4   13,522.1"
"    Federal expenditures                                              1,840.3     2,233.6     2,832.8        3,640.9       4,399.4        3,862.3      5,047.6     6,439.6         7,710.8    8,609.5    9,378.6"
"        Wages 1/                                                        316.8       401.0       498.7          664.6         804.4          673.5        890.9     1,106.9         1,307.0    1,456.3    1,574.0"
        Goods and services 1/                                            91.8       121.5       146.2          161.8         186.7          180.3        215.3       267.5           307.6      333.9      354.5
"        Pensions                                                        734.7     1,022.5     1,291.7        1,848.8       2,447.9        1,868.4      2,581.3     3,318.8         4,060.6    4,582.9    5,003.3"
"        Current transfers to private sector                             511.0       507.7       654.5          767.7         693.8          858.8        916.4     1,091.8         1,146.7    1,272.5    1,377.9"
"           Social assistance                                            219.9       282.0       373.3          480.2         613.6          517.1        675.2       836.6           997.7    1,111.1    1,202.9"
              Of which: social spending under the program 2/            108.2       141.6       184.9          290.0         383.0          300.7        393.1       500.7           610.2      690.2      757.8
           Energy 3/                                                    209.2       125.7       177.9          202.8          44.3          237.7        220.9       230.7           121.6      132.3      144.2
           Transport                                                     80.2        90.5       102.1           82.7          35.9          101.8         20.3        24.6            27.4       29.2       30.8
           Other                                                          1.7         9.6         1.2            2.0           0.0            2.1          0.0         0.0             0.0        0.0        0.0
        Capital spending                                                117.8       121.1       182.9          157.6         223.4          260.0        400.5       599.3           824.0      891.2      989.8
