V1
PHILIPPINES
"Table 2. Philippines: National Government Cash Accounts, 2019-24"
"(In percent of GDP, unless otherwise indicated"
2019                     2020                     2021                       2022                      2023                      2024
Proj.             Proj.             Proj.
Revenue and grants                                                                     16.1                  15.9                  15.5                   15.2                   15.4                   15.8
Tax revenue                                                        14.5            14.0            14.1              14.5             14.7             14.9
Net income and profits                                      5.9             5.8             5.5              5.4              5.5              5.8
Excises                                                             2.3              2.4              2.5               2.6              2.7               2.8
VAT                                                                4.2              3.7              4.1               4.3              4.2              4.2
Tariffs                                                              0.4              0.4              0.3               0.4              0.3               0.3
Other 1/                                                           1.7              1.7              1.8               1.8               1.9               1.8
Nontax revenue                                                     1.6              2.0              1.4              0.8              0.7              0.8
Expenditure and net lending                                   19.5            23.5            24.1             22.8            21.6            20.9
Current expenditures                                                        14.0                18.5                18.0                17.0                16.4                15.7
Personnel services                                          5.7             6.6             6.6             6.2             6.5             6.1
Maintenance and operations                                2.9             4.9             4.5              3.8              3.5              3.3
Allotments to LGUs                                             2.4              3.5              3.5               3.8               3.1               3.1
Subsidies                                                                                                   1.0                        1.3                        1.0                         0.8                         0.7                         0.7
Tax expenditure                                                      0.1                0.2               0.2                0.1                0.1                0.1
Interest                                                                                                     1.8                       2.1                        2.2                         2.4                        2.5                         2.5
Capital and equity expenditure                               5.3            49             6.0             5.7             5.0             5.1
Capital expenditure                                       5.3            4.8            5.8             5.7             5.0             5.1
Equity                                                             0.0              0.1              0.2               0.1               0.0              0.0
Net lending                                                       0.1              0.1              0.1              0.1              0.1              0.1
Balance                                                                -3.4             -7.6             -8.6             -7.6             -6.1              -5.2
On the authorities’ presentation 2/                           -3.4            -7.6            -8.6             -7.6             -6.1             -5.2
Financing                                                              3.4              7.6              8.6              7.6              6.1               5.2
External financing (net)                                       0.9            3.3             1.7             2.5             2.2             2.0
Domestic financing (net)                                         1.8             8.2             7.3              5.2              3.9              3.2
Change in cash (negative=accumulation)                   0.6           -3.9           -0.4             0.0             0.0             0.0
Privatization                                                         0.0              0.0              0.0              0.0              0.0              0.0
Memorandum items:
Cyclically-adjusted primary balance 3/                      -1.5            -3.7            -5.7             -5.2             -3.7             -2.7
Structural primary balance 3/                                  -1.5            -3.6            -5.6             -5.3             -3.8             -2.8
Gross financing requirement 4/                                              8.4                 13.6                 17.5                  15.1                   14.1                   13.6
National government gross debt 5/                          39.6            54.6            60.4             62.7             64.4             64.3
Domestic                                                        26.3            37.3            42.1             42.8             43.3             42.8
External                                                                                13.3                 17.3                 18.3                  19.9                  21.1                  21.5
"GDP (in billions of peso)                                      19,518         17,952         19,411          21,690          23,597          25,798"
Sources: Philippine authorities; and IMF staff projections.
"1/ Includes other percentage taxes, documentary stamp tax, and non-cash collections."
2/ Includes privatization receipts as revenue and excludes the operations of the Central Bank-Board of Liquidators.
"3/ In percent of potential GDP. Compared to the cyclically-adjusted balance, the structural balance also controls for the effect of"
cyclical fluctuations of the peso on revenue.
"4/ Defined as the sum of deficit, amortization of medium- and long-term debt, and the stock of outstanding short-term debt."
5/ Includes national government debt held by the bond sinking fund and excludes contingent/guaranteed debt.
36 INTERNATIONAL MONETARY FUND
