V1
                                                                                                                                                                                     SENEGAL
""
""
""
"        Table 5. Senegal: Budgetary Central Government Operations, GFSM 2001 Classification,1"
                                                2018–22
                                            (Percent of GDP)
""
                                                                                         2018              2019                         2020                                2021          2022
                                                                                          Prel.   EBS/19/125          Prel.    EBS/19/125           Proj.   EBS/19/125          Proj.            Proj.
""
"                                                                                                                    (Percent of GDP, unless otherwise indicated)"
Revenue and Grants                                                                       18.8            20.3         20.2            20.7         19.3            21.5         19.5             20.3
 Taxes                                                                                   15.4            17.2         17.4            17.7         16.3            18.6         16.6             17.5
     Hydrocarbon Taxes                                                                       ..             …           …                …            …               ..           …             0.03
     Non-Hydrocarbon Taxes                                                                15.4            17.2        17.4             17.7         16.3           18.6          16.6            17.4
       Direct Taxes                                                                        5.0             5.3         5.5              5.2          5.1           18.6           4.5             5.2
       Taxes on goods and services                                                         7.9             9.1         9.0              9.4          8.8            9.7           9.5             9.5
       Taxes on international trade and transactions                                       2.2             2.5         2.6              2.9          2.2            3.0           2.4             2.4
       Other taxes                                                                         0.3             0.3         0.3              0.3          0.3            0.3           0.3             0.3
    Grants                                                                                 2.0             1.9         1.6              1.9          2.2            1.9           2.0             1.9
     Budget                                                                                0.2             0.2         0.1              0.2          0.4            0.2            0.2            0.2
     Projects                                                                              1.8             1.7          1.5             1.7          1.8            1.7            1.8            1.7
    Other revenue                                                                          1.4             1.2          1.1             1.0          0.9            1.0            0.9            0.9
""
Expenditure                                                                              22.4            24.0         24.1            23.7         25.0            24.5         22.8             23.3
 Expense                                                                                 14.5            14.7         15.7            14.1         15.8            14.1         13.7             13.3
     Compensation of employees                                                             5.3             5.3          5.3             5.4          5.6            5.4            5.5            5.5
     Use of goods and services                                                             2.4             2.8          2.0             2.1          2.6            2.9            2.0            2.0
     Interest                                                                              2.0             2.0          2.0             2.1          2.2            1.8            2.0            1.9
     Subsidies                                                                             1.0             2.1          2.1             1.3          1.8            1.0            0.9            0.6
     Grants (current excl. FSE)                                                            1.6             1.5          2.6             2.1          2.0            1.6            2.0            2.0
     Social benefits                                                                       0.1             0.2          0.1             0.2          0.2            0.3            0.2            0.3
     Other expense                                                                         2.2             0.9          1.5             1.0          1.3            1.0            1.1            1.1
                                             2
    Net acquisition of nonfinancial assets                                                 8.0             9.3          8.4             9.6          9.2           10.4            9.1           10.0
     Domestically financed                                                                 4.0             4.7          4.1             4.4          4.5            6.1            4.7            5.8
     Externally financed                                                                   4.0             4.6          4.3             5.0          4.7            4.3            4.4            4.1
Net lending/borrowing (Overall balance)                                                   -3.6            -3.7         -3.9            -3.0         -5.6           -3.0          -3.3            -3.0
Net lending/borrowing (Excl. SENELEC one-of operation) 3                                  -3.6            -3.0        -3.2             -3.0         -5.6           -3.0          -3.3            -3.0
""
Transactions in financial assets and liabilities (Financing)                              -3.6            -3.7        -3.9             -3.0         -3.1           -3.0          -3.3            -3.0
 Net acquisition of financial assets                                                       1.3            -0.3        -0.5             -0.9         -0.6            0.0           0.0             0.0
   Domestic                                                                                1.3            -0.3        -0.5             -0.9         -0.6            0.0           0.0             0.0
    Currency and deposits                                                                  1.3            -0.3        -0.5             -0.9         -0.6            0.0           0.0             0.0
    Other accounts receivable                                                              0.0             0.0         0.0              0.0          0.0            0.0           0.0             0.0
   Foreign                                                                                 0.0             0.0         0.0              0.0          0.0            0.0           0.0             0.0
 Net incurrence of liabilities                                                             4.9             3.5         3.4              2.1          2.5            3.0           3.3             3.0
   Domestic                                                                               -2.5            -1.2        -1.3             -0.3         -0.3            0.9           0.9             1.0
    IMF and SDRs                                                                          -0.1            -0.1        -0.1              0.0          0.0            0.0           0.0             0.0
    Debt securities (net)                                                                 -1.4             0.0         0.0              1.1          1.1            1.2           1.2             1.3
    Loans                                                                                 -0.4            -0.4        -0.1             -0.3         -0.6           -0.2          -0.3            -0.3
    Other accounts payable
                               4                                                          -0.6            -0.7        -0.7             -0.8         -0.8            0.0           0.0             0.0
   Foreign                                                                                 7.5             4.6         4.6              2.3          2.8            2.1           2.4             2.0
    Debt securities (net)                                                                  7.0             0.1         0.4              0.9          0.9            0.5           1.0             0.8
      T-bills and bonds issued in WAEMU                                                   -2.2             0.1         0.4              0.9          0.9           -0.3           0.2             0.8
      Eurobond                                                                             9.2             0.0         0.0              0.0          0.0            0.8           0.8             0.0
    Loans                                                                                  0.4             4.6         4.2              1.5          1.9            1.6           1.3             1.2
      Program loans                                                                        0.3             2.0         1.9              0.5          1.4            0.5           0.6             0.5
      Project loans                                                                        2.2             2.9         2.8              3.3          2.9            2.6           2.6             2.4
      Nonconcessional loans                                                                0.0             0.9         0.9             -0.4         -0.4            0.5           0.4             0.4
      Other                                                                               -2.0            -1.2        -1.4             -2.0         -2.0           -1.9          -2.2            -2.0
    Other accounts payable                                                                 0.0             0.0         0.0              0.0          0.0            0.0           0.0             0.0
""
Financing Gap                                                                                                                                        2.5
    Prospective RFI/RCF                                                                                                                              1.8
    Residual Financing Gap                                                                                                                           0.7
Memorandum items:
  Total Financing (deficit +nonbudgetary additional borrowing)                            4.2              4.5          4.6             3.8          6.5            3.0          3.3            3.0
  Clearance of unmet obligations                                                           …               0.7          0.7             0.7          0.8            0.6          0.8            0.7
  Hydrocarbon revenues
                           5
                                                                                           …                …            …               …            …              …            …             0.0
  Non-hydrocarbon taxes / non-hydrocarbon GDP                                              …                …            …               …            …              …            …            17.4
"  Nominal GDP                                                                         12,907           13,983       13,815          15,085       14,516         16,421       15,580         17,074"
""
Sources: Ministry of Finance; and IMF staff estimates and projections.
1
    Government Finance Statistics Manual (http://www.imf.org/external/pubs/ft/gfs/manual/).
2
 Public Investment differs from net acquisition of nonfinancial assets reported in the fiscal tables by including public spending in wages and salaries of frontline staff in education and
"health, both of which are considered as investment in human capital (in line with the spirit of the PSE)."
3
 One-off operation to allow clearance of central government unmet obligations vis-à-vis the national electricity company SENELEC. This is mostly linked to compensation for subsidized
electricity tariffs dating from the period 2017-2018.
4
"    Starting in 2016, Treasury operations to finance (i) Post office operations (Poste and Poste Finance), (ii) pensions (Fonds National de Retraites), (iii) reduction of stock of comptes de"
d
5           (i )
    This is total hydrocarbon revenues accruing to the Senegalese government and is higher than what is annually included in the budget of the central government.
""
""
""
""
                                                                                                                               INTERNATIONAL MONETARY FUND                                       15
