V1
                                                                                                                                                                                                     GABON
""
""
""
"                                      Table 3a. Gabon: Central Government Accounts, 2017–25"
                                                                              (Billions of CFA francs)
                                                                             2017         2018               2019                            2020                 2021    2022       2023    2024      2025
                                                                                                                                     Fourth &
                                                                              Act.        Prel.         Prog. 1/    Proj.                                 Proj.              Proj.
                                                                                                                                     Fifth Rev.
""
                                                                                                                                (Billion of CFA francs)
""
"Total revenue and grants                                                       1,423        1,581          1,868     1,909                 1,946          1,463   1,673   1,875      2,057   2,251     2,386"
" Revenue                                                                       1,423        1,581          1,868     1,909                 1,929          1,446   1,673   1,875      2,057   2,251     2,386"
   Oil revenue                                                                  574          583            719        725                   684           398     427     463        488     509       508
"   Non-oil revenue                                                              849          997           1,148     1,184                 1,245          1,047   1,246   1,412      1,569   1,742     1,879"
"       Tax revenue                                                              770          870           1,062     1,070                 1,206          1,008   1,207   1,369      1,522   1,691     1,824"
"          Taxes on income, profits, and capital gains                           271          298            399        412                   475           416     475     533        591     662       721"
          Domestic taxes on goods and services                                  168          148            278        187                   306           256     306     361        411     459       502
             Value-added tax                                                    112            95           183        132                   221           184     221     254        295     332       365
             Other                                                                   56        52             95        54                    85            72      85     107        116     127       136
          Taxes on international trade and transactions                         246          255            303        286                   336           254     336     377        413     453       477
             Import tariffs                                                     246          255            291        274                   314           241     312     350        385     423       446
             Export taxes                                                             0           0           12        12                    22            13      24      26         28      30        31
          Other non-oil taxes                                                        84      170              81       187                    90            82      91      99        107     117       125
       Non-tax revenue                                                               79      127              86       114                    39            39      39      43         46      51        54
 Grants                                                                               0           0            0            0                 17            17       0       0          0       0         0
""
"Total expenditure and net lending                                              1,649        1,702          1,692     1,793                 1,806          1,720   1,811   1,921      2,049   2,203     2,301"
"  Current expenditure                                                          1,350        1,270          1,293     1,317                 1,278          1,351   1,320   1,401      1,480   1,575     1,634"
    Wages and salaries                                                          733          701            673        686                   661           661     686     739        800     866       906
    Goods and services                                                          167          140            159        156                   161           193     160     175        191     206       218
    Interest payments                                                           219          225            236        225                   241           265     268     273        278     284       282
        Domestic                                                                     80        93             83        84                    81            79      86      81         74      65        59
          Foreign                                                               139          132            153        141                   159           186     183     192        205     219       223
    Transfers and subsidies                                                     231          204            226        250                   216           232     206     213        211     219       228
        o/w: oil subsidies                                                           35        28              0        19                        0          0       0       0          0       0         0
  Capital expenditure                                                           133          248            317        281                   513           355     491     520        569     628       668
