V1
MALI
"Table 2b. Mali: Consolidated Fiscal Transactions of the Government, 2017-25"
(Percent of GDP)
2017— 2018 OTF OR AT 022 202320242025
1st                        1st               ‘4             P          1st              E                             —
_ 9 Est            . 4 RCF          Proj.           . 4 - Proj.                       Projections
Review                  Review                                 Review
Revenue and grants                                              20.1         15.6         219        21.4         23.0         20.9         20.0         22.7         21.6         21.2        21.5        21.3         21.3
Total revenue                                        18.4      14.3       19.5      19.5       20.5       17.9       18.6      20.7       19.7      19.5      19.7      19.8      19.9
Budgetary revenue                                                            16.6           12.5             15.6           15.5             16.9            14.1             14.7            17.0            15.8            15.6           15.8           15.9            15.9
Tax revenue®                                                                    15.2           119             14.6           14.8             15.5            13.3             14.1            15.7            14.6            14.8           15.0           15.0            15.1
Direct taxes                                                         4.7           3.6            44           4.7            48            43            49           49            49           48         4.98           5.0           5.1
Indirect taxes                                                     10.5           8.3           10.2         10.1           10.7            9.1             9.2          10.7            9.7          10.0         10.0         10.0          10.1
VAT                                                          5.9         44           5.9          5.4           6.1           4.7           6.1          6.1           6.3          6.5         6.6         6.6          6.7
Excises on petroleum products                   0.9        0.9          0.7         0.5          0.6         0.4          0.4         0.6         0.5         0.5         0.4        0.4         0.4
Import duties                                                2.0          1.6           1.6          1.9            1.9           Vi            1.9           1.9           2.1           2.1          2.1          a4           2.1
Other indirect taxes                                            2.6           2.1              2.6            3.0             29             3.0             2.1             2.9             2.1             2.1            2.1            a             2.1
Tax refund                                             -1.0        -0.7         -0.7        -0.7         -0.7         -0.7         -1.3        -0.7         -1.3        -1.3        -1.3        -1.3        -1.3
Nontax revenue                                              1.4         0.6           1.0          0.7           1.3          0.8           0.6          13           1.2          0.8         0.8         0.8          0.8
Special funds and annexed budgets                   1.9        1.9         39        4.1          3.6         3.8         32         3.6         3.9         39        3.9        3.9         3.9
Grants                                                                                                1.6              1.2                2.4              1.9                25                3.0                1.4               2.0                1.9               1.6              1.8              15               1.4
Projects grants                                                0.9         0.7           1.4          0.8           14           1.6           0.7          1.0           1.5          0.9         0.9         0.9          0.9
Budgetary support                                             0.7          0.5           0.9          1.1            1.0           1.4           0.5           1.0           0.4           0.8          0.9          0.6           0.5
Of which: General                                                 0.5           0.4             0.8            1.0             0.9             3             0.4            0.9             0.4            0.7           0.8           0.5            0.4
Of which: Sectoral                                               0.2           0.1              0.1            0.1              0.1             0.1              0.2            0.1             0.0            0.1            0.1            0.1             0.1
Total expenditure and net lending’                      22.9        20.3         24.8        23.1          26.5         27          25.5        25.9         27.1         25.7        25.0        24.3        24.3
Budgetary expenditure                                           21.2         18.5          21.0         19.1           22.9          23.4          21.6         22.3          23.2          21.7         21.1         20.3          20.4
