V1
                                                                                                                                                                                                     MALAWI
""
""
""
"                                Table 2a. Malawi: Central Government Operations, 2016/17–22/23"
                                                        (Billions of Kwacha)
                                                                              2016/17              2017/18                           2018/19                   2019/20           2020/21    2021/22      2022/23
                                                                                        Approved                          Approved
                                                                                                    Program        Est.              Program       Proj.   Program       Proj.              Proj.
                                                                                          Budget                            Budget
"Revenue                                                                           989      1,140       1,065      1,007      1,264      1,206      1,194      1,318      1,402     1,542      1,758        1,994"
"  Tax and nontax revenue                                                          841        993         931        937      1,067      1,039      1,070      1,158      1,194     1,355      1,541        1,755"
"     Tax Revenue                                                                  750        901         839        830        940        940        956      1,048      1,076     1,222      1,391        1,588"
        Taxes on income and profits                                               383        477         422        419        477        477        481        531        541       615        700          799
        Taxes on goods and services                                               308        362         354        353        402        401        407        447        458       520        592          676
        Taxes on international trade                                               70         79          75         76         78         84         89         93        101       114        130          149
        Other taxes                                                               -11        -17         -13        -18        -17        -21        -21        -23        -24       -27        -31          -35
     Nontax revenue                                                                91         92          92        107        127         99        114        110        118       133        149          166
  Grants                                                                          148        148         134         70        197        167        123        160        208       187        218          240
     Budget support grants                                                         12         56           0          0         60         60          0          0         60         0          0            0
     Project grants                                                                74         59          87         44         74         48         67         98         83       116        140          155
     Dedicated grants                                                              62         33          48         26         63         59         56         63         65        71         78           85
"Expenditure and net lending                                                     1,201      1,336       1,414      1,384      1,488      1,387      1,402      1,472      1,566     1,756      1,986        2,239"
"     Current expenditure                                                          924        979       1,093      1,152      1,132      1,075      1,125      1,124      1,215     1,357      1,517        1,683"
        Wages and salaries                                                        265        310         315        316        394        375        390        418        439       494        553          617
        Interest payments                                                         185        177         190        190        183        185        208        165        228       243        261          277
            Domestic                                                              173        163         176        177        169        169        189        146        211       224        239          253
            Foreign                                                                12         14          14         14         14         16         19         18         17        20         22           25
        Goods and services                                                        251        291         289        327        336        298        306        300        305       354        411          466
            Generic goods and services                                             96        128         130        130        130        130        120        141        145       163        183          204
            Census                                                                  0          3           3         3           6          5         6          6          0          0          0           0
            Road maintenance and storage levey expenses                            26         18          20        28          32         22        22         25         24         27         30          33
            Agricultural sector                                                     4          5           7         7           7          6         7          8          9         11         13          14
            Health sector                                                          37         37          36        40          45         43        43         52         57         70         87         102
            Education sector                                                       24         25          25        25          28         29        29         35         39         49         60          70
            National / local elections                                              1         11          10        30          51         34        51          4          2          2          3           0
            Statutory expenditures                                                  5          2           2         4           2          3         2          3          2          2          2           3
            Maize purchases and winter cropping program                            31         35          25        35          20         10        10         10         10         11         13          15
            Rural electrification                                                  20         12          18        22          15         15        15         16         16         18         21          23
         Subsidies and other current transfers                                    160        196         237       242         215        214       217        237        239        262        287         317
           Pension and gratuities                                                  52         69          69        76          81         82        81         92         91        102        114         127
           Transfers to road and revenue authorities                               23         27          25        25          28         28        29         31         32         37         42          48
           Transfers to public entities and households                             56         68         110       106          66         71        66         80         76         85         95         107
           Fertilizer and seed subsidy                                             29         33          33        35          41         33        41         34         40         38         35          36
              Of which : seed subsidy                                               1          7           5         7          11          5        11          6         13         13         13          16
         Arrears payments 1                                                        62          4             62     77           4             4      4           4         4           5            6        6
