V1
   QATAR
""
""
""
""
"                        Table 3b. Qatar: Summary of Central Government Finance, 2014–24 1/"
                                        (Percent of GDP unless otherwise noted)
""
                                                                                                      Est.      Proj.     Proj.    Proj.     Proj.    Proj.    Proj.
                                                              2014     2015      2016      2017      2018      2019      2020     2021      2022     2023     2024
""
Revenue                                                       45.7      43.6      30.9      26.9      31.7      32.8     31.7      30.8      29.9     29.1     28.4
 Oil                                                          13.4      10.4       5.3       5.6       6.3       5.6      5.6       5.5       5.6      5.5      5.1
 LNG-related royalties                                         9.8       7.2       2.1       2.4       6.5       6.8      6.8       6.4       6.0      5.7      6.0
 Investment income from public enterprises                    14.5      17.4      15.4      12.2      12.6      13.4     12.1      11.8      11.3     11.1     10.7
 Corporate tax revenue                                         6.2       6.3       5.7       4.4       4.2       5.1      4.7       4.7       4.6      4.6      4.4
 Other revenue                                                 1.7       2.2       2.4       2.3       2.0       1.9      2.5       2.4       2.4      2.3      2.2
Expenditure                                                   33.4      42.3      40.1      33.5      29.4      29.8     28.3      27.7      26.5     26.1     25.3
 Expense                                                      25.0      28.5      21.5      18.6      15.5      17.1     17.2      17.2      17.3     17.3     17.0
   Compensation of employees                                   5.9       7.6      10.7       8.7       7.9       8.1      7.9       7.7       7.6      7.5      7.4
   Goods and services                                          2.4       3.2       2.5       2.3       2.1       2.2      2.2       2.2       2.2      2.3      2.3
   Interest payments                                           1.2       1.5       1.5       1.3       1.4       1.5      1.6       1.4       1.2      1.1      1.0
   Foreign grants                                              0.6       0.8       0.2       0.2       0.2       0.2      0.2       0.2       0.2      0.1      0.1
   Other expense                                              15.0      15.4       6.6       6.0       4.0       5.2      5.3       5.7       6.0      6.2      6.1
 Net acquisition of nonfinancial assets                        8.4      13.8      18.6      14.8      13.9      12.6     11.2      10.4       9.2      8.8      8.3
Gross operating balance                                       20.7      15.1       9.4       8.2      16.2      15.7     14.6      13.6      12.6     11.8     11.4
Net lending (+)/borrowing (-)                                 12.3       1.3      -9.2      -6.6       2.3       3.0      3.4       3.2       3.4      3.0      3.1
Nonhydrocarbon fiscal balance                                -28.6     -37.3     -33.4     -27.0     -23.6     -23.8    -21.8     -21.1     -20.0    -19.6    -18.9
"Adjusted nonhydrocarbon primary fiscal balance,"
in pct of nonhydrocarbon GDP 2/                              -57.8     -57.4     -45.4     -37.9     -35.4     -34.2    -30.4     -29.1     -27.2    -26.6    -25.4
Memorandum items:
Total government debt                                         24.9      35.5      46.7      49.8      48.4      52.7     45.9      40.6      37.1     33.3     29.4
 o/w total net debt 3/                                        11.5      23.1      36.0      34.2      35.7      38.7     31.7      26.4      22.9     19.1     15.5
 o/w external debt                                             8.9      12.5      21.0      18.8      21.5      26.0     20.6      16.4      14.0     11.2      8.6
 o/w domestic debt                                            16.0      23.1      25.7      31.0      26.9      26.7     25.3      24.3      23.1     22.1     20.8
 o/w net domestic debt 3/                                      2.6      10.6      14.9      15.4      14.2      12.7     11.1      10.0       8.9      7.9      6.9
Estimated general government balance 4/                       14.3       4.5      -5.4      -2.9      5.3       6.1       6.6       6.4       6.7      6.4      6.5
Estimated financial net worth of general government 5/        72.8      96.6     157.0     158.2    134.0     137.8     143.8     150.0     154.1    158.4    160.9
Estimated total hydrocarbon revenue 6/                        43.9      41.3      28.5      24.5     29.7      30.9      29.2      28.4      27.5     26.8     26.2
""
Sources: Ministry of Economy and Finance; and IMF staff estimates and projections.
"1/ GFSM 2001 based on staff estimates; presented on a calendar year basis. In 2015, budget will be based on a 9-month period (April-December)."
2/ Nonhydrocarbon balance of central government (excluding the portion of investment income and corporate income tax from hydrocarbon activities).
3/ Excludes government deposits with resident banks.
"4/ Central government balance plus estimated QIA investment income, excluding capital gains."
5/ Net debt of central government plus the estimated stock of QIA assets.
6/ Include corporate income taxes and investment income from hydrocarbon activities.
""
""
""
""
   30      INTERNATIONAL MONETARY FUND
