V1
                                                                                                                                                 NICARAGUA
""
""
""
""
"Table 4. Nicaragua: Non-financial Public Sector Gross Financing Requirements, 2015–25 1"
                                (In Millions of U.S. dollars)
                                                             2015     2016      2017     2018      2019      2020        2021   2022      2023    2024       2025
                                                                                                    Prel.                       Projections
""
                                                                                            (Millions of U.S. dollars)
a. NFPS primary deficit (before grants)                       271      290       272      449        97       610        450     266      146      303        376
    CG and public enterprises                                 235      233       193      470        97        610       450     266      146      303        376
    INSS                                                       36       57        79      -21          0         0         0       0        0        0          0
b. Debt service obligations                                   360      364       518      416       531       531        510     605      609      623        726
    External                                                  108      137       175      196       235        254       266     304      385      396        441
       Interest                                                55       68        79       89       103         97        62      73      138      145        151
       Amortization                                            52       69        96      108       132        157       204     231      247      251        291
    Domestic                                                  252      228       343      219       296        277       243     301      224      227        284
       Interest                                                77       77        88       69        78         73        71      63       68       70         79
       Amortization of bonds                                  141      116       221      139       206        191       158     224      142      143        192
                                         2/
          Other internal amortizations                         34       35        34       12        12         13        15      14       14       14          13
"c. Gross financing needs (a+b)                                630      655       791      865       629      1,140       959     871      756      926       1,102"
"d. Financing sources                                          630      655       791      865       629      1,140       959     871      756      926       1,102"
    External                                                  562      546       696      448       576        808       591     573      619      544         596
       Disbursements                                          383      375       553      361       502        745       527     511      552      479         529
       Grants                                                 178      172       143       88        73         64        64      62       67       65          67
    Domestic                                                   69      108        95      416        53        332       368     297      137      381         506
       Bond issuance (gross)                                   87      111       123      101       179        148       165     175      191      185         190
       Deposits Central Bank                                  -94      -32      -165      300       -41        128       192      27        0        0           0
           Of which CG deficit financing 3/                     …         …        …      130          …        …          …       …        …           …       …
             Of which INSS hist. debt amortization 4/           …         …        …      170          …        …          …       …        …           …       …
          Commercial banks                                     55        24      -28      -13         -2        0          0       0        0           0       0
          Other 5/                                             20         6      164        28       -82        56         11     95      -54      197        315
                                                                                                 (Percent of GDP)
a. NFPS primary deficit (before grants)                       2.1      2.19      2.0       3.4        0.8     5.1         3.8    2.2      1.2          2.3     2.8
    CG and public enterprises                                 1.8       1.8      1.4       3.6        0.8      5.1        3.8    2.2      1.2          2.3     2.8
    INSS                                                      0.3       0.4      0.6      -0.2        0.0      0.0        0.0    0.0      0.0          0.0     0.0
b. Debt service obligations                                   2.8       2.7      3.8       3.2        4.2     4.5         4.3    4.9      4.8          4.8     5.5
    External                                                  0.8       1.0      1.3       1.5        1.9      2.1        2.2    2.5      3.0          3.1     3.3
       Interest                                               0.4       0.5      0.6       0.7        0.8      0.8        0.5    0.6      1.1          1.1     1.1
       Amortization                                           0.4       0.5      0.7       0.8        1.1      1.3        1.7    1.9      2.0          1.9     2.2
    Domestic                                                  2.0       1.7      2.5       1.7        2.4      2.3        2.0    2.4      1.8          1.8     2.1
       Interest                                               0.6       0.6      0.6       0.5        0.6      0.6        0.6    0.5      0.5          0.5     0.6
       Amortization of bonds                                  1.1       0.9      1.6       1.1        1.6      1.6        1.3    1.8      1.1          1.1     1.4
          Other internal amortizations 2/                      0.3      0.3       0.2      0.1       0.1       0.1        0.1    0.1      0.1          0.1     0.1
c. Gross financing needs (a+b)                                 4.9      4.9       5.7      6.6       5.0       9.6        8.0    7.1      6.0          7.2     8.3
d. Financing sources                                           4.9      4.9       5.7      6.6       5.0       9.6        8.0    7.1      6.0          7.2     8.3
    External                                                   4.4      4.1       5.0      3.4       4.6       6.8        5.0    4.7      4.9          4.2     4.5
       Disbursements                                           3.0      2.8       4.0      2.8       4.0       6.3        4.4    4.2      4.4          3.7     4.0
       Grants                                                  1.4      1.3       1.0      0.7       0.6       0.5        0.5    0.5      0.5          0.5     0.5
    Domestic                                                   0.5      0.8       0.7      3.2       0.4       2.8        3.1    2.4      1.1          3.0     3.8
       Bond issuance (gross)                                   0.7      0.8       0.9      0.8       1.4       1.2        1.4    1.4      1.5          1.4     1.4
       Deposits Central Bank                                  -0.7     -0.2      -1.2      2.3      -0.3       1.1        1.6    0.2      0.0          0.0     0.0
           Of which CG deficit financing 3/                     …         …        …       1.0         …        …          …       …        …           …       …
             Of which INSS hist. debt amortization 4/           …        …         …       1.3        …         …          …       …        …           …       …
          Commercial banks                                     0.4      0.2      -0.2     -0.1       0.0       0.0        0.0     0.0      0.0         0.0     0.0
                                 5/
          Other and unidentified                               0.2      0.0       1.2      0.2      -0.7       0.5        0.1     0.8     -0.4         1.5     2.4
""
Sources: National authorities and IMF staff calculations.
1/
"  Includes the central government, Social Security Institute (INSS); Managua municipality (ALMA); state-owned airport (EAAI); ports (EPN); oil"
"(PETRONIC); electricity generation, transmission and regulation (ENATREL, ENEL, INE); water and sewer (ENACAL); food (ENABAS); trade and public"
enterprise corporation (ENIMPORT and CORNAP); telecommunications (TELCOR); technological institute (INATEC); post (CORREOS); and lottery
2/
   Includes CG amortization of bank recapitalization bonds and non-NFPS debts.
3/
"   Includes Central government deficit financing for US 341 mn, which in the revised 2018 budget is financed by a new bond issuance."
4/
"     Includes US$150 million (1.2 % of GDP) of central govenrment transfers to the INSS, a part of a repayment of a historical debt. Projections for"
2019-24 assume that central government will continue to transfer resources to the INSS in order to close the pension system deficits (specific
amounts reported in Table 3a and Table 3b).
5
" /Includes SOE suppliers, INSS other investments, floating debt, and privatization receipts."
""
""
""
""
                                                                                                            INTERNATIONAL MONETARY FUND                         25
