V1
BENIN
""
""
""
"                              Table 6. Benin: Consolidated Central Government Operations, 2016–18"
""
                                                                              2016                                                         2017                                                                     2018
                                                                              Year                    Q1                         Q2                     Q3                 Year                   Q1         Q2            Q3           Year
                                                                                                            New                         New                                        New           New        New                         New
                                                                                            EBS/17/25                   EBS/17/25                    EBS/17/25      EBS/17/25
                                                                               Est.                        target                      target                                     target        target     target     New target       target
""
                                                                                                                (Billions of CFA francs)
 Total revenue                                                                  745.7             182.9        189.6          386.1        443.9         602.9          843.9       907.5         204.8       445.5         707.1       1021.6
""
     Tax revenue                                                                641.1             161.5        160.9          338.9        337.4         527.5          739.3       735.9         187.7       395.6         612.4        855.2
      Tax on international trade                                                288.5              70.1         69.4          143.6        141.8         239.1          337.6       333.4          80.4       164.7         274.2        387.0
      Direct and indirect taxes                                                 352.6              91.4         91.5          195.3        195.6         288.4          401.7       402.5         107.3       230.9         338.2        468.2
     Nontax revenue                                                             104.6              21.4         28.7           47.2        106.5          75.3          104.6       171.6          17.1        49.9          94.7        166.4
""
 Total expenditure and net lending                                             1086.3             311.9        239.4          616.0        586.2         964.4         1351.7      1314.1         341.3       659.2         988.4       1377.6
     Current expenditure                                                        781.1             216.6        166.8          404.1        394.4         597.0          801.7       812.5         218.3       424.6         630.8        877.6
      Current primary expenditure                                               717.8             202.5        148.4          365.4        348.3         540.6          705.2       702.6         198.5       364.2         537.7        744.7
        Wage bill                                                               353.8             106.9         88.0          192.7        163.1         282.7          363.1       363.1         102.2       193.5         264.0        378.3
        Pensions and scholarships                                                78.4              23.7         19.2           44.4         40.2          68.3           88.9        88.9          25.2        54.2          78.5         93.9
        Current transfers                                                       185.5              49.3         23.1           86.7         80.8         128.0          158.5       155.9          49.6        70.6         127.4        170.0
          of which: subsidies to the cotton sector                                0.0               0.0          0.0            0.0          0.0           0.0            0.0         0.0           0.0         0.0           0.0          0.0
""
        Expenditure on goods and services                                       100.1              22.6         18.4           41.6         64.2          61.6           94.7        94.7          21.5        45.9          67.9        102.5
      Interest                                                                   63.3              14.1         18.3           38.7         46.1          56.3           96.5       109.9          19.8        60.3          93.1        132.9
        Internal debt                                                            51.4              10.3         15.0           29.3         37.7          43.2           77.6        91.2          15.5        48.7          75.8        107.6
        External debt                                                            11.9               3.7          3.4            9.3          8.4          13.2           18.8        18.7           4.3        11.6          17.2         25.3
     Capital expenditure and net lending                                        305.2              95.3         72.6          211.9        191.7         367.5          550.0       501.6         123.0       234.6         357.6        500.0
      Capital expenditure                                                       299.6              95.3         69.1          211.9        189.1         367.5          550.0       501.6         123.0       234.6         357.6        500.0
        Financed by domestic resources                                          178.5              45.1         32.3           93.8        128.7         201.3          310.0       332.2          75.9       128.8         189.7        273.0
        Financed by external resources                                          121.1              50.2         36.8          118.1         60.4         166.2          240.0       169.4          47.0       105.9         167.9        227.0
      Net lending (minus = reimbursement)                                         5.5               0.0          3.5            0.0          2.7           0.0            0.0         0.0           0.0         0.0           0.0          0.0
" Overall balance (commitment basis, incl. grants)                              -306.0            -122.7        -42.3         -213.0     -121.7          -329.7          -432.0     -325.7        -123.2      -183.8        -236.7       -273.2"
    Primary balance 1                                                          -277.3            -114.9        -31.5         -191.2      -96.2          -305.2          -411.3     -296.6        -277.3      -276.3        -275.3       -223.1
       Basic primary balance 2                                                 -150.6             -64.7          8.8          -73.1        -33.1        -139.0          -171.3     -127.3          -69.7      -47.5         -20.3           3.9
     Change in arrears                                                            -1.4              -2.5        -0.1            -5.0        -0.5             -7.5        -10.0       -5.0           -2.5       -5.0             -7.5     -10.0
      External debt                                                                0.0               0.0         0.0             0.0         0.0              0.0          0.0        0.0            0.0        0.0              0.0       0.0
      Domestic debt (net)                                                         -1.4              -2.5        -0.1            -5.0        -0.5             -7.5        -10.0       -5.0           -2.5       -5.0             -7.5     -10.0
""
" Overall balance (cash basis, incl. grants)                                    -306.6            -125.2        -46.1         -218.0     -121.0          -337.2          -442.0     -330.7        -125.7      -188.8        -244.2       -283.2"
""
 Financing                                                                      341.3             131.5         53.6          234.9        141.6         369.1          441.2       411.5         139.0       218.7         288.8        366.0
""
     Domestic financing                                                         224.2              70.1         38.1          116.1        113.7         183.9          177.7       168.4          22.0       190.9         103.0        118.8
       Bank financing                                                           158.0             -50.6        -26.8           23.6        -89.5          47.4           56.0        17.3          42.4       145.8         106.5        145.1
         Net use of IMF resources                                                -5.1              -3.9         -2.3           -4.3          9.3          -6.8          -10.0        17.8         -12.5         0.8         -12.5         14.2
             Disbursements                                                        0.0               0.0          0.0            0.0         13.3           0.0            0.0        26.6           0.0        13.3           0.0         26.7
             Repayments                                                          -5.1              -3.9         -2.3           -4.3         -4.0          -6.8          -10.0        -8.8         -12.5       -12.5         -12.5        -12.5
         Other                                                                  163.1             -46.7        -24.4           27.9        -98.8          54.2           66.0        -0.5         163.1       -98.8         119.0        130.9
       Nonbank financing                                                         66.2             117.8         64.9           88.0        203.2         130.5          121.7        63.6         -20.5        45.0          -3.5        -26.3
         Privatization                                                            0.0               0.0          0.0            0.0          0.0           0.0            0.0         0.0           0.0         0.0           0.0          0.0
         Restructuring                                                           -7.1              -3.0         -6.7           -4.5         -6.9          -6.0           -7.5        -7.5          -2.0        -2.0          -4.0         -7.0
         Other                                                                   73.3             120.8         71.7           92.5        210.1         136.5          129.2        71.1         -18.5        47.0           0.5        -19.3
     External financing                                                         117.0              61.3         15.5          118.8         27.8         185.2          263.5       243.1         117.0        27.8         185.8        247.1
       Project financing                                                        121.1              50.2         36.8          118.1         60.4         166.2          240.0       240.0          47.0       105.9         167.9        227.0
         Grants                                                                  26.1               6.3          7.5           16.9         20.6          31.9           60.0        60.0          13.3        29.9          44.6         67.0
         Loans                                                                   95.0              43.9         29.3          101.2         39.8         134.3          180.0       180.0          33.8        76.0         123.3        160.0
       Amortization due                                                         -24.3              -5.1        -21.4          -15.5        -32.5         -20.2          -31.5       -51.9          -5.3       -17.7         -21.7        -35.3
