V1
                                                                                                                              NIGERIA
""
""
""
"                                 Table 5. Nigeria: Government Operations, 2016–24"
                                                   (Percent of GDP)
""
                                                             2016     2017       2018    2019   2020   2021     2022   2023     2024
                                                                                  Est.                 Projections
""
Consolidated Government
Total revenue                                                  5.5         6.2    8.0     7.0    7.3     7.2     7.3    7.4       7.5
 Oil revenue                                                   2.1         2.6    4.6     3.2    3.4     3.3     3.4    3.6       3.6
   Of which : implicit fuel subsidy                            0.0         0.1    0.5     0.4    0.3     0.3     0.3    0.2       0.2
 Non-oil revenue                                               3.4         3.6    3.4     3.6    3.7     3.8     3.8    3.9       3.8
""
Total expenditure                                              9.5        11.6   12.5    12.1   11.9   11.7     11.8   11.9      11.9
 Federal government expenditure                                4.6         5.4    5.8     6.5    6.4    6.3      6.4    6.5       6.5
 State and local government                                    4.4         5.5    5.4     4.6    4.5    4.5      4.5    4.5       4.5
" Extrabudgetary funds, ECA and implicit fuel subsidies         0.6         0.7    1.3     1.0    1.0    0.9      0.9    0.9       0.9"
""
Overall balance                                               -4.0        -5.4    -4.5   -5.1   -4.6    -4.5    -4.5   -4.5      -4.4
Non-oil primary balance                                       -4.8        -6.7    -7.4   -6.8   -6.9    -6.4    -6.2   -6.1      -6.0
""
Financing                                                      4.0         5.4     4.5    5.1    4.6     4.5     4.5    4.5       4.4
  External                                                     0.0         1.9     1.4    0.5    0.5     0.3     0.3    0.2       0.3
   Borrowing                                                   0.0         1.9     1.6    0.6    0.6     0.5     0.5    0.4       0.4
   Amortization                                                0.0         0.0    -0.2   -0.1   -0.1    -0.2    -0.2   -0.2      -0.1
  Domestic                                                     3.0         1.1     2.2    4.6    4.2     4.2     4.2    4.2       4.1
   Bank financing                                              2.1        -0.5     0.9    3.5    3.4     3.5     3.7    3.7       3.5
   Nonbank financing                                           0.9         1.7     1.2    0.9    0.5     0.6     0.5    0.6       0.6
Asset Disposal                                                                    0.1     0.2    0.2     0.1     0.0    0.0       0.0
Statistical discrepancy/Financing Gap                          1.0         2.4    0.9     0.0    0.0     0.0     0.0    0.0       0.0
Federal Government
Total revenue                                                  2.1         2.3    2.8     2.6    2.7     2.7     2.6    2.7       2.8
 Oil revenue                                                   0.9         1.0    1.6     1.2    1.3     1.3     1.3    1.4       1.4
 Non-oil revenue                                               1.2         1.3    1.2     1.2    1.3     1.3     1.3    1.3       1.3
 Total expenditure                                             4.8         6.4    6.8     7.3    6.6     6.4     6.5    6.6       6.6
  Recurrent expenditure                                        4.3         5.4    5.5     6.0    5.3     5.2     5.3    5.4       5.4
    Personnel                                                  1.8         2.0    1.9     1.9    2.0     2.0     2.0    2.0       2.0
    Overheads                                                  0.5         0.4    0.4     0.5    0.5     0.5     0.5    0.5       0.5
    Interest                                                   1.3         1.4    1.7     1.6    1.4     1.6     1.7    1.9       2.1
    Transfers                                                  0.6         1.6    1.5     1.7    1.3     1.1     1.1    1.0       0.9
    Arrears clearance                                          0.0         0.0    0.0     0.2    0.2     0.0     0.0    0.0       0.0
  Capital expenditure                                          0.6         1.1    1.3     1.3    1.2     1.2     1.2    1.2       1.2
Overall balance                                               -2.8        -4.1    -4.0   -4.7   -3.9    -3.7    -3.8   -3.9      -3.9
Financing                                                      2.8         4.1    4.0     4.7    3.9     3.7     3.8    3.9       3.9
  External                                                     0.1         1.9    1.4     0.5    0.5     0.3     0.3    0.2       0.3
  Domestic                                                     2.8         0.8    2.2     4.2    3.4     3.4     3.5    3.6       3.6
   Bank financing                                              1.8        -0.9    1.0     3.1    2.7     2.7     3.0    3.1       3.0
   Nonbank financing                                           0.9         1.7    1.2     0.9    0.5     0.6     0.5    0.6       0.6
Statistical discrepancy/Financing gap                          0.0         1.4    0.3     0.0    0.0     0.0     0.0    0.0       0.0
""
Sources: Nigerian authorities; and IMF staff estimates and projections.
""
""
""
""
                                                                                          INTERNATIONAL MONETARY FUND             45
