V1
                                                                                                                              GREECE
""
""
""
""
"  Table 6. Greece: General Government Financing Requirements and Sources, 2018–24"
                                  (Billions of euros)
""
                                                                       2018     2019       2020   2021       2022    2023     2024
""
                                                                       Prel.                         Proj.
""
Gross borrowing need                                                    35.9      16.8     11.8    11.8      12.5    15.0      22.3
  Overall deficit                                                        2.0       0.3     -0.1    -1.0      -1.6    -0.6      -0.5
      Primary deficit (cash)                                            -3.1      -5.7     -5.7    -6.5      -7.3    -6.2      -6.0
      Interest payments (cash)                                           5.1       6.1      5.6     5.5       5.7     5.6       5.5
   Amortization                                                         18.9      23.6     14.9    15.2      19.7    21.6      24.0
      Short-term (T-bills)                                              14.3      11.2      9.8     9.8       9.8     9.8       9.8
      Medium and long-term (non-official)                                2.8      10.3      2.3     1.0       5.3     5.9       9.4
          ECB holdings                                                   1.9       5.8      1.4     0.0       1.3     0.0       1.3
      Official creditors                                                 1.8       2.1      2.8     4.4       4.6     5.8       4.8
          IMF                                                            1.8       2.1      2.1     2.1       1.9     1.4       0.3
          GLF/EFSF/ESM                                                   0.0       0.0      0.7     2.3       2.6     4.5       4.5
   Other                                                                15.0      -7.1     -3.0    -2.4      -5.6    -6.0      -1.2
      Arrears clearance                                                  1.5       2.8      0.0     0.0       0.0     0.0       0.0
      Privatization                                                     -0.8      -1.1     -0.3    -0.3      -0.1    -0.1       0.0
        o/w CoCo repayment                                               0.0       0.0      0.0     0.0       0.0     0.0       0.0
      ECB related income (SMP/ANFA)                                     -0.3      -1.5     -1.5    -1.4      -1.4    -0.1       0.0
      Government deposits: replenishment (+) / drawdown (-)             14.6      -7.2     -1.2    -0.6      -4.1     -5.9     -1.1
""
Gross financing sources                                                 35.9      16.8     11.8    11.8      12.5    15.0      22.3
  Market access                                                         14.2      16.8     11.8    11.8      12.5    15.0      22.3
      Short-term (T-bills)                                              11.2       9.8      9.8     9.8       9.8     9.8       9.8
      Medium and long-term                                               3.0       7.0      2.0     2.0       2.6     5.2      12.5
   Official financing                                                   21.7       0.0      0.0     0.0       0.0     0.0       0.0
      ESM                                                               21.7       0.0      0.0     0.0       0.0     0.0       0.0
      IMF                                                                0.0       0.0      0.0     0.0       0.0     0.0       0.0
""
Financing gap                                                            0.0       0.0      0.0     0.0       0.0      0.0      0.0
""
Memo items:
Deposits of general government 1/                                       37.5      30.3     29.1    28.5      24.4    18.5      17.4
  available to state government 2/                                      30.0      22.9     21.7    21.0      17.0    11.1      10.0
      state government in BoG 3/                                        20.3      16.4     17.9    17.8      14.2      8.8      8.2
      state government in commercial banks                               6.5       2.2      0.0     0.0       0.0      0.0      0.0
      general government entities in BoG                                 3.2       4.3      3.8     3.3       2.8      2.3      1.8
   general government entities in commercial banks 4/                    7.5       7.4      7.4     7.4       7.4      7.4      7.4
Primary deficit (accrual)                                               -7.0      -6.8     -6.9    -7.2      -7.3     -6.5     -6.4
  Sources: Ministry of Finance; and IMF staff projections.
 1/ Total general government deposits (€37.5 billion) consist of state government deposits (€26.8 billion) and general government
 entities' deposits (€10.7 billion) in the BOG and commercial banks as of end-December 2018.
 2/ Total deposits of general government excluding deposits of general government entities in commercial banks.
 3/ Includes the TSA and cash buffer accounts. The drawdown of the cash buffer account is subject to ESM approval.
 4/ Excludes cash balances of the Deposit and Investment Guarantee Fund (TEKE).
""
""
""
""
                                                                                         INTERNATIONAL MONETARY FUND                  29
