V1
                                                                                                                                                                                                URUGUAY
""
""
                                                                    Table 4. Uruguay: Main Fiscal Aggregates
                                                                                                                                                                              Projections
                                                                                                2012    2013    2014    2015          2016           2017           2018        2019        2020    2021    2022
""
"                                                                                                                         (In billions of pesos, unless otherwise indicated)"
""
I. Primary balance of the non-financial public sector (A+B+C)                                    -1.3     5.4    -7.3     0.9          -9.8           -0.9           5.2        12.3         14.0    19.4    23.5
"     A. Primary balance of central government, BPS and NFPE 1/ 2/                                -2.4     4.4    -4.6     3.2          -9.0           -0.9           3.9        10.8         12.9    18.6    22.7"
          Revenues                                                                              288.6   347.4   387.2   422.3         465.4          507.3         561.3       620.3        681.5   750.9   824.7
               Taxes                                                                            191.3   222.5   244.2   263.3         298.8          335.0         371.1       408.4        448.0   490.4   537.1
               Non tax                                                                           16.2    20.9    21.6    23.4          24.3           20.9          28.5        31.2         34.2    37.4    41.0
               Social security                                                                   72.6    86.0   101.0   108.7         118.5          130.5         142.4       157.0        172.4   189.1   207.0
               NFPE operating balance 2/                                                          8.5    18.0    20.4    26.8          23.9           20.9          19.3        23.7         27.0    33.9    39.6
          Primary expenditures                                                                  291.0   343.1   391.9   419.1         474.4          508.2         557.4       609.5        668.6   732.2   802.0
               Current                                                                          261.9   302.6   348.9   385.4         435.9          468.0         512.2       557.8        612.0   670.2   734.1
               Capital                                                                           29.1    40.4    43.0    33.7          38.5           40.2          45.2        51.6         56.6    62.0    67.9
     B. Primary balance of local governments                                                     -0.8    -0.8    -2.0     1.7           0.9            0.0           0.8         0.8          0.7     0.5     0.5
     C. Primary balance of BSE 3/                                                                 1.9     1.8    -0.6    -4.0          -1.8            0.0           0.6         0.6          0.5     0.2     0.3
II. Primary balance of the BCU 4/                                                                -0.4    -0.8    -1.0    -1.4          -1.5           -1.6          -1.7        -1.9         -2.1    -2.3    -2.5
III. Primary balance of the public sector (I+II)                                                 -1.8     4.6    -8.2    -0.5         -11.3           -2.5           3.5        10.3         11.9    17.1    21.0
IV. Interest                                                                                     26.4    31.9    37.9    51.8          52.5           54.1          54.3        61.6         69.7    80.0    89.1
     of which: BCU 4/                                                                             3.0     4.4     7.4    18.4          10.5            9.2           5.5         7.7          8.7    10.6    11.7
V. Overall balance of the public sector (III-IV)                                                -28.1   -27.4   -46.1   -52.3         -63.8          -56.6         -50.8       -51.2        -57.8   -62.9   -68.1
""
"                                                                                                                         (In percent of GDP, unless otherwise indicated)"
""
I. Primary balance of the non-financial public sector (A+B+C)                                    -0.1     0.5    -0.5     0.1          -0.6           -0.1           0.3         0.6          0.6     0.8     0.9
"     A. Primary balance of central government, BPS and NFPE 1/ 2/                                -0.2     0.4    -0.3     0.2          -0.6           -0.1           0.2         0.5          0.6     0.8     0.8"
          Revenues                                                                               27.7    29.5    29.1    29.0          29.4           29.6          29.8        30.0         30.1    30.2    30.3
               Taxes                                                                             18.4    18.9    18.4    18.1          18.9           19.6          19.7        19.8         19.8    19.8    19.7
               Non tax                                                                            1.6     1.8     1.6     1.6           1.5            1.2           1.5         1.5          1.5     1.5     1.5
               Social security                                                                    7.0     7.3     7.6     7.5           7.5            7.6           7.6         7.6          7.6     7.6     7.6
               NFPE operating balance 2/                                                          0.8     1.5     1.5     1.8           1.5            1.2           1.0         1.1          1.2     1.4     1.5
          Primary expenditures                                                                   28.0    29.1    29.5    28.8          30.0           29.7          29.6        29.5         29.5    29.5    29.5
               Current                                                                           25.2    25.7    26.2    26.5          27.6           27.4          27.2        27.0         27.0    27.0    27.0
               Capital                                                                            2.8     3.4     3.2     2.3           2.4            2.4           2.4         2.5          2.5     2.5     2.5
     B. Primary balance of local governments                                                     -0.1    -0.1    -0.2     0.1           0.1            0.0           0.0         0.0          0.0     0.0     0.0
     C. Primary balance of BSE 3/                                                                 0.2     0.2     0.0    -0.3          -0.1            0.0           0.0         0.0          0.0     0.0     0.0
II. Primary balance of BCU 4/                                                                     0.0    -0.1    -0.1    -0.1          -0.1           -0.1          -0.1        -0.1         -0.1    -0.1    -0.1
III. Primary balance of the public sector (I+II)                                                 -0.2     0.4    -0.6     0.0          -0.7           -0.1           0.2         0.5          0.5     0.7     0.8
IV. Interest                                                                                      2.5     2.7     2.8     3.6           3.3            3.2           2.9         3.0          3.1     3.2     3.3
     Of which: BCU 4/                                                                             0.3     0.4     0.6     1.3           0.7            0.5           0.3         0.4          0.4     0.4     0.4
V. Overall balance of the public sector (III-IV)                                                 -2.7    -2.3    -3.5    -3.6          -4.0           -3.3          -2.7        -2.5         -2.5    -2.5    -2.5
""
Memorandum Items:
   Real revenues growth (in percent)                                                              2.2    11.3     1.9     0.0            3.0           3.8            4.0        3.8          3.1     3.5     3.3
   Real primary spending growth (in percent)                                                      9.9     6.1     5.7     1.1            1.3           2.6            3.0        2.1          2.9     2.8     3.3
"   GDP (in billions of pesos)                                                                   1,041   1,178   1,331   1,456         1,581          1,711         1,883       2,066        2,267   2,482   2,720"
""
"Sources: Ministerio de Economia y Finanzas, Banco Central del Uruguay, and Fund staff calculations."
1/ Banco de Prevision Social (BPS).
2/ Non-financial public enterprises (NFPE).
3/ Banco de Seguros del Estado (BSE).
4/ Banco Central del Uruguay (BCU).
""
""
""
""
                                                                                                                                 INTERNATIONAL MONETARY FUND 31
