V1
GUINEA-BISSAU
"Table 3a. Guinea-Bissau: Consolidated Operations of the Central Government, 2019-27"
(CFAF billions)
2021                          2022         2023         2024         2025         2026         2027
2019          2020. =A
SMP request         Prel.                                          Proj.
""
Revenue and grants                                                            130.1          134.7                162.0        182.5           168.7        193.8        206.7        224.4        241.1        263.2
"Tax revenue                                                                                                       79.1                 67.8                         87.9              93.5                  99,7            117.7            130.1             142.2            153.1             167.4"
Nontax revenue                                                               26.5           32.0                 27.0         28.9            28.4         32.2         34.5         37.2         39.4         42.3
Grants                                                                                24.5            35.0                  47.0          60.1             40.5          43.9          42.1          45.0          48.6          53.5
Budget support                                                                   1.9             0.0                   3.7            1.0              49            45            0.0            0.0            0.0            0.0
Project grants                                                               22.6           33.0                 42.5          57.5            35.6         39.4         42.1          45.0         48.6         53.5
Capital grants from CCRT                                                      0.0              2.0                    0.9            1.6               0.0            0.0            0.0            0.0            0.0            0.0
Expenditure                                            163.7      219.1          206.1     236.3       213.0     237.4     247.6     262.3     282.2     307.3
Expense                                                                                                                                   125.2                 143.4                            134.4               148.5                   1414               150.9               159.0               170.2               182.3               195.7
Wages and salaries                                                         47.5           57.0                 56.6          58.2            56.5          57.7          61.2          64.6          68.4          72.5
Goods and services                                                         18.7           25.4                 24.4          28.7            26.2          26.7          28.8          31.5          33.8          36.2
Transfers                                                                          27.1            27.3                  23.6          25.9            24.8          26.4          27.9          30.2          32.5          35.1
Non regularized spending                                              0.0            0.0                 0.0          0.0            0.0          0.0          0.0          0.0          0.0          0.0
Interest                                                                                                                                  9.2                   13.2                              14.1                  15.4                     14.2                 21.2                 23.0                 23.5                 25.6                 29.0
Other                                                                                                                                                    22.7                     20.5                                  15.8                   20.2                        19.7                   18.9                   18.1                    20.4                   22.0                   23.0
Net acquisition of nonfinancial assets                                      38.5            75.7                  71.7          87.8             71.6          86.4          88.6          92.1           99.9         111.6
"Domestically financed                                                                                            1.8                     9.9                            10.0                  7.1                     15.8                24.9                22.5                23.4                30.0                34,2"
Foreign financed (including BOAD)                                      36.7           65.7                 61.7          80.7            55.9          61.5          66.1          68.7          69.9          774
"Overall balance, including grants (commitment)                      -33.6          -84,3                -44,1         -53.8           -44,3         -43.5        -40.9        -37.9        -41.1         -44,1"
"Overall balance, excluding grants (commitment)                           -58.1          -119.3                   -91.2        -113.9             -84.9          -87.4          -83.0          -82.9          -89,7          -97.6"
Change in arrears                                                                    0.0             6.5                 -13.7           -9.0           -14.7            0.0            0.0            0.0            0.0            0.0
Domestic arrears’                                                                     -1.8              5.5                  -12.3            -8.0            -14.7            0.0             0.0             0.0            0.0            0.0
Accumulation current year                                                   10.4             9.6                   0.0            2.2              0.0            0.0            0.0            0.0            0.0            0.0
"Payment previous years (-)                                                -12.1            -4,)                 -12.3         -10.2           -14.7           0.0           0.0           0.0           0.0           0.0"
Net external arrears                                                               18             0.7                  -0.5           -0.7              0.0            0.0            0.0            0.0            0.0            0.0
""
Net BOAD interest arrears                                                        0.0              0.2                   -0.9           -0.2               0.0            0.0            0.0            0.0            0.0            0.0
""
Float and statistical discrepancy                                               -74             0.4                   0.0           -8.6              0.0            0.0            0.0            0.0            0.0            0.0
""
