V1
                                                                                                                                                                                                     KUWAIT
""
""
""
""
"                           Table 2a. Kuwait: Summary of Government Finance, 2014/15–2025/26"
                                                (Billions of Kuwaiti Dinars)
""
                                                                                                                                        Est.                              Projections
""
                                                                                  2014/15   2015/16   2016/17   2017/18   2018/19   2019/20    2020/21    2021/22      2022/23   2023/24       2024/25   2025/26
                                                                                                                                (Billions of Kuwaiti Dinars)
Revenue (includes grants) (A)                                                        29.2      17.8      17.9      22.2      25.7      24.4        22.8        23.1       23.7      24.4          25.1      25.9
 Taxes                                                                                0.4       0.5       0.6       0.6       0.7        0.7        0.7         0.9        0.9          0.9        1.0       1.0
 Other revenue                                                                       28.8      17.4      17.3      21.6      25.0      23.7        22.1        22.3       22.8      23.5          24.2      24.9
   Oil and gas                                                                       22.5      12.1      11.7      14.4      18.4      16.4        15.1        15.1       15.4      15.8          16.2      16.8
   Investment income and transfer of profits of public entities 1/                    4.6       4.5       4.9       6.2       5.1        5.8        5.5         5.6        5.9          6.1        6.2       6.4
   Other 2/                                                                           1.7       0.8       0.7       1.1       1.4        1.5        1.5         1.6        1.6          1.7        1.7       1.8
""
Total expenditure (B=C+D) 3/                                                         21.1      18.0      17.7      19.3      21.8      22.5        23.2        24.3       25.4      26.5          27.7      28.8
 Expense (C)                                                                         18.8      15.4      15.5      16.8      19.2      19.7        20.3        21.2       22.2      23.2          24.3      25.3
   Compensation of employees                                                          5.7       5.8       6.4       6.7       8.1        8.6        9.0         9.4        9.9      10.5          11.0      11.6
   Purchases/use of goods & services                                                  2.9       3.1       2.3       2.8       3.6        3.8        3.9         4.1        4.2          4.3        4.4       4.4
   Interest                                                                           0.0       0.0       0.0       0.2       0.4        0.3        0.2         0.3        0.6          0.9        1.3       1.6
   Subsidies and social benefits                                                      7.6       4.8       4.5       4.8       4.9        4.9        4.9         5.0        5.1          5.2        5.3       5.4
         Subsidies                                                                    2.4       1.7       1.6       1.5       1.6        1.5        1.4         1.4        1.5          1.5        1.6       1.6
            Oil-related subsidies                                                     2.4       1.7       1.6       1.5       1.6        1.5        1.4         1.4        1.5          1.5        1.6       1.6
            Other subsidies                                                           0.0       0.0       0.0       0.0       0.0        0.0        0.0         0.0        0.0          0.0        0.0       0.0
         Social benefits                                                              5.2       3.1       2.9       3.3       3.3        3.4        3.5         3.6        3.6          3.7        3.7       3.7
            Payments to social security fund                                          3.1       1.9       2.1       2.2       2.2        2.3        2.3         2.4        2.4          2.4        2.4       2.4
                Transfers to social security fund                                     2.0       1.9       2.1       2.2       2.2        2.3        2.3         2.4        2.4          2.4        2.4       2.4
                Fund recapitalization                                                 1.1       0.0       0.0       0.0       0.0        0.0        0.0         0.0        0.0          0.0        0.0       0.0
            Other social benefits                                                     2.1       1.2       0.8       1.1       1.1        1.1        1.1         1.1        1.2          1.2        1.3       1.3
                Oil-related                                                           1.3       0.4       0.2       0.3       0.3        0.3        0.3         0.3        0.3          0.3        0.3       0.3
                Others                                                                0.8       0.8       0.6       0.8       0.8        0.8        0.8         0.9        0.9          0.9        1.0       1.0
   Expense not elsewhere classified                                                   2.5       1.7       2.3       2.2       2.2        2.2        2.3         2.3        2.3          2.3        2.3       2.3
 Net acquisition of nonfinancial assets (D)                                           2.4       2.6       2.2       2.5       2.6        2.8        2.9         3.1        3.2          3.3        3.4       3.5
""
""
Net lending / borrowing [=A-B]                                                        8.1      -0.1       0.2       2.9       3.9        2.0       -0.3         -1.1      -1.6          -2.1      -2.5      -2.9
   Transfers to FGF                                                                   2.5       1.3       1.3       1.6       2.1        1.9        1.7         1.8        1.8          1.8        1.9       2.0
  Investment income                                                                   4.6       4.5       4.9       6.2       5.1        5.8        5.5          5.6       5.9        6.1          6.2       6.4
 Overall balance (after transfers to FGF and excl. investment income) 4/              1.0      -6.0      -6.1      -4.9      -3.3       -5.7       -7.5         -8.5      -9.3      -10.0        -10.6     -11.2
 Non-oil balance                                                                    -14.4     -12.2     -11.5     -11.5     -14.5      -14.4      -15.5        -16.2     -17.0      -17.8        -18.8     -19.7
   excluding investment income                                                      -19.0     -16.7     -16.5     -17.7     -19.6      -20.3      -20.9        -21.8     -22.9      -23.9        -25.0     -26.1
     excluding recapitalization of pension                                          -17.9     -16.7     -16.5     -17.7     -19.6      -20.3      -20.9        -21.8     -22.9      -23.9        -25.0     -26.1
         excluding oil-related subsidies and benefits                               -14.2     -14.7     -14.7     -15.8     -17.8      -18.5      -19.3        -20.1     -21.1      -22.1        -23.1     -24.1
""
Financing (net)                                                                      -1.0       6.0       6.1       4.9       3.3        5.7        7.5         8.5        9.3      10.0          10.6      11.2
 Domestic                                                                            -0.3      -0.4       2.2       0.7      -1.2       -1.4        1.6         1.9        1.9          2.4        2.4       2.1
 External                                                                            -0.7       6.4       3.9       4.2       4.4        7.1        5.9         6.6        7.4          7.6        8.2       9.2
   External bonds                                                                     0.0       0.0       2.4       0.0       0.0        0.0        5.0         3.9        5.0          4.0        4.2       5.0
   Reserve funds                                                                     -0.7       6.4       1.5       4.2       4.4        7.1        0.9         2.7        2.4          3.6        4.0       4.2
""
""
 Sources: MOF; CBK; and IMF staff estimates and projections.
""
""
 1/ Excluded from the national budget presentation. Estimated by IMF staff.
 2/ Includes UN (Iraq) compensations.
" 3/ Starting FY2016/17, there has been a reclassification of expenditure items."
 4/ Excludes 10 percent of total revenue transferred to the Future Generation Fund and investment income.
""
""
""
""
                                                                                                                                     INTERNATIONAL MONETARY FUND                                              33
