V1
TUNISIA
""
""
""
"                  Table 5. Tunisia: Central Government Fiscal Operations, 2017–25"
                                          (In percent of GDP)
                                                                                2017      2018     2019      2020       2021    2022 2023        2024     2025
                                                                                                   Prel.     Proj.                 Proj.
""
          Total revenue and grants                                              24.5      26.2      28.0      26.4      27.8     28.5    28.7    28.7     28.7
             Revenue                                                            24.3      26.0      27.8      25.4      27.5     28.3    28.4    28.4     28.5
                Tax revenue                                                     22.0      23.3      25.4      23.2      25.3     26.0    26.1    26.2     26.3
                  Direct taxes                                                   8.9       8.6      11.1      10.5      11.0     11.3    11.3    11.3     11.3
                       PIT                                                        6.4       6.0       7.7       7.7       7.9     8.0     8.0      8.0      8.0
                       CIT                                                        2.4       2.6       3.4       2.9       3.2     3.3     3.3      3.3      3.3
                   Indirect taxes                                               13.1      14.7      14.3       12.7      14.2    14.7    14.8    14.9      14.9
                       Trade taxes                                                0.8       1.1       1.1       0.9       1.2     1.2     1.3      1.3      1.3
                       VAT                                                        6.3       7.1       6.8       5.8       6.7     6.9     7.0      7.0      7.1
                             Domestic                                             2.9       3.4       3.3       3.0       3.0     3.0     3.0      3.0      3.0
                             Imports                                              3.4       3.6       3.5       2.9       3.7     3.9     4.0      4.0      4.0
                       Excise                                                     2.6       2.7       2.5       2.3       2.7     2.8     2.8      2.8      2.8
                             Domestic                                             1.1       1.1       1.0       1.1       1.1     1.1     1.1      1.1      1.1
                             Imports                                              1.5       1.6       1.5       1.2       1.6     1.7     1.7      1.7      1.7
                       Other indirect taxes                                       3.4       3.7       3.8       3.6       3.7     3.7     3.7      3.7      3.7
                       Domestic                                                   3.2       3.4       3.4       3.4       3.4     3.4     3.4      3.4      3.4
                       Imports                                                    0.3       0.3       0.3       0.3       0.4     0.4     0.4      0.4      0.4
                Nontax revenue                                                   2.3       2.7        2.4       2.2       2.2     2.3     2.3     2.3       2.2
                   of which: energy sector                                        1.2       1.3       1.0       0.7       0.7     0.8     0.8      0.8      0.7
                   of which: capital income                                      0.0       0.0        0.0       0.0       0.0     0.0     0.0     0.0       0.0
             Grants                                                              0.2       0.2        0.2       1.0       0.3     0.3     0.3     0.2       0.2
""
          Total expenditure and net lending                                     30.4      30.8      31.9      30.7      30.3     30.2    29.6    28.8     28.8
             Total expenditure                                                  30.5      30.8      32.0      30.7      30.3     30.2    29.5    28.7     28.8
                Current expenditure                                             24.9      25.2      26.6      27.5      25.7     24.9    24.1    23.0     22.6
                   Wages and salaries                                           14.9      14.1      14.7       16.5      15.4    14.7    14.0    13.3      13.3
                       of which: one-off civil service reform costs               0.0       0.1       0.0       0.0       0.0     0.0     0.0      0.0      0.0
                   Goods and services                                             1.6       1.1       1.4       1.3       1.3     1.3     1.3      1.3      1.3
                   Interest payments                                              2.3       2.7       2.8       3.1       3.3     3.5     3.6      3.5      3.3
                       Domestic                                                   1.3       1.4       1.4       1.6       1.3     1.3     1.3      1.3      1.2
                       External                                                   1.0       1.2       1.4       1.5       2.1     2.2     2.3      2.2      2.1
                   Transfers and subsidies                                        6.1       7.2       7.6       6.0       5.7     5.5     5.3      5.0      4.7
                       Subsidies                                                  3.6       4.7       4.8       2.7       2.5     2.1     1.6      1.2      0.8
                             Food                                                 1.6       1.7       1.6       1.6       1.6     1.4     1.3      0.8      0.5
                             Energy                                               1.6       2.6       2.8       0.7       0.5     0.3     0.0      0.0      0.0
                                Fuel                                               …        1.4       1.7       0.4       0.5     0.0     0.0      0.0      0.0
                                Electricity and gas                                …        1.1       1.1       0.3       0.1     0.3     0.0      0.0      0.0
                             Transport                                            0.5       0.4       0.4       0.4       0.4     0.4     0.3      0.3      0.3
                       Transfers (incl. social programs and CNRPS)                2.5       2.6       2.9       3.3       3.2     3.4     3.6      3.8      4.0
                   Other current expenditure (non-allocated)                      0.0       0.0       0.0       0.5       0.0     0.0     0.0      0.0      0.0
                       of which: Covid-19 response                                0.0       0.0       0.0       0.4       0.0     0.0     0.0      0.0      0.0
                Capital expenditure                                              5.6       5.6        5.4       3.3       4.6     5.3     5.4     5.7       6.1
             Net lending                                                         0.0       0.0       -0.1      -0.1       0.0     0.0     0.0     0.0       0.0
""
          Overall balance                                                        -5.9      -4.6      -3.9      -4.3      -2.5    -1.7    -0.9    -0.1      -0.1
          Errors and omissions                                                   -0.4       0.1       0.4       0.0       0.0     0.0     0.0      0.0      0.0
""
          Financing (net)                                                        6.3       4.5        3.5       4.3       2.5     1.7     0.9     0.1       0.1
             Foreign financing 1/                                                5.3       3.6        2.2       4.3       1.1     1.5     0.2    -1.1      -1.4
             Domestic financing 2/                                               1.1       0.8        1.3       0.0       1.4     0.2     0.7     1.2       1.5
"                of which: privatization, confiscated assets sales, and other      0.2       0.1       0.8       0.1       0.0     0.0     0.0      0.0      0.0"
             Financing gap                                                       0.0       0.0        0.0       0.0       0.0     0.0     0.0     0.0       0.0
""
""
          Memorandum items:
             Overall balance (excl. grants)                                      -6.1      -4.8      -4.1      -5.3      -2.8    -2.0    -1.2     -0.3     -0.3
""
"             Primary balance (excl. grants, cash basis)                          -4.2      -2.0      -0.9      -2.2       0.6     1.5     2.4      3.2      3.0"
             Total current primary expenditure                                  22.6      22.5      23.8       24.3      22.3    21.4    20.5    19.6      19.3
             Social expenditures 3/                                               1.9       2.4       2.8       3.2       3.1     3.3     3.5      3.7      3.9
""
             Gross central government debt                                      70.6      78.2      72.3       88.5      86.7    83.4    79.6    75.1      69.9
                Domestic                                                        22.0      20.9      21.0       21.4      20.7    19.4    18.7    18.5      18.6
                External                                                        48.6      57.3      51.3       67.1      66.0    64.1    60.9    56.6      51.4
""
            Nominal GDP (billions of TD)                                        96.3     105.3     113.8     114.4     125.7    134.7   144.1   154.4     165.8
          Sources: Tunisian authorities; and IMF staff estimates.
"          1/ External financing includes the IMF's 2013 SBA, 2016 EFF, and 2020 RFI (in line with the Tunisian authorities' budget law classification)."
          2/ Domestic financing includes short-term financing. The coverage was expanded in July 2018.”
          3/ Social spending includes social transfers and programs as well as key ministries' capital expenditures. The definition was expanded in 2017.
""
""
""
""
16   INTERNATIONAL MONETARY FUND
