V1
MALI
""
""
""
"                           Table 3. Mali: Consolidated Fiscal Transactions of the Government, 2013–23"
                                                                                             (Billions of CFA francs)
""
                                                                     2013       2014         2015         2016                     2017                    2018           2019     2020           2021     2022     2023
""
                                                                                                                                   Rev.                    Prop.
                                                                                                                       Prog.                  Est.                                         Projections
                                                                                                                                  Prog.
                                                                                                                                          1
                                                                                                                                                           Prog.
""
 Revenue and grants                                                  1137.2     1215.1        1481.1       1522.2        1718.0    1823.1     1789.7        1948.9      2039.3    2220.0        2421.2    2650.1   2913.0
   Total revenue                                                       951.2    1057.6        1273.4       1389.7        1540.8    1620.4     1645.6        1834.4      1875.8    2038.1        2215.0    2429.7   2675.1
       Budgetary revenue                                               842.7      940.8       1134.2       1284.7        1429.4    1509.0     1480.1        1711.2      1745.0    1898.7        2066.2    2270.7   2505.0
          Tax revenue                                                  804.5      890.5       1082.5       1239.3        1357.9    1357.5     1353.7        1498.9      1636.5    1785.2        1955.1    2152.1   2373.1
            Direct taxes                                               258.1      324.0        330.8        367.7         425.8     424.6      419.4         459.6       529.9     575.6         629.5     685.0    751.8
                Of wich: Gold sector                                    71.0       56.2         46.0          63.5         66.7      73.9        72.9         80.0        86.1      86.5          91.0      95.6    113.6
            Indirect taxes                                             546.4      566.5        751.7        871.6         932.1     932.9      934.3        1039.3      1106.6    1209.6        1325.6    1467.0   1621.3
              VAT                                                      325.7      335.0        411.3        467.3         503.6     508.9      523.5         562.3       597.5     645.7         706.9     781.2    861.7
              Excises on petroleum products                             22.3       27.8         93.1        100.9         104.9      94.7        84.7         95.2       106.7     125.9         139.2     147.5    171.1
              Import duties                                            111.8      115.5        141.8        157.4         173.4     176.1      180.1         192.3       200.3     215.1         233.5     257.9    283.8
              Other indirect taxes                                     146.9      149.9        189.5        218.0         232.2     235.3      235.2         257.3       274.0     299.5         328.0     368.0    398.3
               Of wich: Gold sector                                     55.3       51.9         55.5          65.4         70.5      68.1        65.6         70.9        70.5      74.5          78.6      93.4     95.5
             Tax refund                                                -60.3      -61.7        -84.0         -72.1        -82.0     -82.1     -171.3         -67.8       -72.0     -76.7          -81.9    -87.6    -93.7
          Nontax revenue                                                38.2       50.2         51.7          45.4         71.5     151.5      126.4         212.3       108.6     113.5         111.1     118.6    131.9
                Of wich: Gold sector                                    17.4        7.2          0.0           0.0          8.3       8.3            8.4       0.0         0.0       0.0            0.0      0.0      0.0
      Special funds and annexed budgets                                108.5      116.8        139.2        105.0         111.4     111.4      165.5         123.2       130.8     139.4         148.8     159.0    170.1
     Grants                                                            186.0      157.5        207.7        132.5         177.2     202.7      144.1         114.6       163.5     181.9         206.2     220.4    237.9
          Projects grants                                               56.6       61.6         98.1          78.6         96.5      96.5        81.4         81.0        94.2     100.4         107.2     114.6    124.8
          Budgetary support                                            120.1       96.0         67.1          53.9         80.7     106.2        62.7         33.6        69.3      81.5          99.0     105.8    113.1
             Of which: General                                         110.8       70.2         46.4          45.5         63.0      84.8        48.6         26.2        54.1      57.6          61.5      65.8     70.3
