V1
                                                                                                                                                       MONGOLIA
""
""
""
""
"                   Table 2a. Mongolia: Summary Operations of the General Government, 2015–23"
                                                                       (In billions of togrogs)
                                                            2015       2016          2017                     2018               2019    2020       2021    2022     2023
                                                                                                               3rd
                                                                Act.           EFF          Act.     EFF               Proj.               Proj.
                                                                                                             review
""
Total revenue and grants                                    5807       5635     6431         7922     7279     8281     8450     9685   10567      11643   12829    14483
 Current revenue                                            5752       5556     6285         7868     7169     8170     8339     9560   10426      11486   12652    14284
    Tax revenue and social security contributions           5121       4875     5523         6986     6346     7337     7486     8643    9399      10339   11363    12829
       Income taxes                                         1171       1043     1120         1610     1292     1510     1693     1941    2055       2283    2542     2944
         CIT                                                 688        520      520          962      556      863      977     1200    1225       1356    1501     1769
         PIT                                                 482        523      600          648      735      647      716      741     830        927    1042     1176
       Social security contributions                        1018       1034     1199         1314     1410     1481     1448     1685    1984       2203    2458     2775
       VAT                                                  1050       1141     1279         1619     1434     1682     1755     1977    2110       2276    2433     2672
       Excise taxes                                          592        630      487          520      659      645      664      752     843        940    1048     1184
       Customs duties and export taxes                       321        328      417          512      476      568      553      617     639        674     696      721
       Other taxes                                           970        698     1020         1411     1076     1452     1373     1671    1767       1963    2185     2533
   Non-tax revenue                                           631        682      762          882      823      833      853      917    1027       1147    1289     1455
Capital revenue and grants                                    54         78      146           54      110      111      111      126     141        157     177      199
Total expenditure and net lending                           7781       9699     9183         8448     9640     9895     9908    11147   11467      11897   13050    14567
  Current expenditure                                       5656       6571     7178         6948     7574     7440     7453     8069    8325       8970   10015    11139
     Wages and salaries                                     1710       1747     1764         1775     1796     1853     1853     2002    2234       2495    2803     3164
     Purchase of goods and services                         1092       1386     1426         1337     1497     1455     1455     1602    1759       1965    2207     2492
     Subsidies                                               110        229      233          261      245      236      236      234     294        317     356      402
     Transfers                                              2075       2265     2431         2477     2522     2758     2758     3112    3027       3285    3691     4166
     Interest payments                                       668        943     1324         1098     1514     1139     1151     1119    1011        909     958      915
  Capital expenditure and net lending 1/                    2126       3128     2005         1500     2066     2454     2454     3077    3142       2926    3035     3428
    Capital expenditure                                     1397       2360     1607         1646     1623     1991     1991     2719    2672       2426    2473     2822
       Domestically-financed                                1151       1664      949         1093      816     1184     1184     1759    1901       1568    1522     2024
        o/w DBM noncommercial spending                       431        240      173            0        0        0        0        0       0          0       0        0
       Foreign-financed                                      246        696      658          553      807      807      807      960     771        858     952      798
     Net lending                                             729        768      398         -146      443      463      463      358     470        500     562      606
        o/w DBM commercial spending 2/                       706        247      150         -475      159      253      253      173     194        217     244      275
        o/w Mortgage program net lending                       0          0      111            0      120      120      120      130     140        152     170      184
Overall balance (IMF definition)                           -1975       -4065   -2753         -526    -2361    -1614    -1458    -1461    -901       -253    -221        -83
Primary balance (IMF definition)                           -1306       -3121   -1428          572     -846     -475     -306     -342     110        656     737        832
Financing                                                   1975       4065     2753          168     2361     1614     1458    1461     901        253     221          83
 External                                                    384       1214     2024         1716     2560     1167      845     2604    2257        419     377      -66
  Disbursement                                               505       1350     2646         1881     3268     2914     1764     2884    2635       2162    3496     2601
  Amortization                                              -121       -136     -622         -165     -708    -1747     -919     -280    -379      -1742   -3118    -2667
 Domestic (net)                                             1591       2850      729        -1548     -199      447      613    -1143   -1356       -166    -156      149
  Government bonds (net issuance)                            366       2454     1069        -1306     -274      346      613    -1143   -1356       -166    -156      149
  Privatization                                               54          1      100            0       75      101        0        0       0          0       0        0
  Other                                                     1170        396     -440         -242        0        0        0        0       0          0       0        0
Memorandum items:
 Mineral revenue (in percent of GDP)                          4.4        2.5     3.7           5.1     3.7       3.9      4.1     4.3     4.0        3.9     3.9         4.0
 Non-mineral revenue (in percent of GDP)                     20.7       21.1    20.9          24.0    22.6      23.1     23.3    23.4    23.0       22.7    22.2        22.1
 Total expenditure (in percent of non-mineral GDP)           40.5       50.7    46.4          39.8    45.9      41.2     39.2    38.9    35.7       33.2    32.4        32.0
 Non-mineral overall balance (in percent of non-mineral     -15.5      -24.4   -25.5          -9.0   -23.4     -11.7    -10.8   -10.4    -7.6       -5.5    -5.3        -5.1
 Primary spending (change in percent)                       -12.5       23.1   -10.5         -16.1     3.4      19.1     19.1    14.5     4.3        5.1    10.1        12.9
Sources: Mongolian authorities; and Fund staff projections.
1/ Includes DBM spending.
"2/ Interest payments not in the budget, using instead USD IMF projection and ER in the budget."
""
""
""
""
                                                                                                                INTERNATIONAL MONETARY FUND                        23
