V1
PAKISTAN
""
""
""
"        Table 4b. Pakistan: General Government Budget, Program Scenario 2016/17–2023/24"
"                             (In percent of GDP, unless otherwise indicated)"
""
                                                                                 2016/17    2017/18    2018/19    2019/20    2020/21    2021/22    2022/23    2023/24
                                                                                                Act.      Proj.      Proj.      Proj.      Proj.      Proj.      Proj.
""
""
     Revenue and grants                                                             15.5       15.2       15.0       16.3       17.9       19.1       19.6       19.6
      Revenue                                                                       15.5       15.1       14.7       16.1       17.8       18.9       19.5       19.5
       Tax revenue                                                                  12.4       12.9       12.6       14.2       15.9       17.0       17.6       17.6
         Federal                                                                    11.4       11.7       11.4       13.1       14.7       15.7       16.2       16.2
          FBR revenue                                                               10.5       11.1       10.8       12.4       13.9       14.8       15.3       15.3
            Direct taxes                                                             4.2        4.4        4.2        4.6        5.0        5.4        5.5        5.5
            Federal excise duty                                                      0.6        0.6        0.7        0.9        1.1        1.2        1.2        1.3
            Sales tax                                                                4.1        4.3        4.1        5.0        5.6        5.8        6.0        6.0
            Customs duties                                                           1.6        1.8        1.8        2.0        2.3        2.4        2.5        2.5
          Petroleum surcharge / Carbon tax                                           0.5        0.5        0.5        0.6        0.7        0.8        0.8        0.7
          Gas surcharge and other                                                    0.2         0.1        0.0        0.0        0.0        0.0        0.0        0.0
          GIDC                                                                       0.1         0.0        0.1        0.1        0.1        0.1        0.1        0.1
         Provincial                                                                  1.0         1.2        1.2        1.2        1.2        1.4        1.5        1.5
       Nontax revenue                                                                3.0         2.2        2.2        1.9        1.9        1.9        1.9        1.9
         Federal                                                                     2.8         1.8        1.9        1.6        1.6        1.6        1.6        1.6
         Provincial                                                                  0.2         0.4        0.3        0.3        0.3        0.3        0.3        0.3
      Grants                                                                         0.1         0.1        0.2        0.2        0.2        0.1        0.1        0.1
""
     Expenditure                                                                    21.3       21.6       21.7       23.4       23.1       22.8       22.2       22.0
      Current expenditure                                                           16.6       17.3       18.6       20.1       19.6       19.0       18.5       18.2
        Federal                                                                     11.2       11.3       12.6       14.1       13.6       13.0       12.5       12.2
          Interest                                                                   4.2        4.3        5.2        6.7        6.2        5.8        5.3        5.1
            Domestic                                                                 3.8        3.8        4.5        5.9        5.4        4.9        4.4        4.2
            Foreign                                                                  0.4        0.5        0.7        0.8        0.8        0.8        0.8        0.8
            IMF budget support                                                       0.0        0.0        0.0        0.0        0.0        0.1        0.1        0.1
          Other                                                                      7.0        7.0        7.4        7.4        7.4        7.3        7.2        7.2
             Defense                                                                 2.8        3.0        3.0        3.0        3.0        3.0        3.0        3.0
             Other                                                                   4.2        4.0        4.4        4.5        4.4        4.3        4.3        4.2
              Of which : subsidies                                                   0.5        0.3        0.5        0.6        0.6        0.6        0.6        0.6
              Of which : grants 1/                                                   1.4        1.5        1.6        1.7        1.7        1.7        1.7        1.7
        Provincial                                                                   5.4        6.0        6.1        6.0        6.0        6.0        6.0        6.0
      Development expenditure and net lending                                        4.9        4.3        3.1        3.3        3.5        3.8        3.8        3.8
        Public Sector Development Program                                            4.9        4.2        3.1        3.3        3.5        3.8        3.8        3.8
          Federal                                                                    2.3        1.7        1.3        1.4        1.5        1.6        1.6        1.6
          Provincial                                                                 2.7        2.5        1.8        1.9        2.0        2.1        2.1        2.1
        Net lending                                                                  0.0        0.1       -0.1        0.0        0.0        0.0        0.0        0.0
     Statistical discrepancy (“+” = additional expenditure)                         -0.2        0.0        0.0        0.0        0.0        0.0        0.0        0.0
""
     Overall Balance (excluding grants)                                             -5.8        -6.5       -7.0       -7.3       -5.4       -3.8       -2.7       -2.4
     Overall Balance (including grants)                                             -5.8        -6.4       -6.8       -7.1       -5.2       -3.7       -2.6       -2.3
""
     Financing                                                                       5.8         6.4        6.8        7.1        5.2        3.7        2.6        2.3
       External                                                                      1.8         2.3        0.7        4.1        2.0        1.2        1.0        0.1
        Of which: privatization receipts                                             0.0         0.0        0.0        0.0        0.0        0.0        0.0        0.0
        Of which: IMF                                                                0.0         0.0        0.0        0.9        0.5        0.5        0.3        0.0
       Domestic                                                                      4.0         4.2        6.0        3.1        3.2        2.5        1.6        2.2
        Bank                                                                         2.8         3.1        4.2        2.2        2.2        1.8        1.1        1.6
        Nonbank                                                                      1.2         1.0        1.8        0.9        1.0        0.8        0.5        0.7
""
     Memorandum items:
      Underlying fiscal balance (excl. grants; percent of GDP) 2/                    -6.3       -6.5       -7.3       -7.3       -5.4       -3.8       -2.7       -2.4
      Provincial balance                                                              0.0       -0.1        0.2        1.0        1.8        2.3        2.7        2.7
      Primary balance (excluding grants)                                             -1.6       -2.2       -1.8       -0.6        0.9        1.9        2.6        2.6
      Primary balance (including grants)                                             -1.5       -2.1       -1.6       -0.4        1.0        2.1        2.7        2.7
      Total security spending                                                         2.8        3.0        3.0        3.0        3.0        3.0        3.0        3.0
      Energy sector circular debt accumulation                                        0.2        1.3         …          …          …          …          …          …
      Energy sector circular debt clearance                                           0.1        0.0         …          …          …          …          …          …
      General government debt incl. IMF obligations                                 67.0       71.7       74.9       76.9       74.4       70.8       67.2       63.6
         Domestic debt                                                              46.5       47.4       48.4       44.9       42.8       40.7       38.3       36.9
         External debt                                                              20.5       24.3       26.5       32.0       31.6       30.1       28.9       26.7
      General government and government guaranteed debt (incl. IMF)                 70.0       75.3       79.1       80.5       78.0       74.4       70.8       67.1
      Net general government debt (incl. IMF)                                       61.5       66.8       70.7       73.5       71.5       68.3       65.0       61.7
