V1
                                                                                                                                            REPUBLIC OF ARMENIA
""
""
"                               Table 3a. Armenia: Central Government Operations, 2016–24"
                                                                  (In billions of Armenian drams)
""
                                                                           2016         2017         2018           2019         2020        2021        2022      2023      2024
                                                                            Act.         Act.         Act.                                      Proj.
""
"Total revenue and grants                                                 1,085.2      1,181.9      1,340.9        1,538.5      1,695.0      1,817.5     1,987.5   2,172.2   2,373.6"
" Total revenue                                                           1,056.9      1,168.6      1,330.4        1,499.0      1,659.7      1,804.0     1,974.4   2,159.5   2,361.3"
"   Tax revenues                                                          1,016.2      1,123.9      1,240.5        1,426.9      1,582.3      1,718.2     1,881.2   2,058.4   2,251.7"
     VAT                                                                   342.4        392.1        438.2          503.4        560.6        610.9       673.5     731.1     802.6
"     Profits, simplified and presumptive                                   130.4        113.6        170.4          196.7        223.1        228.7       248.1     269.3     301.8"
     Personal income tax                                                   327.5        341.3        356.6          372.4        401.0        435.3       472.2     512.5     555.8
     Customs duties                                                         55.4         72.6         80.2           95.6         87.5         94.1       102.1     110.8     120.2
     Other                                                                 160.5        204.4        195.1          258.8        310.1        349.1       385.4     434.6     471.3
   Social contributions                                                     13.4         15.8         17.4           17.0         20.0         21.5        23.3      25.3      27.5
   Other revenue                                                            27.3         28.9         72.5           55.1         57.4         64.4        69.8      75.8      82.2
 Grants                                                                     28.3         13.3         10.5           39.5         35.3         13.5        13.1      12.7      12.3
""
"Total expenditure                                                        1,370.6      1,448.3      1,446.3        1,636.3      1,855.7      1,959.0     2,144.7   2,346.2   2,554.2"
" Expenses                                                                1,209.4      1,225.7      1,298.2        1,445.0      1,568.0      1,568.3     1,713.1   1,876.8   2,033.6"
   Wages                                                                   305.7        299.1        306.8          340.4        376.7        399.3       423.2     454.6     492.5
   Payments to individual pension accts.                                    25.6         13.0         29.0           56.8         52.5         64.8        68.0      71.4      75.0
   Subsidies 1/                                                             13.3          1.5         24.3           23.4         17.1         18.4        19.9      21.6      23.4
   Interest                                                                 98.3        119.8        139.0          158.1        168.1        178.5       186.2     186.2     190.5
   Social allowances and pensions                                          378.5        397.9        419.3          454.2        501.6        537.2       582.7     650.0     714.8
     Pensions/social security benefits                                     249.4        267.3        294.7          310.4        350.2        374.2       405.9     449.6     487.5
     Social assistance benefits                                            129.0        130.6        124.6          143.8        151.4        163.0       176.8     200.4     227.2
   Goods and services                                                      122.4        104.4        123.8          133.2        147.2        137.5       152.8     179.8     199.9
   Grants                                                                  102.4        109.1        111.5           97.7        158.9        149.7       166.4     185.2     205.8
   Other expenditure 2/                                                    163.3        180.8        144.5          181.2        145.9         83.2       113.9     127.9     131.8
 Transactions in nonfinancial assets                                       161.2        222.6        148.1          191.3        287.7        390.7       431.6     469.4     520.6
   Acquisition of nonfinancial assets                                      166.0        223.5        152.0          191.3        287.8        390.7       431.6     469.4     520.6
   Disposals of nonfinancial assets                                          4.8          1.0          3.9            0.0          0.0          0.0         0.0       0.0       0.0
""
Overall balance (above-the-line)                                          -285.4       -266.3       -105.4          -97.9       -160.7      -141.5      -157.2    -174.0    -180.6
Statistical discrepancy                                                    -55.7         -7.7         28.0            0.0          0.0         0.0         0.0       0.0       0.0
Overall balance (below-the-line)                                          -341.1       -274.0        -77.4          -97.9       -160.7      -141.5      -157.2    -174.0    -180.6
""
Financing                                                                  341.1        274.0         77.4           97.9        160.7       141.5       157.2     174.0     180.6
  Domestic financing                                                       102.5         86.5         42.2           13.4        194.9        73.8        12.4      49.4      82.0
   Banking system                                                          145.2         80.4         42.8           41.0        271.2        70.8        15.4      61.1     101.3
     CBA                                                                   -42.1         18.0        -28.0           24.4         30.2       -20.4         0.0       0.0       0.0
     Commercial Banks                                                      187.2         62.4         70.8           16.6        241.0        91.2        15.4      61.1     101.3
   Nonbanks                                                                -42.7          6.1         -0.6          -27.6        -76.3         3.0        -2.9     -11.7     -19.4
     T-Bills/other                                                         -14.8         -7.5        -13.5           -3.2        -46.0       -17.4        -2.9     -11.7     -19.4
     Promissory note/other                                                   0.0        -94.1          0.0            0.0          0.0         0.0         0.0       0.0       0.0
     Net lending                                                           -27.9        107.7         12.9          -24.4        -30.2        20.4         0.0       0.0       0.0
  External financing                                                       190.6        187.5         35.2           84.5        -34.3        67.7       144.8     124.6      98.6
    Amortization due                                                       -33.7        -47.8        -68.5         -273.4       -150.2      -110.5      -116.1    -122.8    -128.4
    Net lending                                                            -50.0        -46.8        -50.8          -57.1        -65.0       -66.7       -68.5     -74.3     -80.6
  Other financing 3/                                                        48.0           0.0          0.0            0.0            0.0       0.0         0.0       0.0       0.0
Memorandum items:
" Nominal GDP (in billion of drams)                                       5,067.3      5,564.5      6,005.1        6,541.0      7,095.1      7,636.3     8,283.4   8,991.8   9,750.9"
 Program balance 4/                                                       -410.0       -202.5       -156.9         -128.4       -241.0       -187.8      -225.7    -248.3    -261.2
 Primary balance 5/                                                       -265.0        -85.7         -4.2          -21.3        -87.8         -9.3       -39.5     -62.1     -70.7
""
"Sources: Ministry of Finance, Central Bank of Armenia, and Fund staff estimates and projections."
"1/ In 2016, an additional subsidy of AMD 2 billion is assumed to cover the electricity tariff differential for households and SMEs."
2/ Includes acquisition of military equipment.
3/ EFSD financing ($100 million in 2015-17).
4/ The program balance is measured as below-the-line overall balance minus net lending.
"5/ Sum of overall balance (above the line), interest expense, and domestic and external net lending."
""
""
""
""
                                                                                                                        INTERNATIONAL MONETARY FUND                             23
