V1
ICELAND
""
""
""
"                             Table 4. Iceland: General Government Operations, 2015–26 1/"
                                                    (Percent of GDP)
""
                                                       2015       2016      2017      2018      2019      2020      2021        2022     2023     2024     2025     2026
                                                                                                           Prel.    Proj.       Proj.    Proj.    Proj.    Proj.    Proj.
""
 Total revenue                                          43.2      59.1      45.4      44.9       41.9      42.4      40.3        40.2     40.7     40.5     40.2     40.0
  Taxes                                                 31.7      46.9      33.7      33.0       31.7      32.9      31.3        31.3     31.6     31.5     31.4     31.3
    Taxes on income and profits                         16.5      17.1      18.3      18.0       17.4      18.3      17.3        17.3     17.5     17.5     17.4     17.3
      Personal income tax                               12.9      13.4      14.2      14.5       14.3      15.3      14.5        14.5     14.6     14.6     14.6     14.5
      Corporate income tax                               2.3       2.5       3.0       2.4        2.1       2.2       1.8         1.9      2.0      2.0      2.0      2.0
      Capital gains tax and rental income                1.3       1.2       1.1       1.1        1.0       0.9       1.0         0.9      0.9      0.9      0.9      0.9
     Taxes on payroll and workforce                      0.3       0.3       0.3       0.3        0.3       0.3       0.3         0.3      0.3      0.3      0.3      0.3
     Taxes on property                                   1.7      17.0       1.9       1.8        1.9       2.2       1.8         1.8      1.9      1.8      1.8      1.7
     Taxes on goods and services                        11.3      11.7      12.5      12.2       11.3      11.3      11.2        11.2     11.3     11.4     11.4     11.4
      Value added tax                                    8.1       8.4       9.0       8.8        8.2       8.1       7.9         7.9      8.0      8.1      8.0      8.1
      Other taxes on goods and services                  3.2       3.3       3.4       3.4        3.2       3.2       3.3         3.3      3.3      3.3      3.3      3.3
     Taxes on international trade                        0.2       0.2       0.1       0.1        0.1       0.1       0.1         0.1      0.1      0.1      0.1      0.1
     Other taxes                                         1.7       0.6       0.6       0.6        0.6       0.7       0.6         0.5      0.4      0.4      0.4      0.4
   Social contributions                                  3.4       3.4       3.4       3.5        3.2       3.2       3.0         3.1      3.2      3.2      3.1      3.1
   Grants                                                0.1       0.1       0.1       0.1        0.1       0.1       0.2         0.2      0.2      0.2      0.2      0.2
   Other revenues                                        7.9       8.7       8.2       8.3        6.9       6.2       5.8         5.6      5.7      5.6      5.5      5.4
     Property income                                     4.3       5.2       4.4       4.4        3.6       2.9       2.6         2.4      2.6      2.5      2.4      2.3
    of which: interest income                            3.3       3.2       2.8       2.9        2.4       1.7       1.1         1.1      1.0      0.9      0.9      0.9
 Total expenditure                                      43.6      46.5      44.5      44.0       43.4      49.7      49.4        48.3     46.5     43.4     42.0     41.9
  Current expenses                                      43.1      46.1      43.5      41.9       41.9      48.6      47.5        46.6     45.0     42.3     41.1     40.9
    Compensation of employees                           13.5      13.5      14.1      14.2       14.2      16.1      15.7        15.6     15.5     15.4     15.2     15.1
    Use of goods and services                           10.7      10.4      10.6      10.8       10.8      11.8      11.0        10.6     10.3     10.1      9.9     10.0
    Consumption of fixed capital                         2.4       2.2       2.1       2.1        2.1       2.4       2.2         2.2      2.1      2.1      2.0      2.0
    Interest                                             6.9       6.2       5.8       5.0        4.4       4.0       3.2         4.9      4.7      3.4      3.4      3.3
    Subsidies                                            1.1       1.2       1.2       1.2        1.2       2.1       2.4         1.7      1.5      1.4      1.2      1.2
    Grants                                               0.2       0.2       0.2       0.2        0.2       0.3       0.4         0.4      0.4      0.4      0.4      0.4
    Social benefits                                      6.1       5.9       6.5       6.6        7.3       9.9      10.0         8.9      8.1      7.4      6.8      6.7
    Other expense 2/                                     2.1       6.6       3.1       1.8        1.7       2.0       2.5         2.4      2.4      2.2      2.2      2.2
  Nonfinancial assets                                    0.5       0.5       1.0       2.1        1.5       1.1       1.9         1.7      1.5      1.1      1.0      1.0
"    Nonfinancial assets, acquisition                     2.8       2.6       3.1       4.2        3.6       3.6       4.2         3.9      3.6      3.2      3.0      2.9"
    Consumption of fixed capital (-)                    -2.4      -2.2      -2.1      -2.1       -2.1      -2.4      -2.2        -2.2     -2.1     -2.1     -2.0     -2.0
 Net lending/borrowing                                  -0.4      12.5       1.0        0.9      -1.5      -7.3      -9.1        -8.1     -5.8     -2.9     -1.8     -1.9
" Financial assets, transactions                         -8.0       5.9       -6.4      -0.9       3.2      -1.0      -3.8        -1.8     -1.3     -1.2     -1.1     -4.3"
   Currency and deposits                                -5.1      -1.4       -3.3       1.9       1.2       0.0      -2.4        -0.4      0.0      0.0      0.0     -3.3
   Securities other than shares                          3.5       1.2        1.3       1.3       1.6       0.7       0.0         0.0      0.0      0.0      0.0      0.0
   Loans                                                -5.5      -1.1       -4.9      -3.1       0.0       0.1       0.1         0.1      0.1      0.1      0.1      0.1
   Shares and other equities                             0.0       7.0       -5.6      -1.1      -0.3       0.0       0.0         0.0      0.0      0.0      0.0      0.0
   Other accounts receivable                            -0.9       0.3        6.1       0.1       0.6      -1.8      -1.6        -1.5     -1.5     -1.3     -1.2     -1.1
" Liabilities, transactions                              -7.6      -6.6       -7.4      -1.9       4.7       6.5       5.0         6.3      4.6      1.7      0.8     -2.4"
   Securities other than shares                         -0.3      -2.8       -4.8      -2.9       0.5       4.8       4.0         4.5      3.6      0.9      0.1     -5.4
   Loans                                                -6.7      -5.5       -3.1      -0.5       3.4       1.7       1.0         1.8      1.0      0.8      0.6      3.0
     Krona denominated                                  -2.1      -2.7        0.3      -0.8       1.3       0.6       1.0         1.0      1.0      0.8      0.6      1.0
     Foreign currency denominated                       -4.7      -2.8       -3.4       0.3       2.1       1.1       0.0         0.8      0.0      0.0      0.0      2.0
   Insurance technical reserves                          0.2       0.1        0.2       0.2       0.3       0.0       0.0         0.0      0.0      0.0      0.0      0.0
   Other accounts payable                               -0.7       1.6        0.4       1.4       0.5       0.0       0.0         0.0      0.0      0.0      0.0      0.0
 Gross debt                                             97.2      79.9      69.4      61.1       68.3      79.9      80.0        81.6     82.4     80.3     77.1     70.5
  Krona denominated                                     83.8      71.7      64.8      56.7       62.1      72.3      72.9        74.1     75.3     73.5     70.6     62.4
  Foreign currency denominated                          13.5       8.2       4.5       4.5        6.2       7.5       7.1         7.5      7.1      6.8      6.5      8.1
 Net debt 3/                                            78.0      65.2      57.9      48.6       55.4      63.8      67.2        70.0     71.3     69.7     67.0     64.3
 Memorandum items:
  Primary revenue                                       39.9      55.8      42.7      42.0       39.5      40.7      39.2        39.2     39.7     39.6     39.3     39.1
  Primary expenditure                                   36.7      40.4      38.7      39.0       39.1      45.7      46.2        43.4     41.8     40.0     38.6     38.6
  Primary balance                                         3.2     15.5        3.9       3.1        0.5      -5.0      -7.1        -4.2     -2.1     -0.4      0.6      0.6
  Structural balance                                     -0.2       0.7      -1.1      -1.4       -3.5      -1.9      -4.5        -8.2     -6.2     -3.2     -2.2     -1.9
  Structural primary balance                              3.4       3.6       2.0       0.8       -1.4       0.3      -2.5        -4.4     -2.5     -0.7      0.3      0.5
"  Gross domestic product (ISK bn)                      2,311     2,512     2,642     2,840      3,045     2,941     3,132       3,325    3,485    3,654    3,846    4,065"
""
 Sources: Ministry of Finance; Statistics Iceland; and IMF staff projections.
" 1/ In 2020, the definition of the general government was expanded to include 24 new entities, of which the largest are the IL Fund and the Student loan Fund."
 2/ Figure for 2016 includes a one off contribution by the central government to the state pension fund of ISK 117.2 billion.
 3/ Gross debt less currency and deposits.
""
""
""
""
34    INTERNATIONAL MONETARY FUND
