V1
KINGDOM OF THE NETHERLANDS—CURAÇAO AND SINT MAARTEN
""
""
""
"                                      Table 6. Sint Maarten: Government Operations, 2017–26"
                                              (Millions of NAf unless otherwise indicated)
                                                                  2017        2018        2019       2020        2021        2022           2023      2024    2025      2026
""
                                                                   Prel.       Prel.      Prel.        Est.                                   Proj.
""
                                                                                                      Budgetary Central Government
 Revenue                                                           408         375        434         355         348        419            464       504     539       569
      Taxes                                                         340        320         371         299        286         342           379        411     438       462
          Taxes on income and profits                               170        154         168         160        133         159           175        190     203       216
          Taxes on goods and services                               157        155         190         131        144         173           193        208     222       233
          Property and other taxes                                   12          12         13           9           9         10            11         12        13      14
      Grants                                                          0           0          0           0           0           0            0          0         0       0
      Other revenue                                                  68          54         63          56          62         77            85         94     101       107
          of which : Capital revenue                                  0           0          0           0           6         10            10         10        10       9
""
 Expenditure                                                       473         461        463         545         646        599            571       585     576       597
      Expense                                                       470        454         458         541        604         525           520        534     526       544
          Compensation of employees                                 218        202         206         194        190         211           216        221     205       213
               of which : Wages                                     160        139         140         135        143         150           154        158     143       150
          Goods and services                                        120        108         107         108        108         111           113        116     119       124
          Social benefits 1/                                         34          28         28          42          40         39            37         38        39      40
          Subsidies                                                  85        104         104         184        254         149           130        134     137       140
          Interest                                                   13          13         13          13          12         15            23         25        27      27
      Capital expenditure                                             3           7          5           4          42         74            51         51        50      53
 Overall balance                                                    -65        -86         -29       -190        -298        -180       -107           -81     -37       -28
 Primary balance                                                    -52        -74         -15       -177        -291        -174           -94        -65     -19       -10
""
 Financing transactions (+: increasing net assets)                  -65         -86        -29         -89       -298        -180           -107       -81     -37       -28
      Net acquisition of financial assets                           -84          15          5          64          35           6            7          7         2       4
      Net incurrence of liabilities                                 -19        101          34         153        332         186           114         88        39      32
          Domestic                                                  -41          28          8         -14         -60           0            0          0         0       0
          External                                                   22          73         25         167        392         186           114         88        39      32
               Disbursements                                         23          74         33         225        401         573           158        137     171        97
               Amortization                                           1           1          8          58           9        387            43         49     133        65
 Statistical discrepancies                                            0           0          0        -101           0           0            0          0         0       0
""
""
                                                                               Budgetary Central Government consolidated with Trust Fund operations
 Revenue and grants                                                408         406        459         466         544        590            625       593     582       585
      Central government revenue                                    408        375         434         355        348         419           464        504     539       569
      Trust Fund grants                                               0          32         25         111        196         170           161         89        43      16
 Total expenditure                                                 473         476        487         607         732        699            710       707     663       653
      Central government expenditure                                473        461         463         545        646         599           571        585     576       597
      Trust Fund special projects                                     0          16         24          62          86        100           139        122        88      56
 Overall balance                                                    -65        -70         -27       -141        -188        -110           -85       -114     -81       -68
     Net acquisition of financial assets                            -84          31          6         113        234          76            29        -26     -48       -42
     Net incurrence of liabilities                                  -19        101          34         153        332         186           114         88        39      32
""
""
 Memorandum Items:
"     Current account balance, authorities' definition 2/            -72         -90        -35        -197       -271        -128            -79       -53     -11         0"
      of which : Liquidity compensation                               0           0          0           0           0           0            0          0         0       1
      of which : Depreciation                                        10          11         11          11           9         13            13         14        14      15
 Fiscal rules and sustainability indicators
     Interest rule (interest/revenue) (percent) 3/                  2.9         2.9         3.1        3.1         2.8         3.1           4.3        4.3       4.5     4.5
"     Gross central government debt 4/                               835        937         970       1,123       1,456      1,642       1,756         1,844   1,883     1,914"
     Budgetary central government deposits (eop) 5/                 126        115          64         123          63         63            63         63        63      65
"     Net central government debt                                    709        821         907       1,000       1,392      1,578       1,693         1,781   1,819     1,850"
"     Nominal GDP, millions of NAf                                 2,052       1,984      2,195       1,737       1,771      2,107       2,329         2,501   2,642     2,761"
 Sources: Data provided by the authorities and IMF staff estimates.
" 1/ Includes transfers to cover the deficit of funds not integrated into the central budget, such as those for social security/insurance."
" 2/ Revenue excl. grants minus interest income, current expenditure and depreciation of fixed assets."
 3/ The denominator is the average of total revenue in the previous three years.
 4/ The stock in 2016 is based on financial statements. Values in subsequent years are staff's estimates and are higher than ones under authorites' definition.
 5/ From the CBCS monetary survey. Includes deposits of entities in the broader public sector.
""
""
""
""
30       INTERNATIONAL MONETARY FUND
