V1
                                                                                                                                                                                      REPUBLIC OF CONGO
""
""
""
""
"              Table 3b. Republic of Congo: Quarterly Central Government Operations, Flows, 2020–22"
                                                  (Billions of CFA francs; cumulative from the beginning of the fiscal year)
                                                                                                  2020                                                  2021                                   2022
""
                                                                                            Q1         Q2         Q3       Q4             Q1          Q2              Q3     Q4      Q1      Q2        Q3      Q4n
""
""
                                                                                          Prel.      Prel.      Prel.    Prel.          Prel.        Prel.       Proj.      Proj.   Proj.   Proj.     Proj.   Proj.
""
""
"Total revenue and grants                                                                   374        647       1,002   1,320            287          669        1091       1581    476     881       1364    1827"
"     Revenue                                                                               371        607        906    1,221            287          669        1090       1566    466     867       1347    1790"
       Oil revenue                                                                         205        330        480      651            148          383         647        945    262     489        789    1071
            of which: repayment of oil-prepurchased debt                                     21        41         62         82           21           43             64      85      19      39        58      77
       Non-oil revenue                                                                     165        277        426      570            139          287         442        621    204     378        559     719
         Direct taxes                                                                        61       100        152      200             44           96         149        211      68    137        205     267
         Taxes on goods and services                                                         77       127        193      255             59          127         195        269      99    179        256     303
         Customs Receipts                                                                    24        45         73      103             26           51             80     106      28      50        81     112
         Non-tax revenue                                                                      3          5         8         12             9          13             18      35       8      13        17      37
     Grants                                                                                   4        39         96      100               0           0              2      15      10      14        17      37
""
"Expenditure and net lending                                                                343        708       1,033   1,393            351          685        1065       1477    409     804       1266    1590"
"Current expenditure                                                                        300        607        866    1,179            320          613         915       1232    338     631        966    1267"
         Wages                                                                               84       169        256      352             82          167         266        370      94    196        296     379
         Other primary current expenditure                                                 198        405        555      748            186          364         557        763    169     342        561     742
            Goods and services                                                               60       104        126      157             52          119         150        174      53    111        159     185
            Transfers                                                                      123        231        337      473             99          182         329        483    103     201        351     466
"                  Social transfers (Lisungi, COVID-19 and other)                             …           0         0          0            …            0             21      86      23      45        68      91"
                      Traditional Transfers                                                103        198        272      379             75          138         239        275      58    111        215     285
                      Transfers paid with crude oil barrels                                  17        27         55         82           24           44             66      85      19      39        58      77
            Common charges                                                                   12        40         49         58           20           40             50      60      11      26        43      62
                                                       1
              Annex budgets and special Accounts                                              2        31         43         60           15           22             29      46       2       4         8      29
         Interest                                                                            18        33         55         80           52           82             93      99      75      93      109     146
            Domestic                                                                          2        10         17         35           12           28             32      33      13      20        28      60
            External                                                                         16        23         38         45           40           54             61      67      62      73        81      87
Capital expenditure                                                                          43       100        167      214             31           72         150        244      71    173        300     323
         Domestically financed                                                               27        57         90      119             27           68         112        131      39      86       138     155
         Externally financed                                                                 16        43         77         95             4           4             38     113      31      87       162     168
Non-oil primary balance2                                                                  -156       -358       -455     -644           -160         -316        -528       -741    -120    -319      -581    -688
Basic primary balance                                                                        62       -24          5          2            -8          70         155       302     163     243       352     514
Basic non-oil primary balance3                                                            -144       -354       -475     -649           -156         -312        -492       -643     -99    -245      -436    -557
     - excluding oil-related transfers 4                                                  -127       -327       -420     -566           -133         -268        -426       -557     -80    -207      -378    -480
Primary balance                                                                              50       -28         25          7          -12           67         119       204     142     170       208     382
"Overall balance, payment order basis                                                          0          0         0          0             0           0              0       0       0       0         0       0"
      Excluding grants                                                                       28      -100       -127     -172            -64          -16             25      90      56      63        81    199
      Including grants                                                                       32       -61        -31       -73           -64          -16             26    105       67      77        98    236
Change in arrears                                                                            14        16         27         29             1           2              2       2       0       0         0       0
      External5                                                                              14        16         27         29             1           2              2       2       0       0         0       0
                  6
      Domestic                                                                                0          0         0          0             0           0              0       0       0       0         0       0
"Overall balance, cash basis                                                                  46       -45          -4      -44           -64          -14             28    107       67      77        98    236"
""
Financing                                                                                 -138        -93       -322     -280            -44           -1        -371       -105    -196    -371      -586    -236
