V1
SENEGAL
""
""
""
"                       Table 4. Senegal: Government and FSE Financial Operations, 2015–231"
                                                                                    (Billions of CFAF)
""
                                                                                2015          2016                 2017                    2018     2019         2020        2021        2022        2023
""
                                                                                       Act.               EBS/ 7/127 2        Prel.                               Projections
""
                                                                                                                                       (CFAF billions)
""
" Revenue                                                                           2,026       2,335              2,415       2,377       2,598          2,841    3,122         3,403     3,728       4,047"
"   Taxes                                                                           1,597       1,789              1,977       1,876       2,146          2,342    2,579         2,812     3,086       3,352"
"     Taxes on income, profits, and capital gains                                     435         513                552         559         648            687      757           825       901         978"
     Taxes on payroll and workforce                                                   20          17                 23          14          10             32       32            35        38          41
     Taxes on property                                                                31          30                 32          34          52             44       48            52        55          59
"     Taxes on goods and services                                                     855         960                972         904       1,027          1,143    1,299         1,417     1,566       1,700"
     Taxes on international trade and transactions                                   228         235                261         266         310            306      332           363       396         430
     Other taxes                                                                      27          34                138          99          98            130      111           121       132         144
   Grants                                                                            232         244                250         264         274            291      317           343       371         401
     Budget                                                                           31          38                 35          49          37             51       56            61        66          72
     Projects                                                                        201         206                215         215         237            240      261           282       305         329
   Other revenue                                                                     197         302                188         236         178            208      227           247       270         293
" Expenditure                                                                       2,413       2,704              2,764       2,739       3,074          3,271    3,595         3,927     4,301       4,665"
"   Expense                                                                         1,504       1,613              1,565       1,679       1,886          2,001    2,195         2,352     2,586       2,802"
"     Compensation of employees                                                       526         572                586         600         683            743      809           882       963       1,046"
     Use of goods and services                                                       384         322                344         326         316            335      381           432       472         513
     Interest                                                                        160         188                223         234         263            306      347           369       394         417
       Foreign                                                                       126         140                168         178         222            257      291           309       337         367
       Domestic                                                                       34          48                 54          56          41             48       56            60        57          51
       Subsidies                                                                       51            52              45         43          129           143       103             48          57          62
        of which: subsidies to SENELEC financed by FSE                                  0            20                  0       0           18             9           0           0           0           0
        of which: SENELEC from budget                                                   0            0                   0       0           52            78           58          0           0           0
      of which: Fuel subsidies                                                          0            14                  0       0           14            12           0           0           0           0
    Grants (current excl. FSE)                                                       216         284                244         190         248            261      286           311       337         366
    Social benefits                                                                   60           6                  5           7           7             15       31            50        80          91
    Other expense                                                                    108         189                118         280…        240            199      238           259       283         308
"  Net acquisition of nonfinancial assets                                             909       1,091              1,199       1,059       1,188          1,270    1,400         1,575     1,715       1,863"
 Net lending/borrowing (Overall balance)                                            -387        -369               -349        -362        -476           -431     -472          -524      -573        -618
""
 Transactions in financial assets and liabilities (Financing)                       -387        -369              -349        -362         -476          -431      -472         -524       -573        -618
   Net acquisition of financial assets                                              -100         -58               145          24          113          -113        10           10         10          10
    Domestic                                                                        -145         -58               145          24          113          -113        10           10         10          10
      Currency and deposits                                                         -128         -89               145          24          113          -113        10           10         10          10
      Debt securities                                                                 13           0                 0           0            0             0         0            0          0           0
      Loans                                                                            0           0                 0           0            0             0         0            0          0           0
      Other accounts receivable                                                      -29          31                 0           0            0             0         0            0          0           0
    Foreign                                                                           45           0                 0           0            0             0         0            0          0           0
   Net incurrence of liabilities                                                     287         311               494         386          589           317       482          534        583         628
    Domestic                                                                         -56        -162              -312        -334         -338             9         9           51         62         104
      IMF and SDRs                                                                   -19         -21               -20         -20          -31           -22        -4            0          0           0
      Debt securities (net)                                                           33         125               -88         -88         -183            79        63           89         87         129
      Loans                                                                          -14         -50               -55         -55          -48           -49       -50          -38        -25         -25
      Other accounts payable3                                                        -56        -216              -150        -172          -75             0         0            0          0           0
     Foreign                                                                         343         473               806         720          927           309       473          483        522         524
"      Debt securities (net)                                                          161         312               569         461        1,001            17       162          356        227         203"
         T-bills and bonds issued in WAEMU                                           161         312               -72        -181         -184            17       162          225        227         203
"         Eurobond                                                                      0           0               641         641        1,185             0         0          131          0           0"
      Loans                                                                          181         162               236         259          -74           291       311          127        295         321
         Program loans                                                                68          73                73          80           63            67        72           72         72          72
         Project loans                                                               211         220               305         241          280           294       309          324        340         357
         Nonconcessional loans                                                         0          15                 0          88            0            60        60           60         60          60
         Other                                                                       -98        -147              -142        -150         -417          -129      -129         -329       -177        -168
      Other accounts payable                                                           0           0                 0           0            0             0         0            0          0           0
 Errors and omisions                                                                   0           0                 0           0            0             0         0            0          0           0
 Memorandum items:
     Total Financing (deficit +nonbudgetary additional borrowing)                      …         585                499         534         551         431         472         524         573         618
"     Change in net worth: Transactions                                               522         722                850         697         712         839         928       1,051       1,142       1,245"
"     Net lending /borrowing (excluding grants)                                       522         722                850         697         712         839         928       1,051       1,142       1,245"
"     Nominal GDP                                                                  10,509      11,252              9,528      12,265      13,407      14,576      15,860      17,298      18,880      20,506"
 Sources: Ministry of Finance; and IMF staff estimates and projections.
 1
     Government Finance Statistics Manual (http://www.imf.org/external/pubs/ft/gfs/manual/).
 2
"     Uses GDP with base year 1999. Other columns in the table use the recently rebased GDP with base year 2014, which is approximately 30 percent higher."
 3
"   Starting in 2016, Treasury operations to finance (i) Post office operations (Poste and Poste Finance), (ii) pensions (Fonds National de Retraites), and (iii)"
 reduction of stock of comptes de depots.
""
""
""
""
26       INTERNATIONAL MONETARY FUND
