V1
SENEGAL
""
""
""
"                        Table 4. Senegal: Government and FSE Financial Operations, 2015–221"
                                                                               (Billions of CFAF)
""
                                                                                            2015          2016        2017       2018        2019        2020        2021        2022
                                                                                                   Act.                                        Projections
""
                                                                                                                                 (CFAF billions)
"     Revenue                                                                                  2,026        2,335       2,415       2,665      2,904       3,171       3,458       3,769"
"       Taxes                                                                                  1,597        1,789       1,977       2,212      2,407       2,639       2,882       3,143"
"         Taxes on income, profits, and capital gains                                            435          513         552         613        682         754         821         894"
         Taxes on payroll and workforce                                                          20           17          23          23         25          25          27          29
         Taxes on property                                                                       31           30          32          52         57          62          67          73
"         Taxes on goods and services                                                            855          960         972       1,145      1,232       1,344       1,465       1,600"
         Taxes on international trade and transactions                                          228          235         261         285        305         332         361         393
         Other taxes                                                                             27           34         138          94        107         123         141         153
       Grants                                                                                   232          244         250         284        300         322         349         377
         Budget                                                                                  31           38          35          47         60          61          66          72
         Projects                                                                               201          206         215         237        240         261         282         305
       Other revenue                                                                            197          302         188         169        196         209         228         248
"     Expenditure                                                                              2,413        2,704       2,764       3,031      3,242       3,541       3,857       4,200"
"       Expense                                                                                1,504        1,613       1,565       1,673      1,737       1,913       2,076       2,265"
         Compensation of employees                                                              526          572         586         633        671         727         778         847
         Use of goods and services                                                              384          322         344         386        396         431         469         497
         Interest                                                                               160          188         223         221        233         249         250         270
           Foreign                                                                              126          140         168         172        187         206         203         223
           Domestic                                                                              34           48          54          49         46          43          47          48
           Subsidies2                                                                              51            52      45             45          44          46          48          57
             of which: subsidies to SENELEC financed by FSE                                        0             20          0          0           0           0           0           0
             of which: SENELEC from budget                                                         0             0           0          0           0           0           0           0
             of which: Fuel subsidies                                                              0             14          0          0           0           0           0           0
        Grants (current excl. FSE)                                                              216          284         244         248        261         286         311         337
        Social benefits                                                                          60            6           5           7         10          24          40          67
        Other expense                                                                           108          189         118         133        122         150         179         190
"      Net acquisition of nonfinancial assets                                                    909        1,091       1,199       1,359      1,506       1,628       1,780       1,935"
     Net lending/borrowing (Overall balance)                                                   -387         -369        -349        -367       -339        -371        -398        -431
""
     Transactions in financial assets and liabilities (Financing)                              -387         -369       -349         -367       -339        -371        -398        -431
       Net acquisition of financial assets                                                     -100          -58        145         -145         10          10          10          10
        Domestic                                                                               -145          -58        145         -145         10          10          10          10
          Currency and deposits                                                                -128          -89        145         -145         10          10          10          10
          Debt securities                                                                        13            0          0            0          0           0           0           0
          Loans                                                                                   0            0          0            0          0           0           0           0
          Other accounts receivable                                                             -29           31          0            0          0           0           0           0
        Foreign                                                                                  45            0          0            0          0           0           0           0
       Net incurrence of liabilities                                                            287          311        494          222        349         381         408         441
        Domestic                                                                                -56         -162       -312         -121        -69          21          63          74
          IMF and SDRs                                                                          -19          -21        -20          -19        -13          -3           0           0
          Debt securities (net)                                                                  33          125        -88           21         -7          74         101          99
          Loans                                                                                 -14          -50        -55          -48        -49         -50         -38         -25
                                     3
          Other accounts payable                                                                -56         -216       -150          -75          0           0           0           0
         Foreign                                                                                343          473        806          344        417         360         345         367
          Debt securities (net)                                                                 161          311        569           57        122          14          53          -1
             T-bills and bonds issued in WAEMU                                                  161          311        -72           57        122          14          53          -1
             Eurobond                                                                             0            0        641            0          0           0           0           0
          Loans                                                                                 181          162        236          286        295         345         292         368
             Program loans                                                                       68           74         73           66         70          76          76          76
             Project loans                                                                      211          220        305          325        341         358         376         415
             Nonconcessional loans                                                                0           15          0           60         51          46         295          18
             Other                                                                              -98         -147       -142         -165       -168        -135        -455        -141
          Other accounts payable                                                                  0            0          0            0          0           0           0           0
     Errors and omisions                                                                          0            0          0            0          0           0           0           0
     Memorandum items:
         Total Financing (deficit +nonbudgetary additional borrowing)                             …          585         499         442        339         371         398         431
"         Change in net worth: Transactions                                                      522          722         850         992      1,167       1,258       1,382       1,504"
"         Net lending /borrowing (excluding grants)                                              522          722         850         992      1,167       1,258       1,382       1,504"
"         Nominal GDP                                                                          8,082        8,722       9,528      10,390     11,311      12,317      13,414      14,608"
     Sources: Ministry of Finance; and IMF staff estimates and projections.
     1
         Government Finance Statistics Manual (http://www.imf.org/external/pubs/ft/gfs/manual/).
     2
"         On projections, subsidies do not reflect reclassification changes, which will be done during the mission."
     3
"      Starting in 2016, Treasury operations to finance (i) Post office operations (Poste and Poste Finance), (ii) pensions (Fonds National de Retraites),"
     and (iii) reduction of stock of comptes de depots.
""
""
""
""
22         INTERNATIONAL MONETARY FUND
