V1
                                                                                                                                INDONESIA
""
""
""
"                Table 6. Indonesia: Summary of Central Government Operations, 2014–18"
"                                         (In percent of GDP, unless otherwise indicated)"
""
                                                                        2014        2015       2016            2017                    2018
                                                                                                             Proj.  Revised         Proj.   Budget
                                                                                                                     Budget
""
Revenues and grants                                                      14.7       13.1         12.5        12.0       12.8         12.2        12.8
    Of which: tax revenues                                               10.9       10.8         10.4         9.8       10.8         10.0        10.9
  Oil and gas revenues                                                    2.9        1.1          0.7         0.9        0.8          0.9         0.8
    Tax revenues                                                          0.8        0.4          0.3         0.3        0.3          0.4         0.3
    Nontax revenues                                                       2.1        0.7          0.4         0.5        0.5          0.6         0.5
  Non-oil and gas revenues                                               11.7       11.9         11.8        11.2       11.9         11.3        12.0
    Tax revenues                                                         10.0       10.3         10.1         9.5       10.5          9.6        10.6
      Income tax                                                          4.3        4.8          5.1         4.4        5.5          4.4         5.5
        Of which : tax amnesty                                                                    0.9         0.2         …            …          0.0
      VAT                                                                 3.9        3.7          3.3         3.4        3.5          3.6         3.6
      Other                                                               1.8        1.9          1.7         1.7        1.6          1.7         1.5
    Nontax revenues                                                       1.7        1.5          1.7         1.7        1.4          1.7         1.3
  Grants                                                                  0.0        0.1          0.1         0.0        0.0          0.0         0.0
Expenditure and net lending                                              16.8       15.7         15.0        14.7       15.7         14.7        15.0
  Current expenditure                                                     9.1        7.6          7.5         7.7        8.1          7.8         8.0
    Personnel                                                             2.3        2.4          2.5         2.5        2.5          2.5         2.5
    Subsidies                                                             3.7        1.6          1.4         1.3        1.2          1.1         1.1
      Of which : energy subsidies                                         3.2        1.0          0.9         0.7        0.7          0.7         0.6
        Fuel                                                              2.3        0.5          0.4         0.3        0.3          0.3         0.3
        Electricity                                                       1.0        0.5          0.5         0.4        0.3          0.4         0.3
    Interest                                                              1.3        1.4          1.5         1.6        1.6          1.6         1.6
    Other                                                                 1.8        2.1          2.2         2.3        2.8          2.6         2.9
  Development expenditure                                                 2.3        2.7          1.8         1.4        1.9          1.8         1.8
    Capital spending                                                      1.4        1.9          1.4         1.0        1.5          1.2         1.2
    Social assistance spending 1/                                         0.9        0.8          0.4         0.4        0.4          0.5         0.5
  Transfers to local governments                                          5.4        5.4          5.7         5.6        5.6          5.2         5.2
    Of which : transfers for infrastructure 2/                            0.3        0.3          0.8         1.7        1.8          1.5         1.5
Overall balance                                                          -2.1       -2.6         -2.5        -2.7       -2.9         -2.5        -2.2
Financing                                                                 2.1        2.6          2.5         2.7        2.9          2.5         2.2
Memorandum items:
  Net issuance of government securities (in trillions of rupiah)          274        367        408          436         467         451          415
  SOE recapitalization and land acquisition (in trillions of rupiah)        …         65         91           60          60          66           66
  Primary balance (percent of GDP)                                        -0.9       -1.2       -1.0         -1.0        -1.3        -0.9         -0.6
  Cyclically-adjusted primary balance (percent of GDP)                    -1.0       -1.3       -1.0         -1.0          …         -0.8           …
  Capital spending and transfers (percent of GDP) 3/                       1.7        2.2        2.2          2.7         3.3         2.8          2.8
  General government debt (percent of GDP)                               24.7       27.4       28.3         29.0           …        29.5            …
  Indonesian crude oil price (US$ per barrel)                            96.5       49.2       40.2         49.5        45.0        55.9         48.0
  Oil production (thousands of barrels per day)                           794        800        820          815         815         800          800
"  Nominal GDP (in trillions of rupiah)                                 10,570     11,532     12,407       13,604      13,604      14,852       14,852"
""
Sources: Data provided by the Indonesian authorities; and IMF staff estimates and projections.
""
1/ Some social assistance spending was reclassified to other expenditure in 2016.
"2/ Special purpose transfers (DAK) for physical infrastructure and Village Fund transfers. Starting 2017, 25 percent of general transfer and"
revenue
3/         capitalisspending
        sharing
   Sum of            included.and transfers for infrastructure.
""
""
""
""
                                                                                            INTERNATIONAL MONETARY FUND                     39
