V1
IRAQ
""
""
""
"                                             Table 3. Iraq: Central Government Fiscal Accounts, 2019–27"
                                                                   (In percent of GDP)
                                                                                                                                                                  Est.                                    Projections
                                                                                                                 2019             2020         2021             2022              2023            2024           2025            2026           2027
""
     Revenues and grants                                                                                          35.9            31.3         36.6              41.0              45.4            43.4           40.9            38.5           36.6
      Revenues                                                                                                    35.9            31.3         36.6              41.0              45.4            43.4           40.9            38.5           36.6
        Oil                                                                                                       33.4            28.3         32.3              38.9              42.8            40.6           38.0            35.5           33.5
          Crude oil export revenues                                                                               33.1            27.2         31.5              38.5              41.2            39.1           36.5            34.1           32.2
          Transfers from oil-related public enterprises                                                            0.1              0.7          0.5               0.1               1.3            1.2             1.2            1.1               1.1
          Tax on oil company profits                                                                               0.2              0.4          0.3               0.2               0.3            0.3             0.3            0.3               0.3
        Non-oil                                                                                                    2.5              3.0          4.4               2.1               2.6            2.8             2.9            3.0               3.0
          Tax revenues                                                                                             1.2              2.0          1.2               1.0               1.1            1.1             1.2            1.2               1.3
                Direct taxes                                                                                       0.7              1.3          0.8               0.6               0.8            0.9             0.9            0.9               1.0
                Indirect taxes                                                                                     0.6              0.7          0.4               0.3               0.3            0.3             0.3            0.3               0.3
          Non-tax revenues                                                                                         1.2              1.0          2.9               0.9               1.3            1.3             1.5            1.5               1.5
      Grants                                                                                                       0.0              0.0          0.0               0.0               0.0            0.0             0.0            0.0               0.0
""
     Expenditures                                                                                                 35.0            45.2         37.0              34.7              39.3            41.1           43.0            44.4           45.7
      Current expenditures                                                                                        28.1            37.5         30.1              25.3              30.4            32.0           33.7            34.9           36.1
              Salary and pension                                                                                  18.5            26.5         19.2              14.6              17.8            18.6           19.7            20.4           21.2
                Salary                                                                                            14.7            19.9         14.3              11.0              13.9            14.4           15.2            15.7           16.4
                Pensions                                                                                           3.8              6.6          4.9               3.7               3.9            4.2             4.6            4.7               4.8
              Goods and services                                                                                   3.9              4.3          4.5               4.5               6.7            7.1             7.4            7.7               8.0
              Transfers                                                                                            4.1              4.8          5.0               5.2               5.3            5.7             6.0            6.3               6.5
                o/w to SOEs                                                                                        0.7              0.9          0.7               0.5               0.5            0.5             0.6            0.6               0.6
              Interest payments                                                                                    1.1              1.3          0.5               0.9               0.7            0.6             0.5            0.5               0.5
                                 1/
              War reparations                                                                                      0.4              0.7          1.0               0.0               0.0            0.0             0.0            0.0               0.0
      Investment expenditures                                                                                      7.0              7.6          6.9               9.4               8.9            9.2             9.4            9.5               9.6
        Non-oil investment expenditures                                                                            2.2              2.9          4.2               5.9               4.4            4.7             4.9            5.1               5.3
        Oil investment expenditures                                                                                4.8              4.7          2.7               3.5               4.5            4.5             4.4            4.4               4.3
""
     Fiscal balance                                                                                                0.8            -13.9         -0.4               6.3               6.1            2.3            -2.1           -5.9               -9.2
""
