V1
                                                                                                                              GREECE
""
""
""
"  Table 6. Greece: General Government Financing Requirements and Sources, 2017–23"
                                  (Billions of euros)
                                                            2017       2018        2019       2020      2021       2022      2023
""
                                                            Act.                               Proj.
""
Gross borrowing need                                        25.8        39.0        15.7       15.6      15.7      16.4       24.8
   Overall balance                                          -2.0        -2.1        -1.0       -1.7      -2.0      -1.9       -1.1
      Primary deficit                                       -7.5        -6.5        -6.6       -6.8      -7.2      -7.3       -6.5
      Interest payments (cash)                               5.5         4.4         5.5        5.1       5.1       5.4        5.4
   Amortization                                             28.5        18.9        26.1       19.4      19.7      24.2       26.1
      Short-term (T-bills)                                  14.3        14.3        14.3       14.3      14.3      14.3       14.3
      Medium and long-term (non-official)                   11.4         2.8         9.7        2.3       1.0       5.3        5.9
         ECB holdings                                        5.3         1.9         5.8        1.4       0.0       1.3        0.0
      Official creditors                                     2.7         1.8         2.1        2.8       4.4       4.6        5.8
         IMF                                                 0.7         1.8         2.1        2.1       2.1       1.9        1.3
         GLF/EFSF/ESM                                        2.0         0.0         0.0        0.7       2.3       2.6        4.5
   Other                                                    -0.6        22.2        -9.4       -2.1      -1.9      -5.9       -0.1
      Arrears clearance                                      3.0         4.0         0.0        0.0       0.0       0.0        0.0
      Privatization                                         -3.3        -1.2        -1.1       -0.5      -0.1      -0.1       -0.1
        o/w CoCo repayment                                  -2.0         0.0         0.0        0.0       0.0       0.0        0.0
      ECB related income (SMP/ANFA)                         -0.3        -0.3        -1.5       -1.4      -1.4      -1.3       -0.1
      Cash buffer: replenishment (+) / drawdown (-)          2.1        19.7        -6.9       -0.3      -0.5      -4.5        0.0
""
Gross financing sources                                     25.8        39.0        15.7       15.6      15.7      16.4       24.8
   Market access                                            17.3        17.3        15.7       15.5      15.7      16.4       24.8
      Short-term (T-bills)                                  14.3        14.3        14.3       14.3      14.3      14.3       14.3
      Medium and long-term                                   3.0         3.0         1.3        1.2       1.4       2.1       10.5
   Official financing                                        8.5        21.7         0.0        0.0       0.0       0.0        0.0
      ESM 1/                                                 8.5        21.7         0.0        0.0       0.0       0.0        0.0
      IMF                                                    0.0         0.0         0.0        0.0       0.0       0.0        0.0
""
Financing gap                                                0.0         0.0         0.0        0.0       0.0        0.0       0.0
""
Memo item:
Deposit stock 2/                                            21.4        41.1        34.2       33.9      33.4      28.9       28.9
 Sources: Ministry of Finance; and IMF staff projections.
 1/ Includes committed disbursements of €15 billion in Q3 2018.
 2/ The total stock of general government deposits consists of the stock of state government deposits (€16.4 billion) and general
 government entities' deposits (€14.2 billion) in the BOG and commercial banks as of end-May 2018.
""
""
""
""
                                                                                       INTERNATIONAL MONETARY FUND                   33
