V1
                                                                                                                                                                               NIGER
""
""
""
"                    Table 3. Niger: Financial Operations of the Central Government, 2020–27"
                                                (In percent of GDP)
""
                                                                2020      2021                 2022                            2023                2024        2025    2026    2027
                                                                                    2021 ECF     1st                2021 ECF     1st
                                                                                                         Proj.                           Proj.                  Projections
                                                                                    Request    Review               Request    Review
""
""
Total revenue                                                    10.8     10.8        11.5      11.8     11.7         12.7      13.0     12.8       14.8       14.9    15.0    15.2
  Of which: cash revenue                                         9.9      10.3          …        …         …           …         …         …          …          …       …       …
 Tax revenue                                                     9.6      10.1        10.7      11.0     10.7         11.7      12.0     11.7       13.7       13.6    13.8    14.0
  International trade                                            2.7       2.7         3.0       3.0      2.5          2.9       3.2      2.7        3.0        3.1     3.1     3.1
  Goods and services                                             3.4       3.8         4.4       4.3      4.2          4.8       4.7      4.6        5.6        5.4     5.5     5.7
  Income                                                         2.4       2.5         2.2       2.6      3.0          2.8       3.0      3.3        4.0        3.9     4.0     4.0
  Other                                                          1.0       1.0         1.1       1.1      1.0          1.2       1.1      1.0        1.1        1.2     1.2     1.2
 Nontax revenue                                                  0.9       0.6         0.6       0.6      0.8          0.8       0.8      0.9        1.0        1.1     1.1     1.0
Special accounts revenue                                         0.2       0.2         0.2       0.2      0.2          0.2       0.2      0.2        0.2        0.2     0.2     0.2
""
Total expenditure and net lending                                22.4     24.3        22.7      24.3     24.8         22.1      23.2     23.1       23.6       22.6    22.7    22.9
 Of which: domestically financed                                 15.3     16.7        15.8      17.0     17.7         16.0      16.5     17.0       17.8       16.7    16.8    17.0
" Of which: domestically financed, cash                           14.4     16.1          …         …        …            …         …        …          …          …       …       …"
 Total current expenditure                                       10.3     10.7        10.4      10.6     11.0         10.6      10.8     10.2       10.7       10.5    10.6    10.7
   Budgetary expenditure                                          9.9     10.5        10.1      10.3     10.7         10.3      10.5     9.9        10.5       10.3    10.3    10.5
    Wages and salaries                                            3.8      3.8         3.7       3.8      3.7          3.8       3.9      3.5        3.8        3.8     3.8     3.8
    Goods and services                                            1.7      1.6         1.6       1.6      1.6          1.6       1.6      1.4        1.5        1.5     1.5     1.6
    Transfers and subsidies                                       3.4      3.9         3.7       3.7      4.2          3.7       3.6      3.9        3.9        3.6     3.6     3.7
    Interest                                                      1.0      1.1         1.1       1.2      1.2          1.2       1.3      1.1        1.2        1.3     1.4     1.4
       Of which: external debt                                   0.4       0.5         0.4       0.4      0.4          0.4       0.4     0.5         0.4        0.3     0.2     0.2
    Adjustments to fiscal expenditure                             0.0      0.0         0.0       0.0      0.0          0.0       0.0      0.0        0.0        0.0     0.0     0.0
                                  1
   Special accounts expenditure                                   0.4      0.2         0.3       0.3      0.3          0.3       0.3      0.3        0.3        0.3     0.3     0.3
