V1
INDONESIA
"Table 6. Indonesia: Summary of Central Government Operations, 2015-21"
"(In percent of GDP, unless otherwise indicated)"
2015           2016              2017              2018              2019              2020           2021
Est.            Proj.
Revenues and grants                                                    13.1       12.5         12.3         13.1         12.4         10.3       10.3
Of which: tax revenues                                                                                                        10.8                10.4                      9.9                    10.3                      9.8                      8.1                  8.5
Oil and gas revenues                                                                                1.1             0.7                1.0               1.4               1.1                0.6             0.6
Tax revenues                                                                                           0.4             0.3                0.4                0.4                0.4                0.2             0.3
Nontax revenues                                                                                      0.7             0.4                0.6                1.0                0.8                04             0.3
Non-oil and gas revenues                                                                                         11.9              11.8                 11.2                 11.6                 11.2                   9.6               9.6
Tax revenues                                                                                                                                                          10.3                    10.1                            9.5                           9.8                           9.4                           79                      8.2
Income tax                                                                                                                  48                5.1                    44                    4.6                    45                    3.5                3.8
Of which : tax amnesty                                                                                    we               0.9                  0.2                    we                    we                    wee                 ve
VAT                                                                                                            3.7              3.3                 3.5                 3.6                 3.4                 2.8              3.0
Other                                                                                                                                                    1.9                    1.7                        1.6                        1.6                        1.5                        1.5                    1.4
Nontax revenues                                                                                      1.5             1.8                1.7                1.8                1.8                1.7             1.5
Grants                                                                                                              0.1              0.1                 0.1                 0.1                 0.0                 0.1              0.1
Expenditure and net lending                                                                                                         15.7                15.0                    14.8                    14.8                    14.6                    16.0                16.2
Current expenditure                                                                                                 7.6               7.5                  74                  7.9                  7.6                  8.9               8.9
Personnel                                                                                                       24              2.5                 2.3                 2.3                 2.4                 2.4              2.2
Subsidies                                                                                                       1.6              1.4                 1.2                 1.5                 1.3                 1.2              1.1
Of which: energy subsidies                                                                                 1.0               0.9                  0.7                   1.0                  0.9                  0.7               0.6
Fuel                                                                                                          0.5              0.4                 0.3                 0.7                 0.5                 0.3              0.2
Electricity                                                                                                 0.5              0.5                 0.4                 0.4                 0.3                 0.4              0.4
Interest                                                                                                                                                            1.4                     1.5                         1.6                         1.7                         1.7                         2.0                     2.0
Other                                                                                                            2.1              2.2                 2.2                 2.4                 2.2                 3.3              3.5
Development expenditure                                                                                       2.7               1.8                   1.9                   1.8                   1.9                  3.0               3.0
Capital spending                                                                                                   1.9               1.4                  1.5                   1.2                   1.2                   1.7               2.3
Social assistance spending 1/                                                               0.8            0.4              0.4              0.6              0.7               1.3            0.7
Transfers to local governments                                                                                5.4               5.7                  5.5                  5.1                   5.1                   4.1               43
Of which : transfers for infrastructure 2/                                                          0.3              0.8                 1.8                 1.7                 1.7                 1.3              1.4
Overall balance                                                                                                         -2.6              -2.5                 -2.5                 -1.7                 -2.2                 -5.7              -5.9
Memorandum items:
"Net issuance of government securities (in trillions of rupiah)                              367            408               442               358             1,142               750          1,066"
SOE recapitalization and land acquisition (in trillions of rupiah)                           65              91                 60                 66                 65                 16              65
Primary balance (percent of GDP)                                                                        -1.2             -1.0                -0.9                  0.0                -0.5                -3.7             -4.0
Cyclically-adjusted primary balance (percent of GDP)                                       -1.3            -1.0               -0.8                0.0               -0.4               -3.0            -3.4
Capital spending and transfers (percent of GDP) 3/                                            2.2              2.2                3.3                2.9                2.9                3.0             3.7
General government debt (percent of GDP)                                                        27.0             28.0                29.4                30.4                30.6                35.7            40.1
Indonesian crude oil price (US$ per barrel)                                                    49.2           40.2              51.2              67.5              62.4              41.2           52.5
Oil production (thousands of barrels per day)                                                      800             820                 815                 810                 805                 710             707
"Nominal GDP (in trillions of rupiah)                                                                                11,526           12,402               13,590               14,838               15,834               15,841            16,939"
Sources: Data provided by the Indonesian authorities; and IMF staff estimates and projections.
1/ Some social assistance spending was reclassified to other expenditure in 2016.
"2/ Special purpose transfers (DAK) for physical infrastructure and Village Fund transfers. Starting 2017, 25 percent of general transfer and revenue sharing is included."
3/ Sum of capital spending and transfers for infrastructure.
40 INTERNATIONAL MONETARY FUND
