V1
PHILIPPINES
"Table 2. Philippines: National Government Cash Accounts, 2015-20"
"(In percent of GDP, unless otherwise indicated)"
2015                 2016                2017                 2018                2019                2020
Proj.                  Proj.
Revenue and grants                                                                    15.8                    15.2                    15.6                    16.3                    16.5                    16.7
Tax revenue                                                                                 13.6                    13.7                     14.2                     14.7                     15.0                    15.3
Net income and profits                                           6.4                 6.4                 6.5                 5.9                 6.0                 6.0
Excises                                                                                                       14                           14                           1.7                          2.2                          2.3                          24
VAT                                                                                   4.2                    4.2                    44                    44                    4.1                     43
Tariffs                                                                                0.4                    04                    0.4                    0.5                    0.7                    0.7
Other 1/                                                                            1.2                    1.2                     1.2                    17                     1.8                    1.9
Nontax revenue                                                         1.7                 1.5                 14                 1.5                 1.5                 14
Expenditure and net lending                                                            16.7                       17.6                       17.9                       19.6                       19.2                       19.9
Current expenditures                                                                    13.4                      13.2                      13.4                      14.0                      14.2                      14.4
Personnel services                                               5.0                5.0                5.1                 5.7                5.9                6.0
Maintenance and operations                                      3.0                  2.9                  2.9                  3.0                  3.0                  3.0
Allotments to LGUs                                                 2.3                  24                 2.5                  24                 24                 2.6
Subsidies                                                                          0.6                    0.7                    0.8                    0.8                    0.7                    0.7
Tax expenditure                                                               0.1                     0.1                     0.1                     0.1                     0.1                     0.1
Interest                                                                             2.3                    2.1                     2.0                    2.0                    2.0                    2.0
Capital and equity expenditure                                        3.3                   43                   45                   5.5                   5.0                   5.5
Capital expenditure                                                3.3                 4.2                 45                 5.5                 49                 5.5
Equity                                                                               0.0                    0.1                     0.0                    0.0                    0.0                    0.0
Net lending                                                                  0.1                  0.1                  0.0                  0.0                  0.0                  0.0
Balance                                                                                  -0.9                   -24                   -2.2                   -3.3                   -2.7                   -3.2
On the authorities’ presentation 2/                               -0.9                 -2.4                 -2.2                 -3.2                 -2.7                 -3.2
Financing                                                                                                                      14                             24                             2.2                             3.3                              2.7                              3.2
External financing (net)                                          0.1               -0.2               0.2                1.1                1.0               0.8
Domestic financing (net)                                              2.0                 0.3                  3.2                  1.9                 2.3                  2.5
Change in cash (negative=accumulation)                     -1.1                  2.3                 -1.1                  0.2                 -0.5                 -0.1
Privatization                                                                         0.5                    0.0                    0.0                    0.1                     0.0                    0.0
Memorandum items:
Cyclically-adjusted primary balance 3/                         1.0                -0.4                -0.3                -1.3                -0.7                -1.2
Structural primary balance 3/                                       1.2                 -0.2                 -0.3                 -1.4                 -0.7                 -1.2
Gross financing requirement 4/                                       5.6                   7.6                    6.4                   75                    7.6                   8.3
National government gross debt 5/                             447                42.1                 42.1                 41.8                41.9                41.8
Domestic                                                                        29.2                  27.2                  28.1                   274                  27.9                  28.1
External                                                                                                        15.5                         14.9                         14.0                         144                         13.9                         13.7
"GDP (in billions of pesos)                                                   13,322               14,480               15,808               17,426               18,614               20,302"
Sources: Philippine authorities; and IMF staff projections.
"1/ Includes other percentage taxes, documentary stamp tax, and non-cash collections."
2/ Includes privatization receipts as revenue and excludes the operations of the Central Bank-Board of Liquidators.
"3/ In percent of potential GDP. Compared to the cyclically-adjusted balance, the structural balance also controls for the effect of"
cyclical fluctuations of the peso on revenue.
"4/ Defined as the sum of deficit, amortization of medium- and long-term debt, and the stock of outstanding short-term debt."
5/ Includes national government debt held by the bond sinking fund and excludes contingent/gquaranteed debt.
28 INTERNATIONAL MONETARY FUND
