V1
ECUADOR
""
""
""
                Table 4b. Ecuador: Operations of the Nonfinancial Public Sector (Net Accounting)
"                                    (Percent of GDP, unless otherwise indicated)"
                                                                                                            Prel.        Est.   Prog. 1/   Proj.      Prog. 1/                       Projections
                                                                             2014     2015       2016      2017        2018        2019      2019        2020      2020       2021        2022     2023         2024
""
 Revenue                                                                     38.4     33.6       30.3      32.0        36.1        34.7      34.2        37.3      36.2       35.5        34.9     34.9         34.9
" Oil revenue, net 2/                                                          10.7      6.5        5.4       5.6         8.0         7.1       7.1         7.9       7.6        7.6         7.2      7.2         7.2"
 Nonpetroleum revenue                                                         23.5     25.9      24.3       24.4        25.7       25.2       24.6       26.6       26.2       25.5        25.3     25.3        25.3
      Taxes                                                                   14.2     15.7      14.0       13.5        14.3       13.1       13.4       14.5       13.7       13.8        13.9     13.9        13.9
      Social security contributions 3/                                         4.6      5.1        4.7       5.2         5.2         5.1       5.6         5.1       5.6        5.6         5.6      5.6         5.6
      Other                                                                    4.7      5.1        5.5       5.7         6.2         6.9       5.6         7.0       6.9        6.1         5.8      5.8         5.8
 Operating surplus of public enterprises                                       4.1      1.1        0.6       2.0         2.4         2.4       2.4         2.8       2.4        2.4         2.4      2.4         2.4
      O/w profits of oil companies withheld for investment                     3.9      0.8        0.5       2.0         2.4         2.3       2.3         2.8       2.3        2.4         2.4      2.4         2.4
""
""
""
 Expenditure                                                                 43.6     39.7       38.6      36.5        37.3        35.0      35.3        34.1      35.5       33.8        33.3     33.2         33.2
     Primary expenditure                                                      42.6     38.2      37.0       34.4        34.9       32.4       32.7       31.3       32.5       30.9        30.7     30.7        30.7
      Current                                                                 27.5     26.3      25.1       25.1        28.2       26.3       26.9       25.3       26.3       25.3        25.4     25.4        25.3
          Wages and salaries                                                   9.3     10.0      10.0        9.9         9.9         9.7       9.8         9.0       9.5        9.2         9.2      9.2         9.2
          Purchases of goods and services                                      5.2      5.1        4.7       4.8         5.7         4.9       4.9         4.9       4.8        4.5         4.5      4.5         4.5
          Social security benefits 3/                                          3.6      4.3        4.7       4.8         5.0         5.1       5.2         5.1       5.2        5.3         5.3      5.3         5.3
