V1
GABON
""
""
""
"                                          Table 3b. Gabon: Central Government Accounts, 2016–24"
                                                                    (Percent of GDP; Billions of CFA francs)
""
                                                                            2016           2017            2018                           2019                  2020      2021       2022         2023          2024
""
                                                                                                                                 Third
                                                                                           Act.     Prog. 1/      Proj.                          Proj.          Proj.                    Proj.
                                                                                                                                Rev. 1/
""
""
                                                                                                                                      (Percent of GDP)
""
 Total revenue and grants                                                    17.1          16.4         18.2         16.9           18.4            18.8         18.8      19.0       18.9         19.1          19.0
  Revenue                                                                    17.1          16.4         18.2         16.9           18.4            18.8         18.7      19.0       18.9         19.1          19.0
""
       Oil revenue                                                            5.1           6.6          7.2          6.2            6.9             7.2          6.6       6.1        5.7          5.3           5.0
       Non-oil revenue                                                       12.0           9.8         11.0         10.6           11.5            11.6         12.0      12.9       13.3         13.7          14.0
          Tax revenue                                                        10.8           8.9          9.8          9.3           10.6            10.7         11.7      12.5       12.9         13.3          13.6
"            Taxes on income, profits, and capital gains                       3.6           3.1          3.5          3.2            4.0             4.0          4.6       4.9        5.0          5.1           5.2"
             Domestic taxes on goods and services                             2.7           1.9          2.0          1.6            2.8             2.8          3.0       3.3        3.4          3.7           3.8
             Taxes on international trade and transactions                    3.3           2.8          2.7          2.7            3.0             3.0          3.2       3.4        3.6          3.6           3.7
           Other non-oil taxes                                                1.2           1.0          1.6          1.8            0.8             0.8          0.9       0.9        0.9          0.9           0.9
           Non-tax revenue                                                    1.2           0.9          1.2          1.4            0.9             0.9          0.4       0.4        0.4          0.4           0.4
""
     Total expenditure and net lending                                       22.1          19.0         17.7         18.2           17.1            17.0         17.5      17.8       17.9         17.9          17.9
""
      Current expenditure                                                    17.0          15.6         13.5         13.6           13.1            13.0         12.4      12.9       12.9         12.9          12.8
        Wages and salaries                                                    8.8           8.5          7.4          7.5            6.7             6.8          6.4       6.5        6.7          6.8           6.9
        Goods and services                                                    3.0           1.9          1.5          1.5            1.6             1.6          1.6       1.7        1.7          1.7           1.7
        Interest payments                                                     2.3           2.5          2.5          2.4            2.6             2.4          2.3       2.7        2.6          2.5           2.3
        Transfers and subsidies                                               2.9           2.7          2.2          2.2            2.3             2.3          2.1       2.0        2.0          1.9           1.9
           o/w: oil subsidies                                                 0.3           0.4          0.2          0.3            0.0             0.0          0.0       0.0        0.0          0.0           0.0
      Capital expenditure                                                     4.9           1.5          2.7          2.6            3.7             3.2          5.0       4.9        5.0          5.0           5.1
          Domestically financed                                               2.0           0.8          0.9          0.9            1.9             1.3          2.1       2.2        2.4          2.5           2.5
          Foreign financed                                                    2.9           0.8          1.8          1.8            1.8             1.8          2.8       2.7        2.6          2.6           2.6
      Net lending                                                             0.3           0.9          1.0          1.1            0.3             0.4          0.0       0.0        0.0          0.0           0.0
      Road Fund (FER) and special funds                                       0.2           0.2          0.1          0.0            0.0             0.0          0.1       0.0        0.0          0.0           0.0
      Special accounts 2/                                                    -0.3           0.8          0.5          0.9            0.0             0.4          0.0       0.0        0.0          0.0           0.0
""
     Overall balance (commitment basis)                                      -5.0          -2.6           0.5         -1.3           1.3                 1.8      1.4       1.1        1.1          1.2           1.2
""
