V1
                                                                                                                                                               SOMALIA
""
""
""
"                           Table 2d. General Government Operations, 2019 and 2020 Q2   "
""
                                                                               (Percent of GDP)
                                                                                             2019                                                 2020
                                                                 Q1             Q2            Q3            Q4           Total              Q1           Q2       Total
""
Revenue and grants                                                    1.7             2.0           2.9          3.5             10.0       3.1          3.6       6.7
Revenue                                                               1.5             1.5           1.5          2.0              6.6       1.6          1.3       2.9
 Tax revenue                                                          1.2             1.3           1.2          1.4              5.1       1.1          1.0       2.1
"   Tax on income, profit, and capital gains                           0.0             0.1           0.0          0.1              0.2       0.0          0.1       0.1"
   Taxes on payroll and workforce 2/                                  n.a.           n.a.           n.a.         n.a.             0.0       0.0          0.1       0.1
   Taxes on property 2/                                               n.a.           n.a.           n.a.         n.a.             0.0       0.0          0.0       0.0
   Taxes on goods and services                                        0.4             0.4           0.3          0.3              1.4       0.3          0.2       0.5
   Taxes on international trade and transactions                      0.7             0.8           0.8          0.9              3.2       0.8          0.6       1.4
   Other taxes                                                        0.0             0.0           0.1          0.1              0.1       0.0          0.0       0.0
 Non-tax revenue                                                      0.7             0.4           0.7          0.8              2.6       0.5          0.3       0.9
Grants 3/                                                             0.2             0.5           1.4          1.4              3.5       1.5          2.3       3.8
 Bilateral                                                            0.0             0.0           0.6          0.2              0.8       0.0          0.2       0.2
 Multilateral                                                         0.2             0.5           0.8          1.3              2.7       1.3          1.9       3.3
""
Total expenditure 4/                                                  1.3             2.0           2.3          3.0              8.6       2.1          3.4       5.5
Current                                                               1.2             1.9           2.2          2.8              8.1       2.1          3.2       5.3
 Compensation of employees                                            0.8             1.2           1.4          1.6              5.1       1.3          1.6       3.0
 Use of goods and services                                            0.3             0.6           0.6          1.1              2.5       0.4          0.6       1.0
 Interest and other charges                                           0.0             0.0           0.0          0.0              0.0       0.0          0.1       0.1
 Subsidies                                                            0.0             0.0           0.0          0.0              0.0       0.0          0.0       0.0
 Transfers to sub-national governments & Banadir Region               0.0             0.0           0.0          0.0              0.0       0.0          0.0       0.0
 Social benefits                                                      0.0             0.0           0.0          0.0              0.0       0.0          0.4       0.4
 Other expenses                                                       0.0             0.0           0.0          0.0              0.0       0.0          0.0       0.1
 Contingency                                                          0.0             0.0           0.0          0.0              0.0       0.0          0.0       0.0
 Repayment of arrears and advances                                    0.0             0.0           0.0          0.0              0.0       0.0          0.0       0.0
Purchase of non-financial assets                                      0.1             0.1           0.2          0.2              0.5       0.0          0.2       0.2
Transfer to government deposits held abroad                           0.0             0.0           0.0          0.0              0.0       0.0          0.0       0.0
""
Overall fiscal balance                                                0.4             0.0           0.6          0.4              1.5       1.0          0.2       1.2
""
Sources: Somali authorities; and Fund staff estimates and projections.
1/ The numbers are based on preliminary reports from FMS and are subject to revision. The fiscal operations are recorded on a cash basis.
2/ Reporting on these categories commenced in 2020 reporting.
3/ Includes only donor support provided to the federal government through treasury accounts at the Central Bank of Somalia.
"4/ Advances and transfers to MDAs, and grants to other organizations not expensed are not included."
""
""
""
""
                                                                                                                  INTERNATIONAL MONETARY FUND                      23
