V1
                                                                                                                                                               KUWAIT
""
""
""
"                        Table 2b. Kuwait: Summary of Government Finance, 2014/15–2024/25"
                                                 (Percent of GDP)
                                                                                                                Est.                   Projections
                                                                            2014/15   16   17   18   19   20   21   22   23   24   25
                                                                                                                 (Percent of GDP)
Revenue (includes grants)                                                      67.4    52.3    52.8    58.9    60.9     58.6        58.0    58.7   57.2    55.8    54.6
  Taxes                                                                         1.0     1.4     1.7     1.4      1.3      1.3        1.5     3.1     3.6     3.5     3.5
  Other revenue                                                                66.4    50.9    51.2    57.5    59.6     57.2        56.5    55.6   53.6    52.3    51.0
    Oil and gas                                                                51.9    35.4    34.5    38.0    43.7     40.1        39.2    37.8   36.8    35.9    35.1
    Investment income and transfer of profits of public entities 1/            10.6    13.3    14.6    16.5    13.0     13.9        14.3    14.7   13.9    13.5    13.0
    Other 2/                                                                    3.9     2.2     2.0     3.0      2.9      3.1        3.1     3.0     3.0     2.9     2.9
""
Total expenditure 3/                                                           48.8    52.7    52.3    50.8    48.3     50.5        51.0    51.9   51.9    51.7    51.1
  Expense                                                                      43.3    45.0    44.2    42.6    40.6     42.3        42.6    43.3   43.4    43.1    42.7
    Compensation of employees                                                  13.1    17.1    19.6    18.1    16.8     17.9        18.1    18.7   19.1    19.3    19.4
    Purchases/use of goods & services                                           6.7     9.0     6.3     8.1      7.6      8.1        8.2     8.4     8.3     8.2     8.0
    Interest                                                                    0.1     0.1     0.1     0.4      0.7      0.7        0.9     1.1     1.3     1.5     1.6
    Subsidies and social benefits                                              17.6    14.0    13.2    12.8    12.7     12.6        12.5    12.2   11.9    11.6    11.2
          Subsidies                                                             5.7     5.0     4.7     4.1      4.5      4.2        4.1     4.0     3.9     3.9     3.8
          Social benefits                                                      11.9     9.0     8.6     8.7      8.2      8.5        8.4     8.2     8.0     7.7     7.4
             Payments to Social Security Fund                                   7.1     5.6     6.2     5.9      5.4      5.6        5.5     5.5     5.2     5.0     4.7
                  Transfers to Social Security Fund                             4.6     5.6     6.2     5.9      5.4      5.6        5.5     5.5     5.2     5.0     4.7
                  Fund recapitalization                                         2.5     0.0     0.0     0.0      0.0      0.0        0.0     0.0     0.0     0.0     0.0
             Other social benefits                                              4.8     3.4     2.3     2.9      2.8      2.9        2.8     2.8     2.8     2.7     2.7
                  Oil-related                                                   3.0     1.1     0.6     0.8      0.9      0.8        0.8     0.8     0.8     0.8     0.7
                  Others                                                        1.8     2.3     1.7     2.1      1.9      2.0        2.0     2.0     2.0     2.0     1.9
