V1
                                                                                                                                                                                       GABON
""
""
""
"                              Table 3a. Gabon: Central Government Accounts, 2016–24"
                                                                   (Billions of CFA francs)
                                                                 2016     2017              2018                      2019                 2020     2021     2022        2023      2024
                                                                                                               Third Rev.
                                                                           Act.       Prog. 1/     Prel.           1/        Proj.         Proj.                 Proj.
                                                                                                                 (Billion of CFA francs)
"Total revenue and grants                                         1,424      1,423       1,722       1,581         1,842       1,868        1,946    2,042    2,154       2,298     2,458"
" Revenue                                                         1,424      1,423       1,722       1,581         1,842       1,868        1,929    2,042    2,154       2,298     2,458"
   Oil revenue                                                    423        574          682         583           694        719          684      657      645         642        644
"   Non-oil revenue                                               1,001       849        1,040         997         1,148       1,148        1,245    1,385    1,509       1,656     1,814"
"      Tax revenue                                                 899        770          928         870         1,062       1,062        1,206    1,343    1,464       1,607     1,761"
"          Taxes on income, profits, and capital gains             300        271          330         298           400        399          475      527      567         619        674"
          Domestic taxes on goods and services                    223        168          194         148           278        278          306      351      391         440        489
             Value-added tax                                      155        112          116          95           183        183          221      260      293         335        375
             Other                                                 68          56           78         52             95         95           85       91       98        105        114
          Taxes on international trade and transactions           277        246          253         255           305        303          336      369      404         438        478
             Import tariffs                                       266        246          243         255           293        291          314      347      381         414        453
             Export taxes                                          11             0         10             0          11         12           22       22       23          24        25
          Other non-oil taxes                                      99          84         150         170             80         81           90       96     103         111        120
      Non-tax revenue                                             102          79         112         127             86         86           39       42       45          48        53
 Grants                                                              0            0          0             0           0             0        17        0        0           0         0
"Total expenditure and net lending                                1,833      1,649       1,679       1,702         1,711       1,692        1,806    1,919    2,033       2,156     2,309"
"  Current expenditure                                            1,413      1,350       1,276       1,270         1,313       1,293        1,278    1,393    1,465       1,549     1,652"
    Wages and salaries                                            731        733          698         701           673        673          661      705      759         815        888
    Goods and services                                            252        167          137         140           159        159          161      179      188         207        223
    Interest payments                                             193        219          233         225           256        236          241      295      296         296        300
       Domestic                                                    61         80           84          93            91         83           81       86       80          72         66
        Foreign                                                   114        139          149         132           164        153          159      208      216         224        234
    Transfers and subsidies                                       237        231          207         204           226        226          216      215      223         230        241
       o/w: oil subsidies                                          27          35           22         28              0             0         0        0        0           0         0
  Capital expenditure                                             405        133          256         248           369        317          513      526      568         607        657
     Domestically financed                                        166          67          81          82           185        133          220      235      267         295        320
     Foreign financed                                             239          65         175         166           184        184          293      291      301         312        337
  Net lending                                                      25          79          96         101            28         40            0        0        0           0          0
  Road Fund (FER) and special funds                                19          20           6           3             1          1           14        0        0           0          0
  Special accounts 2/                                              -29         67           45         80              0         40            0        0        0           0         0
""
Overall balance (commitment basis)                               -416       -226            43      -121            131        176          140      123      121         142        149
""
Adjustment to cash basis 3/                                      -133         -70        -102         -26             22         -9           12        4        7           8         8
""
Overall balance (cash basis)                                     -549       -297          -60       -147            152        167          152      127      128         151        157
Total financing                                                   549        297           60         147          -152       -167         -152     -127     -128        -151       -157
  Foreign borrowing (net)                                         142       -154          -84          -5          -171       -161          183       75      -88        -106       -186
     Drawings                                                     239          65         175         166           184        184          293      291      301         312        337
     Amortization                                                -244       -306         -179       -150           -354       -283         -695     -216     -389        -418       -523
     Arrears (reduction = -)                                      147        -26          -80        -21              0        -62            0        0        0           0          0
     Rollover (Eurobonds)                                           0        112            0          0              0          0          585        0        0           0          0
  Domestic borrowing                                              417       -151         -252       -170           -383       -373         -523     -202     -182        -187       -191
     Banking system (net)                                         510       -101            2         67            -76        -32         -218       10     -134        -150       -162
     Nonbank financing (net) 4/                                   -93        -50         -255       -238           -307       -341         -305     -213      -49         -37        -29
  Financing gap (+=deficit / - surplus)                           -10        602          396        321            401        368          187        0      142         142        221
    Exceptional financing (excluding IMF)                           …        488          284        207            289        295          115        0      142         142        142
    Residual gap                                                    …        114          112        114            113         72           72        0        0           0         78
      IMF-EFF                                                       …        114          112        114            113         72           72        0        0           0          0
""
Memorandum items:
Gross government deposits in BEAC                                232.1      314.9       396.0       315.0         517.4       438.4        732.9    799.4    861.2       949.3    1091.5
Statutory advances from BEAC                                     452.5      452.5       452.5       452.5         452.5       452.5        452.5    452.5    402.5       352.5     302.5
Stock of arrears 5/                                              795.5      545.9       273.5       354.8         185.1       105.9         28.2       0.0      0.0         0.0       0.0
  External                                                       156.9      113.4          0.0       61.8            0.0         0.0          0.0      0.0      0.0         0.0       0.0
  Domestic                                                       638.6      432.5       273.5       293.0         185.1       105.9         28.2       0.0      0.0         0.0       0.0
   VAT Reimbursement                                             347.8      326.9       273.5       293.0         185.1       105.9         28.2       0.0      0.0         0.0       0.0
   Exceptional float 6/                                          248.8       87.9          0.0         0.0           0.0         0.0          0.0      0.0      0.0         0.0       0.0
   Debt service                                                   42.0       17.7          0.0         0.0           0.0         0.0          0.0      0.0      0.0         0.0       0.0
Non-oil primary balance excluding capital transfers (NOPB)        -646       -582        -406        -479          -307        -308         -303     -239     -228        -204      -195
   as percent of non-oil GDP                                     -11.0        -9.7        -6.4        -7.6          -4.5        -4.6         -4.2     -3.1     -2.8        -2.3      -2.0
"Non-oil GDP at market prices                                     5,885      6,024       6,328       6,319         6,772       6,725        7,181    7,665    8,245       8,861     9,649"
""
Sources: Gabonese authorities and IMF staff estimates and projections.
" 1/ Staff report for the Third Review of the Extended Arrangement Under the Extended Fund Facility (December 7, 2018; Country Report No. 19/17)."
 2/ Includes net transfers to special funds financed by earmarked revenues.
 3/ Records cash expenditure on payment orders issued the previous year minus payment orders settled the next year.
" 4/ Includes bonds held by the non-bank sector, repayment of VAT reimbursement arrears, and securitization of previous extra-budgetary spending."
" 5/ The clearance of the exceptional float and interest arrears are classified as part of the adjustment to cash basis above the line, while"
all other clearance of arrears are recorded below the line.
" 6/ After 2017, exceptional float becomes zero and regular float cannot exceed 10 percent of the sum of current spending (excluding"
wages and interest) plus domestically-financed investment.
""
""
""
""
                                                                                                                            INTERNATIONAL MONETARY FUND                                     29
