V1
ARGENTINA
""
""
""
""
"                                Table 4. Argentina: General Government Operations, 2020–27 1"
""
                                                                          SR (March)    Est.      SR (March)    Proj.     SR (March)                       Proj.
                                                               2020          2021      2021          2022       2022         2023       2023      2024     2025      2026     2027
""
                                                                                          (Percent of GDP unless otherwise indicated)
""
     Revenues                                                     33.5         33.5        33.2        34.1        33.6        34.8        34.1     34.9     35.6      36.2     36.5
      Tax revenues                                                23.6         23.6        23.5        24.7        24.5        25.2        24.8     25.4     26.0      26.6     26.8
         Federal                                                  10.4         11.0        11.0        11.6        11.4        11.8        11.5     11.9     12.3      12.7     12.7
         Provincial co-participated                                8.2          7.6         7.6         8.2         8.1         8.4         8.3      8.5      8.8       9.1      9.1
         Provincial own                                            5.0          5.0         5.0         4.9         5.0         5.0         5.0      5.0      4.9       4.8      5.0
      Social security contributions                                7.3          6.9         6.6         7.2         6.8         7.5         7.2      7.4      7.4       7.5      7.5
         Federal                                                   5.6          5.1         5.1         5.4         5.3         5.7         5.7      5.9      5.9       6.0      6.0
         Provincial                                                1.7          1.7         1.5         1.7         1.5         1.7         1.5      1.5      1.5       1.5      1.5
      Other revenues                                               2.6          3.0         3.1         2.2         2.3         2.1         2.2      2.2      2.2       2.2      2.2
         Federal                                                   1.6          2.0         2.0         1.2         1.2         1.1         1.1      1.1      1.1       1.1      1.1
         Provincial                                                1.0          1.0         1.1         1.0         1.1         1.0         1.1      1.1      1.1       1.1      1.1
""
     Primary expenditures 2/                                      39.6         36.3        35.7        36.2        35.6        36.3        35.7     35.4     35.1      34.8     34.5
      Wages                                                       11.1         10.0         9.8         9.9         9.9        10.1        10.1     10.2     10.2      10.1     10.1
         Federal                                                   3.2          2.9         2.9         2.9         2.9         2.9         2.9      2.9      2.9       2.9      2.9
         Provincial                                                7.9          7.1         6.9         7.0         7.0         7.2         7.2      7.2      7.2       7.2      7.2
      Goods and services                                           2.4          2.5         2.6         2.3         2.2         2.2         2.1      2.0      2.0       2.0      1.9
         Federal                                                   0.8          1.0         1.0         0.7         0.6         0.6         0.6      0.6      0.5       0.5      0.4
         Provincial                                                1.6          1.5         1.6         1.6         1.5         1.6         1.5      1.5      1.5       1.5      1.5
      Pensions                                                    11.8         10.0         9.9        10.7        10.1        11.2        10.4     10.7     10.9      11.2     11.5
         Federal                                                   9.5          8.0         7.9         8.5         8.1         8.9         8.3      8.5      8.7       8.9      9.2
         Provincial                                                2.3          2.0         2.0         2.2         2.0         2.3         2.1      2.1      2.2       2.2      2.3
      Transfers to the private sector                              9.3          8.1         8.0         6.8         7.5         6.2         6.7      6.2      5.7       5.2      4.7
         Federal                                                   7.9          6.7         6.6         5.4         6.1         4.9         5.4      4.8      4.3       3.8      3.4
         Provincial                                                1.4          1.4         1.4         1.4         1.4         1.3         1.4      1.4      1.4       1.4      1.4
      Capital spending                                             2.3          3.1         2.6         3.9         3.5         3.9         3.8      3.9      3.9       3.9      3.8
         Federal 3/                                                0.8          1.0         1.0         1.7         1.5         1.7         1.6      1.7      1.7       1.7      1.7
         Provincial                                                1.5          2.1         1.7         2.2         2.0         2.2         2.2      2.2      2.2       2.2      2.2
      Other                                                        2.7          2.6         2.8         2.6         2.5         2.7         2.5      2.5      2.5       2.5      2.4
         Federal                                                   0.3          0.5         0.5         0.4         0.3         0.5         0.3      0.3      0.3       0.3      0.3
         Provincial                                                2.4          2.1         2.3         2.2         2.2         2.2         2.2      2.2      2.2       2.2      2.2
""
     Primary Balance                                               -6.2         -2.8       -2.5         -2.1       -2.1         -1.5       -1.5     -0.5       0.5      1.4      2.0
      Federal government                                           -6.4         -3.0       -3.0         -2.5       -2.5         -1.9       -1.9     -0.9       0.0      0.8      1.3
      Provincial government                                         0.2          0.3        0.5          0.4        0.4          0.4        0.4      0.5       0.5      0.6      0.7
     Interest (cash)                                                2.4         1.8         1.8          1.7        1.7          1.7        2.0      2.5       3.1      3.7      4.0
""
     Overall balance                                               -8.6         -4.6       -4.3         -3.8       -3.8         -3.2       -3.5     -3.0      -2.6     -2.3     -2.0
""
     Memorandum items
      General Gov't structural primary balance 4/                 -3.4         -1.9        -1.6        -1.8        -1.9         -1.4       -1.4     -0.5       0.5      1.5      2.0
       Federal structural primary balance                         -4.3         -2.5        -2.4        -2.4        -2.5         -1.8       -1.9     -1.0       0.0      0.8      1.3
       Provincial structural primary balance                       0.9          0.6         0.8         0.6         0.6          0.4        0.5      0.5       0.5      0.6      0.7
      Consolidated public sector balance 5/                      -11.7         -7.8        -7.6        -7.1        -7.3         -6.1       -6.5     -5.3      -4.5     -4.0     -3.3
      Federal government debt                                    102.8         80.6        80.2        74.4        73.2         74.3       73.2     71.9      67.6     63.8     60.2
       of which: net of debt held by public entities 6/           67.0         49.6        49.4        47.8        46.2         49.4       48.1     48.6      46.3     43.7     41.1
      Provincial government debt                                   8.1          5.7         5.5         4.6         4.2          3.9        3.6      2.8       2.0      1.8      1.4
      BCRA securities                                             10.7         10.9        10.8         9.3        10.1          9.1        9.9      9.1       8.5      8.2      8.1
     Sources: National authorities and Fund staff estimates and projections.
""
     1/ Includes federal and provincial governments. The primary balance excludes BCRA profit transfers.
"     2/ Includes transfers to municipalities, but excludes municipal spending."
"     3/ Excludes discretionary capital transfers from federal government to the provinces, which are included in provincial capital spending."
     4/ In percent of potential GDP.
"     5/ Includes the overall balance of federal and provincial government, and the quasi-fiscal deficit of the BCRA."
"     6/ Gross federal debt, net of debt held by ANSES/FGS and BCRA."
""
""
""
""
36        INTERNATIONAL MONETARY FUND
