V1
ISLAMIC REPUBLIC OF MAURITANIA
""
""
""
"                        Table 3b. Mauritania: Central Government Operations, 2016–25"
"                          (In percent of non-extractive GDP, unless otherwise indicated)"
                                                                  2016      2017    2018    2019             2020               2021    2022    2023     2024    2025
                                                                                             Est. 4th Rev. 5/ RCF      Proj.                    Proj.
         Revenues and grants                                        23.1     22.8    25.0    24.3       22.2    21.6    20.7     22.0    22.6     23.2    23.4    23.3
          Revenues                                                  21.5     22.0    24.5    22.4       21.5    21.1    20.1     21.6    22.1     22.8    23.0    23.0
            Nonextractive                                           20.2     20.0    21.0    20.5       19.9    19.4    18.6     20.0    20.3     20.4    20.3    20.4
             Tax                                                    13.6     14.1    15.5    14.9       15.4    13.8    12.7     14.7    14.9     15.0    15.1    15.1
             Nontax                                                  6.6      5.9     5.5     5.5        4.4     5.7     5.9      5.3     5.3      5.3     5.2     5.3
            Extractive                                               1.3      2.0     3.5     1.9        1.6     1.6     1.5      1.6     1.9      2.4     2.7     2.6
               Oil and gas                                           0.5      0.9     2.8     0.8        0.4     0.4     0.4      0.4     0.6      1.1     1.5     1.3
                 of which gas                                         …        …       …      0.0        0.0     0.0     0.0      0.0     0.2      0.7     1.0     0.9
               Mining                                                0.7      1.1     0.7     1.2        1.3     1.2     1.1      1.2     1.2      1.3     1.3     1.2
          Grants                                                     1.6      0.8     0.5     1.9        0.7     0.6     0.6      0.4     0.4      0.4     0.4     0.4
            Of which: Projects                                       0.3      0.3     0.4     0.8        0.2     0.0     0.0      0.0     0.0      0.0     0.0     0.0
""
         Expenditure and net lending                                23.5     22.9    22.3    21.8       21.9    25.6    25.2     23.0    22.8     23.3    23.5    23.4
          Current                                                   13.8     14.0    14.3    13.7       14.0    17.9    16.7     14.3    13.9     13.9    13.9    13.7
            Compensation of employees                                6.2      6.0     6.2     6.5        6.4     6.9     7.0      7.1     7.1      7.1     7.1     7.1
            Goods and services                                       2.9      3.0     2.8     2.8        3.1     3.1     3.0      2.8     2.6      2.6     2.6     2.6
            Subsidies and transfers 1/                               2.8      2.5     2.6     2.0        2.4     5.6     4.3      2.2     2.1      2.1     2.1     1.9
"              Of which: Emergency program, incl. COVID-19            0.8      0.7     0.9     0.8        0.8     4.1     4.2      0.6     0.5      0.5     0.6     0.5"
                         Energy subsidies                            0.1      0.2     0.3     0.3        0.3     0.4     0.0      0.4     0.4      0.4     0.4     0.4
                         Arrears repayments                          0.2      0.2     0.0     0.0        0.0     0.0     0.0      0.0     0.0      0.0     0.0     0.0
            Interest                                                 0.9      1.0     1.3     1.1        1.2     1.4     1.5      1.4     1.4      1.4     1.4     1.3
              External (before DSSI)                                 0.7      0.8     1.2     0.9        0.8     0.9     1.0      0.8     0.9      0.8     0.8     0.7
              Domestic                                               0.2      0.2     0.2     0.2        0.3     0.4     0.6      0.5     0.5      0.5     0.5     0.6
            Special accounts                                         0.5      0.7     0.5     0.6        0.3     0.3     0.3      0.3     0.3      0.2     0.2     0.2
            Common reserves                                          0.6      0.5     0.5     0.6        0.8     0.6     0.6      0.5     0.5      0.6     0.6     0.6
            Others                                                   0.0      0.3     0.3     0.1        0.0     0.0     0.0      0.0     0.0      0.0     0.0     0.0
          Capital                                                    9.7      8.7     8.0     8.3        7.9     7.7     8.5      8.7     8.8      9.3     9.6     9.7
            Foreign-financed                                         2.2      1.7     1.2     1.9        1.6     1.7     1.8      1.8     1.9      2.5     2.6     2.6
"            Domestically financed, incl. COVID-19                    7.5      7.0     6.7     6.4        6.3     6.0     6.7      6.9     6.9      6.9     7.0     7.1"
          Net lending                                                0.0      0.1     0.1    -0.2        0.0     0.0     0.0      0.0     0.0      0.0     0.0     0.0
""
         Primary balance (excl. grants)                              -1.1     0.2     3.5     1.7        0.8    -3.2     -3.6     0.0     0.7      0.8     0.9     0.9
"         Primary balance (excl. grants, prog. def.) 2/                 …       …      2.9     1.6        0.8    -3.2     -3.5      …       …        …       …       …"
         Primary balance                                              0.4     1.0     4.1     3.6        1.5    -2.6     -3.0     0.4     1.2      1.2     1.2     1.2
         Overal balance (excl. grants)                               -2.0    -0.8     2.2     0.6       -0.4    -4.6     -5.1    -1.3    -0.6     -0.5    -0.5    -0.4
         Overall balance                                             -0.4     0.0     2.7     2.5        0.3    -4.0     -4.5    -0.9    -0.2     -0.1    -0.1    -0.1
""
         Financing                                                    0.4     0.0    -2.7    -2.5       -0.3     4.0      4.5     0.9     0.2      0.1     0.1     0.1
           Domestic                                                  -1.2     1.0     0.7    -2.2        1.1     0.1     -0.6     1.1     1.7      1.2     1.1     0.5
            Banking system                                           -0.8     0.6     0.0    -1.8        0.5     0.4      0.0     0.8     1.0      0.6     0.5     0.2
              Treasury account                                       -0.5     1.0     0.4    -2.3        0.0     0.0     -4.8     1.3     1.1      0.9     0.8     0.8
              Central bank                                            0.0     0.0    -0.9     0.0         …      0.0      4.8    -1.0    -0.9     -0.9    -0.8    -0.8
              Commercial banks                                       -0.3    -0.4    -0.1     0.5        0.5     0.4      0.0     0.4     0.8      0.6     0.5     0.2
            Nonbanks                                                 -0.4     0.6     0.2     0.0        0.5     0.4      0.0     0.4     0.8      0.6     0.5     0.2
            Domestic arrears                                          0.0     0.1     0.1     0.6        0.0    -0.6     -0.6     0.0     0.0      0.0     0.0     0.0
            Other deposits accounts                                   0.0    -0.3     0.5    -1.0        0.0     0.0      0.0     0.0     0.0      0.0     0.0     0.0
           External                                                   1.9    -1.0    -3.4    -0.3       -1.4     3.9      5.0    -0.2    -1.5     -1.1    -1.0    -0.4
            Hydrocarbon revenue fund (net)                            0.4    -0.1    -1.4     1.5        0.0     0.0      0.0     0.0    -0.1     -0.4    -0.5    -0.5
              Oil and gas revenue                                    -0.5    -0.9    -2.8    -0.8       -0.4    -0.4     -0.4    -0.4    -0.6     -1.1    -1.5    -1.3
              Transfer to the budget                                  1.0     0.8     1.4     2.2        0.4     0.4      0.4     0.4     0.5      0.8     0.9     0.9
            Other                                                     1.5    -1.0    -2.0    -1.8       -1.4     3.9      5.0    -0.2    -1.4     -0.7    -0.4     0.0
              Borrowing (net)                                         1.4    -0.8    -1.9    -1.7       -1.4    -1.3     -1.3    -1.5    -0.9     -0.2     0.0     0.0
                 Disbursements                                        3.2     1.5     0.9     1.2        1.5     1.7      1.8     1.8     1.9      2.5     2.6     2.6
                 Amortization                                        -1.8    -2.2    -2.8    -2.9       -2.8    -3.0     -3.1    -3.2    -2.8     -2.7    -2.6    -2.6
"              Exceptional financing - debt relief (HIPC, DSSI)        0.1     0.0     0.1     0.1        0.0     0.0      1.5     0.0    -0.5     -0.5    -0.5     0.0"
