V1
                                                                                                                                                                                 REPUBLIC OF SERBIA
""
""
"                         Table 6b. Serbia: General Government Fiscal Operations, 2016-2025   "
                                                    (Percent of GDP)
                                                                    2016      2017      2018        2019            2020                      2021                     2022              2023       2024      2025
""
                                                                                                             CR 20/270        Proj.   CR 20/270         Proj.   CR 20/270        Proj.      Proj.     Proj.     Proj.
""
Revenue                                                               40.7       41.5        41.5    42.1          38.2       40.3           41.1       40.8          41.4       41.3       41.2      41.1      41.0
 Taxes                                                                35.0      36.1         35.9    36.8          33.7       35.5           36.7       36.6          37.3       37.3       37.3      37.3      37.4
   Personal income tax                                                 3.4        3.5         3.5      3.8           3.1        3.7           3.8        3.8            4.0        3.9       3.9       3.9       3.9
   Social security contributions 2/                                   11.6       11.9        12.2    12.5          10.6       11.9           13.1       13.2          13.4       13.5       13.3      13.3      13.3
   Taxes on profits                                                    1.8        2.3         2.2     2.3           1.8         2.2           1.6        1.8           1.7        1.8        1.9       2.0       2.0
   Value-added taxes                                                  10.0       10.1         9.9    10.2          10.4         9.9          10.3       10.2          10.3       10.2       10.2      10.2      10.2
   Excises                                                             5.9        5.9         5.7      5.7           5.4        5.4           5.5        5.3            5.5        5.5       5.5       5.5       5.5
   Taxes on international trade                                        0.8        0.8         0.9      0.9           0.8        0.9           0.9        0.9            0.9        0.9       0.9       1.0       1.0
   Other taxes                                                         1.5        1.5         1.5      1.5           1.5        1.4           1.5        1.4            1.5        1.5       1.5       1.5       1.5
 Non-tax revenue                                                       5.3        5.1         5.2      4.8           4.2        4.4           4.1        3.9            3.9        3.7       3.6       3.5       3.4
 Capital revenue                                                       0.2        0.1         0.1      0.2           0.0        0.0           0.0        0.0            0.0        0.0       0.0       0.0       0.0
 Grants                                                                0.2        0.2         0.3      0.3           0.3        0.3           0.3        0.3            0.3        0.3       0.3       0.3       0.3
""
Expenditure                                                           41.9       40.4        40.9    42.3          46.8       49.2           43.2       43.8          42.0       42.8       42.1      41.6      41.5
 Current expenditure                                                  37.9       36.7        36.4    36.9          42.3       43.1           37.5       37.6          36.3       36.7       36.5      36.1      36.0
   Wages and salaries 3/                                               9.2        9.0         9.2      9.5         10.4       10.4            9.7       10.2            9.5      10.0        9.9       9.8       9.7
   Goods and services                                                  7.5        7.7         8.1      8.7         10.2       11.2            9.1        8.9            8.6        8.5       8.5       8.4       8.4
   Interest                                                            2.9        2.5         2.1      2.0           2.0        2.0           1.9        1.9            1.8        1.8       1.9       1.8       1.8
   Subsidies                                                           2.5        2.4         2.2      2.2           4.4        4.7           2.2        2.2            2.2        2.2       2.2       2.2       2.2
   Transfers                                                          15.8       15.1        14.7    14.5          15.4       14.7           14.6       14.4          14.2       14.1       13.9      13.8      13.9
     Pensions 4/                                                      11.1       10.6        10.4    10.5          10.9       10.7           10.4       10.5          10.1       10.2       10.0       9.9       9.9
     Other transfers 5/                                                4.7        4.5         4.4      4.0           4.5        4.0           4.2        3.9            4.0        3.9       3.9       3.9       3.9
 Capital expenditure                                                   3.1        2.8         3.9      4.9           3.8        5.2           4.8        5.8            4.8        5.5       5.3       5.1       5.1
 Net lending                                                           0.1        0.3         0.2      0.2           0.5        0.8           0.4        0.2            0.5        0.3       0.2       0.2       0.2
 Amortization of activated guarantees                                  0.9        0.6         0.4      0.2           0.2        0.1           0.4        0.2            0.4        0.3       0.2       0.2       0.1
Fiscal balance                                                        -1.2        1.1         0.6     -0.2          -8.6       -8.9          -2.0       -3.0           -0.5       -1.5      -1.0      -0.5      -0.5
""
Financing                                                              1.2       -1.1        -0.6      0.2           8.6        8.9           2.0        3.0            0.5        1.5       1.0       0.5       0.5
 Privatization proceeds                                                0.1        0.1         0.1      0.9           1.0        1.0           0.0        0.0            0.0        0.0       0.0       0.0       0.0
 Equity investment                                                     0.0        0.0         0.0     -0.5           0.0        0.0           0.0        0.0            0.0        0.0       0.0       0.0       0.0
 Domestic                                                              0.4       -0.8         0.8     -1.2           3.9        3.7           1.6        2.8            0.3        0.8       0.3       1.0      -0.2
 External                                                              0.6       -0.3        -1.5      1.0           3.7        4.3           0.4        0.3            0.3        0.7       0.7      -0.5       0.7
   Program                                                             0.0        1.3         0.0      0.0           0.0        0.0           0.0        0.0            0.0        0.0       0.0       0.0       0.0
   Project                                                             1.6        1.3         1.5      1.7           1.2        1.0           2.2        2.0            2.3        2.4       2.2       2.0       1.9
   Bonds and loans                                                     0.5        0.0         0.8      3.9           4.6        6.7           3.2        1.7            0.2        0.5       0.4       0.6       0.2
   Amortization                                                       -1.5       -2.9        -3.8     -4.6          -2.1       -3.5          -5.0       -3.4           -2.2       -2.1      -2.0      -3.2      -1.4
Memorandum items:
 Gross 1 wages and salaries                                            7.8        7.6         7.8      8.1           8.8        8.9           8.3        8.7            8.1        8.6       8.5       8.4       8.3
 Arrears accumulation (domestic)                                       0.0        0.0         0.0      0.0           0.0        0.0           0.0        0.0            0.0        0.0       0.0       0.0       0.0
 Government deposits (stock)                                           2.4        2.1         2.1      3.9           3.0        3.0           3.0        3.0            2.9        2.8       2.9       2.9       3.1
 Gross financing need                                                 12.3        9.0         8.5    10.3          14.0       15.5            9.3        8.7            6.8        7.8       7.1       6.3       4.4
 Gross public debt 6/                                                 68.8       58.6        54.4    52.8          59.8       59.1           57.0       57.7          53.2       55.5       53.2      50.3      47.5
 Gross public debt (including restitution) 6/                         74.1       63.8        59.2    57.3          64.3       63.5           60.8       61.5          56.4       58.7       55.9      52.5      49.4
" Nominal GDP (billions of dinars)                                    4,528     4,761      5,073     5,418         5,448      5,524         5,907      5,940          6,414      6,375      6,824     7,328     7,873"
""
  Sources: Ministry of Finance; and IMF staff estimates and projections.
"1/ Includes the republican budget, local governments, social security funds, and the Road Company, but excludes indirect budget beneficiaries (IBBs) that are reporting only on an annual basis."
2/ Includes employer contributions.
3/ Including severence payments. Includes employer contributions.
4/ Includes RSD10 billion military pension payment in 2015 following a Constitution Court ruling.
"5/ Excluding foreign currency deposit payments to households, reclassified below the line."
"6/ Excludes state guarantees on bank loans under the credit guarantee scheme introduced in response to the COVID-19 crisis, estimated at 0.7 percent of GDP as of mid-October 2020."
""
""
""
""
                                                                                                                                          INTERNATIONAL MONETARY FUND                                            31
