V1
URUGUAY
""
""
""
                                               Table 4. Uruguay: Main Fiscal Aggregates
                                                                                                                                  Projections
                                                                    2014     2015    2016     2017     2018      2019    2020     2021     2022    2023    2024
""
"                                                                                    (In billions of pesos, unless otherwise indicated)"
     I. Primary balance NFPS (A+B+C)                                  -7        1        -7        -2      11      -13     -12       -7     -10     -15     -13
         excluding cincuentones transactions                          -7        1        -7        -2     -12      -36     -32      -16     -15     -15     -13
"        A. Primary balance of CG, BPS and NFPE 1/ 2/                  -5        3        -9        -2      13       -7     -10       -7     -10     -15     -13"
            Revenues                                                 387      422      465       508      573      616     684      754     827     903     986
                Taxes CG                                             244      263      299       335      365      397     450      501     549     599     653
                      VAT and excise taxes                           151      163      174       193      204      218     245      273     299     326     355
                      On income and profits                           75       83      107       129      143      152     171      191     209     228     248
                    Other                                             18       18       19        13       18       27       34      37      41      45      49
                Non tax CG                                            22       23       24        26       32       29       32      36      39      43      47
                Social security (BPS)                                101      109      118       131      163      176     190      198     211     225     245
                    of which: cincuentones transactions                0        0         0         0      23       24       19      10       5       0       0
                   Primary balance NFPE                               20       27       24        16       13       14       12      19      28      36      41
              Primary expenditures                                   392      419      474       509      560      623     694      760     837     917     999
                   Current                                           349      385      436       474      519      575     640      701     772     846     922
                       Wages                                          67       73       82        89       98      110     121      131     144     157     171
                       Goods and services                             49       55       62        63       70       78       87      92     106     118     129
                       Social security benefits                      210      239      269       302      329      361     404      447     489     534     582
                       Other                                          22       19       23        20       23       25       28      31      34      37      40
                   Capital                                            43       34       39        35       41       48       54      59      65      71      77
          B. Primary balance of local governments                     -2        2         1         1        1      -2        0        0      0       0       0
          C. Primary balance of BSE 3/                                -1       -4         1        -2       -3      -4       -2        0      0       0       0
     II. Primary balance of the BCU 4/                                -1       -1        -1        -1       -2      -2       -2      -2      -2      -2      -3
     III. Primary balance of the PS (I+II)                            -8        0        -9        -4      10      -14     -14       -9     -12     -17     -16
     IV. Interest of the PS                                           38      52       52       56         63      57       72       72      82      91     100
          A. NFPS 4/                                                  30       33       42       44         48      47      60       68      76      83      90
          B. BCU 4/                                                    7       18       10       12         15       9      12        4       7       8       9
     V. Overall balance of the PS (III+IV)                           -46      -52      -61      -59        -53     -71     -86      -81     -94    -108    -116
          A. NFPS 4/                                                 -38      -32      -49      -46        -37     -60     -72      -75     -86     -97    -104
              excluding cincuentones transactions                    -38      -32      -49      -46        -61     -83     -91      -84     -91     -97    -104
         B. BCU 4/                                                    -8      -20      -12      -13        -16     -11     -14       -6      -9     -11     -12
     VI. Overall balance PS excluding cincuentones transactions      -46      -52      -61      -59        -77     -94    -105      -91    -100    -108    -116
""
"                                                                                         (In percent of GDP, unless otherwise indicated)"
     I. Primary balance NFPS (A+B+C)                                -0.5      0.1     -0.5     -0.1      0.6      -0.6    -0.5     -0.3     -0.4    -0.5    -0.4
         excluding cincuentones transactions                        -0.5      0.1     -0.5     -0.1     -0.7      -1.8    -1.4     -0.7     -0.6    -0.5    -0.4
"        A. Primary balance of CG, BPS and NFPE 1/ 2/                -0.3      0.2     -0.6     -0.1      0.7      -0.3    -0.4     -0.3     -0.4    -0.5    -0.4"
            Revenues                                                29.1     29.0     29.3     29.7     31.3      30.8    30.6     30.4     30.5    30.5    30.6
              excluding cincuentones transactions                   29.1     29.0     29.3     29.7     30.0      29.6    29.7     30.0     30.3    30.5    30.6
                 Taxes CG                                           18.4     18.1     18.8     19.6     19.9      19.9    20.1     20.2     20.3    20.2    20.3
                      VAT and excise taxes                          11.3     11.2     10.9     11.3     11.1      10.9    11.0     11.0     11.0    11.0    11.0
                      On income and profits                          5.7      5.7      6.7      7.5      7.8       7.6     7.7      7.7      7.7     7.7     7.7
                    Other                                            1.4      1.2      1.2      0.8      1.0       1.3     1.5      1.5      1.5     1.5     1.5
                 Non tax CG                                          1.6      1.6      1.5      1.5      1.7       1.5     1.5      1.5      1.5     1.5     1.5
                 Social security (BPS)                               7.6      7.5      7.5      7.7      8.9       8.8     8.5      8.0      7.8     7.6     7.6
                    of which: cincuentones transactions              0.0      0.0      0.0      0.0      1.3       1.2     0.9      0.4      0.2     0.0     0.0
                Primary balance NFPE                                 1.5      1.8      1.5      0.9      0.7       0.7     0.5      0.8      1.0     1.2     1.3
            Primary expenditures                                    29.5     28.8     29.9     29.8     30.6      31.1    31.0     30.7     30.9    31.0    31.0
