V1
  MYANMAR
""
""
""
" Table 2. Myanmar: Summary Operations of the Nonfinancial Public Sector, 2015/16–2020/21   "
"                                                 (Consolidated account, in percent of GDP) (concluded)"
""
                                                                    2015/16               2016/17               2017/18               2018/19               2019/20               2020/21
                                                                      Act.                    Est.               Proj.                 Proj.                 Proj.                 Proj.
""
                                                                                                                    (In percent of GDP)
Revenue                                                               19.6                    18.3                18.8                  18.0                  18.1                  18.1
 Taxes                                                                 7.1                     7.1                 7.1                   6.8                   6.9                   7.2
"     On income, profits, and capital gains                             2.4                     2.3                 2.0                   2.0                   2.1                   2.2"
     On goods and services                                             3.9                     4.1                 4.3                   4.0                   4.0                   4.2
     On international trade & transactions                             0.6                     0.6                 0.6                   0.6                   0.6                   0.6
     Other taxes                                                       0.1                     0.1                 0.1                   0.1                   0.1                   0.1
 Social contributions                                                  0.1                     0.1                 0.1                   0.1                   0.1                   0.1
 Grants                                                                0.5                     0.4                 0.3                   0.6                   0.4                   0.4
 Other revenue                                                        11.9                    10.6                11.3                  10.4                  10.6                  10.4
 Interest income                                                       0.0                     0.0                 0.0                   0.0                   0.0                   0.0
 Property income                                                       1.4                     1.3                 1.3                   1.3                   1.3                   1.3
 Sales of goods and services 2/                                       10.5                     9.3                10.0                   9.1                   9.3                   9.1
Expenditure                                                           23.4                    21.0                21.8                  21.5                  22.1                  22.5
 Expense                                                              16.0                    14.6                14.7                  14.7                  15.0                  15.1
     Compensation of employees                                         3.4                     3.7                 3.9                   3.9                   3.9                   3.9
     Purchases/use of goods & services                                 8.2                     7.7                 7.7                   7.7                   7.8                   7.9
     Interest                                                          1.3                     1.4                 1.9                   1.7                   1.7                   1.8
       External                                                        0.3                     0.3                 0.6                   0.6                   0.4                   0.4
       Domestic                                                        1.0                     1.1                 1.3                   1.1                   1.3                   1.3
     Subsidies and transfers                                           0.4                     0.0                 0.1                   0.1                   0.2                   0.2
     Social benefits                                                   0.9                     0.9                 0.9                   1.0                   1.0                   1.0
     Other expense                                                     1.8                     0.9                 0.2                   0.3                   0.3                   0.3
Net acquisition of nonfinancial assets                                 7.4                     6.4                 7.1                   6.8                   7.2                   7.4
Balances
 Gross operating balance                                               3.5                     3.7                 4.1                   3.3                   3.1                   3.0
 Net lending/borrowing                                                -3.9                    -2.7                -3.0                  -3.5                  -4.1                  -4.4
""
Net acquisition of financial assets
 Domestic                                                              0.9                    -0.2               -14.5                  -0.4                   0.2                   0.1
  Currency and deposits                                                0.6                    -0.4               -14.5                  -0.5                   0.1                   0.0
    Central Bank                                                       0.5                     0.0                -0.4                  -0.6                   0.0                   0.0
    Commercial banks                                                   0.1                    -0.4               -14.2                   0.1                   0.1                   0.0
  Loans                                                                0.2                    -0.1                 0.0                   0.1                   0.1                   0.0
  Equity                                                               0.1                     0.2                 0.1                   0.1                   0.1                   0.1
 External                                                              0.0                     0.0                 0.0                   0.0                   0.0                   0.0
  Equity                                                               0.0                     0.0                 0.0                   0.0                   0.1                   0.0
""
Net incurrence of liabilities                                          4.8                     2.5               -11.5                   3.1                   4.2                   4.5
 Domestic                                                              4.7                     2.3               -11.9                   2.6                   3.1                   3.3
  Securities                                                           4.0                     2.3                 1.8                   2.6                   3.1                   3.3
    Central bank                                                       3.3                     2.2                 0.3                   0.7                   0.2                   0.2
   Commercial banks                                                    0.8                     1.4                 2.4                   2.0                   3.0                   3.2
   Nonbanks                                                           -0.1                    -1.2                -0.9                  -0.1                   0.0                   0.0
  Loans                                                                0.7                     0.0               -13.7                   0.0                   0.0                   0.0
 External                                                              0.1                     0.2                 0.5                   0.5                   1.1                   1.2
  Loans                                                                0.8                     0.8                 1.2                   1.4                   2.0                   2.0
""
Memorandum items:
 Primary balance                                                      -2.6                    -1.4                -1.1                  -1.8                  -2.4                  -2.6
 Functional breakdown of public sector expenditure
    Economic affairs                                                  11.0                     9.7                 9.2                   9.7                   9.7                   9.7
    Social services                                                    5.0                     4.5                 4.6                   4.9                   4.9                   4.9
        Of which: education                                            2.1                     2.0                 1.9                   2.0                   2.0                   2.0
        Of which: health                                               1.0                     0.9                 0.9                   1.0                   1.0                   1.0
    Defense                                                            4.1                     3.7                 3.6                   3.8                   3.8                   3.8
   Public debt                                                        37.8                    38.3                40.8                  38.2                  36.9                  37.2
        Of which: held by CBM                                         16.1                    15.8                16.5                  14.3                  12.6                  11.2
        Of which: other and external                                  21.7                    22.5                24.3                  23.8                  24.3                  26.0
    Domestic public debt                                              22.0                    23.3                26.3                  23.4                  23.5                  23.9
    External public debt                                              15.7                    15.0                14.5                  14.7                  13.5                  13.3
        Of which: Arrears
"   GDP (in billions of kyat)                                       74,216                82,700                92,789               105,012               120,872               138,076"
   CBM financing (share of reserve money)                            17.5                  11.6                    1.4                 4.1                   1.0                   1.0
CBM financing (share of GDP)                                           3.3                     2.2                 0.3                    0.7                  0.2                   0.2
""
Sources: Data provided by the Myanmar authorities; and IMF staff estimates and projections.
""
1/ Revised to reflect Government Finance Statistics Manual 2014 classification. From 2018/19 onwards the fiscal year was changed to an October 1 to September 30 format. This table uses the new
fiscal year definition for both historical data and projections.
2/ Includes proceeds from SEEs' commercial activities.
""
""
""
""
  30        INTERNATIONAL MONETARY FUND
