V1
                                                                                                                                                             PAPUA NEW GUINEA
""
""
""
" Table 2b. Papua New Guinea: Summary Operations of the Central Government, 2016-2025"
                                 (In percent of GDP)
""

                                                                              Prel.      Proj.   Pre-       Post-      Change          SMP                        Proj.
                                                                                                 COVID      COVID
Revenue and Grants                                       16.1       15.9       17.8       15.4      15.1       14.1        -1.0        14.9     15.6      16.0       16.2       16.5       16.8
 Taxes                                                   12.9       12.6       13.2       12.3      12.2       12.2         0.0        12.0     12.6      13.2       13.5       13.9       14.2
"  Taxes on income, profits, and capital gains             8.1        7.3        7.7        7.1       7.0        6.9        -0.1         7.1      7.0       7.3        7.5        7.9        8.2"
  Taxes on payroll and workforce                          0.0        0.0        0.0        0.0       0.0        0.0         0.0         0.0      0.0       0.0        0.0        0.0        0.0
  Taxes on goods and services                             4.0        4.5        4.4        4.4       4.4        4.6         0.2         4.1      4.6       4.9        5.2        5.2        5.2
  Taxes on international trade and transactions           0.8        0.8        1.0        0.9       0.9        0.7        -0.1         0.9      1.0       1.0        0.8        0.8        0.8
 Grants                                                   2.2        2.0        2.3        1.1       1.0        1.1         0.1         1.0      1.1       1.1        1.0        1.0        1.0
 Other Revenue 1/                                         1.0        1.3        2.1        1.9       1.9        0.7        -1.2         1.9      1.8       1.7        1.6        1.6        1.6
 Resource revenue                                         0.6        0.9        1.7        1.5        1.3        0.2       -1.1         1.1      0.8       0.7        0.7        0.6        0.6
  Mining and Petroleum Taxes                              0.1        0.2        1.0        0.9        0.6        0.2       -0.4         0.6      0.2       0.2        0.2        0.2        0.2
  Mining and Petroleum and Gas Dividends                  0.5        0.8        0.7        0.6        0.8        0.0       -0.8         0.5      0.6       0.5        0.5        0.5        0.4
  Other Dividends                                         0.0        0.0        0.0        0.0        0.0        0.0        0.0         0.0      0.0       0.0        0.0        0.0        0.0
  Grants from other general government units 2/           0.0        0.0        0.0        0.0        0.0        0.0        0.0         0.0      0.0       0.0        0.0        0.0        0.0
 Non-resource revenue                                    15.5       15.0       16.1       13.8       13.8       13.9        0.1        13.9     14.8      15.3       15.5       15.9       16.2
""
Expenditure 3/                                           20.9       18.4       20.4       19.5       18.4      20.4         2.0        18.1     20.5      20.1       19.8       19.7       19.8
 Expense                                                 18.7       16.6       18.4       16.4       15.5      17.5         2.0        14.2     16.1      15.8       15.3       15.2       15.3
   Compensation of employees                              6.9        6.0        6.6        6.3        5.8       6.5         0.6         5.5      6.3       6.1        5.9        5.9        5.9
   Use of goods and services                              6.3        5.7        6.2        5.1        4.4       4.4         0.0         4.2      4.8       4.7        4.5        4.4        4.4
   Interest                                               1.9        2.1        2.3        2.4        2.4       2.7         0.3         2.2      2.5       2.4        2.5        2.4        2.6
   Grants 4/                                              2.9        1.9        2.5        1.8        2.4       2.7         0.3         1.8      2.0       2.0        1.9        1.9        1.9
   Social benefits                                        0.0        0.0        0.0        0.0        0.0       0.0         0.0         0.1      0.1       0.1        0.1        0.1        0.1
   Other expenses                                         0.7        0.8        0.8        0.7        0.5       0.5         0.1         0.5      0.5       0.5        0.5        0.5        0.5
   COVID-Related Expenditure                                                                                    0.8         0.8
 Net acquisition of non-financial assets                   2.2       1.8        2.0        3.2        2.9       2.9         0.0         3.9      4.4       4.3         4.5        4.5       4.5
""
Gross operating balance                                  -2.6       -0.7       -0.6       -1.0       -0.4       -3.4       -3.0         0.7     -0.6       0.2        0.9        1.3        1.5
Net lending (+)/borrowing (-)                            -4.7       -2.5       -2.6       -4.1       -3.3       -6.4       -3.0        -3.1     -5.0      -4.1       -3.7       -3.2       -3.1
Primary balance                                          -2.8       -0.4       -0.2       -1.7       -0.9       -3.7       -2.8        -0.9     -2.5      -1.7       -1.2       -0.8       -0.5
