V1
          TOGO
""
""
""
"                                  Table 2b. Togo: Central Government Financial Operations, 2017–24"
                                                           (Percent of GDP)
""
                                                             2017                      2018                              2019                2020        2021       2022       2023       2024
                                                              Est.         Prog.1     3rd Rev.    Est.         Budget    Prog.     Proj.     Proj.                   Projections
""
""
Revenue and grants                                              21.4          24.5        24.3      23.9          25.0     24.0       24.0      24.4       24.8       25.4         26.0     26.7
 Total revenue                                                  18.2          20.5        20.4      20.3          20.9     19.9       19.9      20.3       20.7       21.3         21.9     22.6
     Tax revenue                                                16.1          17.5        17.4      16.5          18.3     17.3       17.6      17.7       18.1       18.6         19.1     19.6
       Tax administration (CI)                                       8.9      10.1         9.8           8.7      10.7       9.7       9.8       9.9       10.4       10.9         11.4     11.9
       Customs administration (CDII)                                 7.2       7.5         7.6           7.8       7.6       7.6       7.8       7.7        7.7        7.7          7.7      7.7
     Nontax revenue                                                  2.1       3.0         3.0           3.8       2.6       2.6       2.3       2.6        2.6        2.7          2.9      3.0
    Grants                                                           3.2       4.0         3.9           3.6       4.1       4.1       4.1       4.1        4.1        4.1          4.1      4.1
       Budget support                                                1.7       1.4         1.4           1.1       0.6       0.6       0.6       0.6        0.6        0.6          0.6      0.6
       Project                                                       1.4       2.5         2.5           2.4       3.5       3.5       3.5       3.5        3.5        3.5          3.5      3.5
Expenditures and net lending                                    21.6          29.0        27.4      24.7          25.4     25.4       26.6      26.5       26.3       26.9         27.2     27.7
    Of which: Dom. primary expenditures                         17.4          18.1        18.0      17.9          17.1     17.1       18.3      17.8       17.9       18.6         19.2     19.8
    Current expenditures                                        15.4          17.4        17.3      17.9          16.6     16.6       16.6      17.0       16.8       16.7         16.5     16.3
     Primary current spending                                   13.6          15.0        14.9      15.5          14.1     14.1       14.1      14.2       14.2       14.2         14.2     14.2
       Wages and salaries                                            6.9       6.9         6.9           6.7       6.7       6.7       6.7       6.7        6.8        6.8          6.8      6.8
       Goods and services                                            3.0       3.9         3.9           4.9       3.5       3.5       3.5       3.6        3.6        3.6          3.6      3.6
       Transfers and subsidies                                       3.7       4.3         4.2           3.9       3.9       3.9       3.9       3.9        3.9        3.9          3.9      3.9
     Interest                                                        1.7       2.4         2.4           2.4       2.4       2.4       2.4       2.8        2.5        2.4          2.2      2.1
    Public investment                                                6.3      10.1        10.1           6.8       8.9       8.9      10.1       9.5        9.5       10.2         10.7     11.4
     Domestically financed                                           3.7       3.0         3.0           2.4       3.0       3.0       4.2       3.6        3.7        4.4          4.9      5.6
     Foreign financed                                                2.5       7.1         7.1           4.4       5.9       5.9       5.9       5.9        5.8        5.8          5.8      5.8
""
    Net Lending1                                                     0.0       1.4         0.0           0.0       0.0       0.0       0.0       0.0        0.0        0.0          0.0      0.0
""
Domestic primary balance                                             0.8       1.0         2.4           2.4       3.8       2.8       1.6       2.5        2.7        2.7          2.8      2.8
"Overall primary balance (commitment basis, incl. grants)             1.5       -2.1        -0.7          1.6       2.0       1.0      -0.2       0.7        1.0        1.0          1.1      1.1"
"Overall balance (commitment basis, incl. grants)                 -0.3          -4.5        -3.1      -0.8         -0.4      -1.5      -2.7      -2.1       -1.5       -1.4         -1.2     -1.0"
"Overall balance (commitment basis, excl. grants)                 -3.5          -8.5        -7.0      -4.3         -4.5      -5.6      -6.8      -6.2       -5.6       -5.5         -5.3     -5.1"
""
Change in arrears and accounts payable and receivable            -1.8          -2.2        -2.2      -3.4         -1.1      -1.1       0.0       0.0        0.0        0.0          0.0      0.0
    Change in arrears and accounts payable                       -1.8          -2.2        -2.2      -2.2         -1.1      -1.1      -1.1       0.0        0.0        0.0          0.0      0.0
    Change in accounts receivable                                    0.0       0.0         0.0           1.2       0.0       0.0      -1.1       0.0        0.0        0.0          0.0      0.0
""
"Overall primary balance (cash basis, incl. grants)               -0.3         -4.3        -2.9       -1.8          0.9      -0.1      -0.2       0.7        1.0        1.0          1.1      1.1"
"Overall balance (cash basis, incl. grants)                       -2.1         -6.7        -5.3       -4.2         -1.5      -2.6      -2.6      -2.1       -1.5       -1.4         -1.2     -1.0"
"Overall balance (cash basis, excl. grants)                       -5.3        -10.7        -9.2       -7.7         -5.6      -6.7      -6.7      -6.2       -5.6       -5.5         -5.3     -5.1"
""
Financing                                                            3.8       9.3         7.8           6.4       3.8       4.8       4.8       6.2        5.6        5.5          5.3      5.1
    Domestic financing (net)                                         1.0       1.6         0.2           2.0      -1.8      -0.8      -0.7       0.6        0.0        0.0          0.0      0.0
    External financing (net)                                         2.8       7.7         7.6           4.4       5.5       5.5       5.5       5.6        5.6        5.5          5.3      5.1
     Grants                                                          3.2       4.0         3.9           3.6       4.1       4.1       4.1       4.1        4.1        4.1          4.1      4.1
     Budget support loans                                            0.0       0.3         0.3           0.0       0.0       0.0       0.0       0.0        0.0        0.0          0.0      0.0
     Project loans                                                   1.1       4.6         4.5           2.0       2.4       2.4       2.4       2.4        2.3        2.3          2.3      2.3
     Amortization (incl. IMF repayments)                         -1.4         -1.1        -1.1       -1.1         -1.0      -1.0      -1.0      -1.0       -0.9       -1.0         -1.2     -1.3
Financing gap/unidentified financing                                 1.4       1.4         1.4           1.3       1.9       1.9       1.9       0.0        0.0        0.0          0.0      0.0
     Residual gap                                                    1.4       1.4         1.4           1.3       1.9       1.9       1.9           …          …          …          …          …
     IMF-ECF                                                         1.4       1.4         1.4           1.3       1.9       1.9       1.9           …          …          …          …          …
Memorandum Item:
"    Nominal GDP (CFAF billions)                              2,788.6       2,957.5     2,974.9    2,975.0      3,198.6   3,198.4   3,198.6   3,469.2      3,767      4,089      4,440      4,821"
Sources: Togolese authorities and IMF staff estimates and projections.
1
    The original program for 2018 includes FCFA 42 billion (1.4 percent of GDP) of projected cost for the recapitalization of the two merged state owned banks (reported under net lending).
""
""
""
""
          36         INTERNATIONAL MONETARY FUND
