V1
ARGENTINA
""
""
""
"                        Table 4. Argentina: General Government Operations, 2020–2027   "
                                                                             Est.       SR (Sep.)   Proj.      SR (Sep.)                          Proj.
                                                                2020        2021         2022       2022        2023          2023      2024      2025     2026     2027
""
                                                                                    (Percent of GDP unless otherwise indicated)
""
     Revenues                                                      33.5          33.5        33.0      33.9            32.3     32.5       33.6     34.4     35.1     35.6
      Tax revenues                                                 23.6          23.8        24.0      24.5            23.8     24.0       24.7     25.3     25.9     26.1
        Federal                                                    10.4          11.1        11.0      11.2            10.8     10.8       11.2     11.7     12.1     12.2
        Provincial co-participated                                  8.2           7.7         8.1       8.3             8.0      8.1        8.3      8.5      8.7      8.7
        Provincial own                                              5.0           5.0         4.9       5.0             5.0      5.1        5.1      5.1      5.1      5.2
      Social security contributions                                 7.3           6.6         6.4       6.6             6.5      6.6        6.8      6.8      6.9      7.1
        Federal                                                     5.6           5.1         5.1       5.2             5.2      5.2        5.4      5.4      5.5      5.7
        Provincial                                                  1.7           1.5         1.3       1.4             1.3      1.4        1.4      1.4      1.4      1.4
      Other revenues                                                2.6           3.1         2.6       2.8             2.0      2.0        2.2      2.3      2.3      2.4
        Federal                                                     1.6           2.0         1.5       1.7             0.8      0.8        1.0      1.2      1.2      1.2
        Provincial                                                  1.0           1.1         1.1       1.1             1.1      1.1        1.1      1.1      1.1      1.1
""
     Primary expenditures 2/                                       39.6          36.0        34.9      35.8            33.7     33.9       33.9     33.8     33.7     33.5
      Wages                                                        11.1           9.9        10.1      10.2             9.9     10.0       10.1     10.0     10.1     10.1
         Federal                                                    3.2           2.9         2.9       3.0             2.9      2.9        2.9      2.9      2.9      2.9
         Provincial                                                 7.9           7.0         7.1       7.3             7.0      7.1        7.2      7.2      7.2      7.2
      Goods and services                                            2.4           2.6         2.2       2.2             2.2      2.2        2.1      2.0      2.0      1.9
         Federal                                                    0.8           1.0         0.6       0.7             0.7      0.7        0.6      0.6      0.6      0.5
         Provincial                                                 1.6           1.6         1.5       1.6             1.5      1.5        1.5      1.4      1.4      1.4
      Pensions                                                     11.8          10.0         9.5       9.7             9.3      9.5       10.2     10.5     10.7     11.2
         Federal                                                    9.5           8.0         7.7       7.8             7.5      7.5        8.1      8.4      8.6      8.9
         Provincial                                                 2.3           2.0         1.7       2.0             1.8      2.0        2.1      2.1      2.1      2.3
      Transfers to the private sector                               9.3           8.1         7.5       7.9             6.4      6.4        5.9      5.5      5.1      4.6
         Federal                                                    7.9           6.7         6.2       6.5             5.0      5.0        4.5      4.1      3.7      3.3
         Provincial                                                 1.4           1.4         1.3       1.4             1.4      1.4        1.4      1.4      1.4      1.4
      Capital spending                                              2.3           2.7         3.1       3.0             3.3      3.0        3.1      3.2      3.3      3.3
         Federal 3/                                                 0.8           1.0         1.3       1.3             1.4      1.3        1.4      1.4      1.5      1.5
         Provincial                                                 1.5           1.7         1.8       1.7             1.9      1.7        1.7      1.8      1.8      1.8
      Other                                                         2.7           2.8         2.6       2.7             2.6      2.7        2.6      2.6      2.5      2.5
         Federal                                                    0.3           0.5         0.4       0.4             0.5      0.4        0.4      0.4      0.3      0.3
         Provincial                                                 2.4           2.3         2.2       2.3             2.1      2.3        2.2      2.2      2.2      2.2
""
     Primary Balance                                                -6.2         -2.5        -1.9       -1.9           -1.4     -1.4       -0.3      0.6      1.5      2.0
      Federal government                                            -6.4         -3.0        -2.5       -2.5           -1.9     -1.9       -0.9      0.0      0.8      1.3
      Provincial government                                          0.2          0.5         0.6        0.6            0.5      0.5        0.5      0.6      0.7      0.7
     Interest (cash)                                                 2.4          1.8         1.6        1.7            1.9      2.4        2.8      2.8      3.4      3.4
""
     Overall balance                                                -8.6         -4.3        -3.5       -3.6           -3.3     -3.8       -3.1     -2.2     -1.9     -1.4
""
     Memorandum items
      General Gov't structural primary balance 4/                  -3.0          -1.8        -2.2       -2.1           -1.5     -1.4       -0.3      0.6      1.5      2.0
       Federal structural primary balance                          -4.0          -2.6        -2.8       -2.7           -2.0     -1.9       -0.9      0.0      0.8      1.3
       Provincial structural primary balance                        1.0           0.8         0.6        0.6            0.5      0.5        0.6      0.6      0.7      0.7
      Consolidated public sector balance 5/                       -11.7          -7.6        -7.7       -8.1           -6.7     -7.2       -6.1     -4.8     -4.3     -3.4
      Federal government debt                                     102.8          80.9        76.0       79.7           69.5     71.1       72.7     74.0     71.3     68.1
       of which: net of debt held by public entities 6/            67.0          49.8        46.8       48.3           47.2     44.5       47.1     49.0     47.6     45.5
      Provincial government debt                                    8.1           6.0         4.4        4.5            3.2      3.2        2.5      1.8      1.6      1.5
      BCRA securities                                              10.7          10.9        11.9       12.5            9.5     10.0        9.4      9.0      8.7      8.4
     Sources: National authorities and Fund staff estimates and projections.
     1/ Includes federal and provincial governments. The primary balance excludes BCRA profit transfers.
"     2/ Includes transfers to municipalities, but excludes municipal spending."
"     3/ Excludes discretionary capital transfers from federal government to the provinces, which are included in provincial capital spending."
     4/ In percent of potential GDP.
"     5/ Includes the overall balance of federal and provincial government, and the quasi-fiscal deficit of the BCRA."
"     6/ Gross federal debt, net of debt held by BCRA and FGS."
""
""
""
""
38   INTERNATIONAL MONETARY FUND
