V1
       MOROCCO
""
""
""
"                              Table 2b. Morocco: Budgetary Central Government Finance, 2012–22"
                                                      (Percent of GDP)
                                                                                                                                  Proj.
                                                                                                 PLL 1/   Art. IV   Rev.
                                                    2012     2013     2014    2015    2016                2017             2018     2019        2020   2021   2022
""
Revenue                                              28.0    27.8     28.0     26.5     26.1       25.9     26.1    26.1   26.6      26.0       26.0   26.2   26.3
  Taxes                                              23.9    22.3     22.0     21.1     21.4       21.7     21.8    21.9   22.0      22.3       22.5   22.7   22.8
"    Taxes on income, profits, and capital gains       9.1     8.4      8.3      8.0      8.2        8.3      8.4     8.5    8.7       8.7        8.8    8.9    8.9"
    Taxes on property                                 1.4     1.3      1.5      1.4      1.4        1.5      1.5     1.5    1.4       1.7        1.6    1.6    1.6
    Taxes on goods and services                      11.7    11.1     10.9     10.3     10.3       10.5     10.5    10.5   10.4      10.6       10.8   10.9   11.0
    Taxes on international trade and transactions     1.1     0.9      0.9      0.8      0.9        0.9      0.9     0.9    0.9       0.8        0.8    0.7    0.7
    Other taxes                                       0.6     0.6      0.5      0.6      0.6        0.6      0.6     0.6    0.6       0.5        0.5    0.5    0.5
  Social contributions                                0.0     0.0      0.0      0.0      0.0        0.0      0.0     0.0    0.0       0.0        0.0    0.0    0.0
  Grants                                              0.1     0.7      1.5      0.5      1.0        0.9      1.0     1.0    0.7       0.3        0.1    0.1    0.1
  Other revenue                                       4.1     4.8      4.5      4.9      3.7        3.3      3.3     3.3    3.8       3.4        3.4    3.4    3.4
Expense                                              29.8    27.8     27.5     25.2     24.5       24.1     24.2    24.3   24.1      23.3       23.0   22.7   22.4
  Compensation of employees                          12.8    12.6     12.7     12.0     11.9       11.7     11.7    11.8   11.5      11.0       10.6   10.2    9.8
     Of which : wages and salaries                   11.4    11.0     11.0     10.4     10.3        9.9     10.0    10.0    9.8       9.5        9.1    8.7    8.4
                 social contributions                 1.4     1.5      1.7      1.6      1.6        1.7      1.7     1.7    1.7       1.6        1.5    1.5    1.4
  Use of goods and services and grants                6.7     6.6      7.0      7.3      6.9        7.1      7.1     7.1    7.6       7.4        7.8    7.9    8.2
     Of which : Use of goods and services             2.5     2.4      2.6      2.6      2.6        2.4      2.5     2.5    2.6       2.6        2.6    2.6    2.6
                Grants                                4.2     4.2      4.5      4.7      4.3        4.6      4.7     4.7    5.0       4.8        5.2    5.3    5.5
  Interest                                            2.4     2.6      2.8      2.8      2.7        2.6      2.6     2.6    2.4       2.4        2.3    2.3    2.3
  Subsidies                                           6.5     4.6      3.5      1.4      1.4        1.4      1.4     1.4    1.2       1.0        0.9    0.8    0.7
  Other expenses 2/                                   1.4     1.5      1.5      1.7      1.6        1.4      1.4     1.4    1.3       1.4        1.4    1.5    1.5
""
""
Net acquisition of nonfinancial assets                5.4      5.1     5.4      5.5       5.6       5.4      5.4     5.4    5.5           5.5    5.7    5.9    6.1
""
Net lending / borrowing (overall balance)            -7.2     -5.1     -4.8    -4.2      -4.1      -3.5     -3.5    -3.5   -3.0       -2.8      -2.7   -2.4   -2.2
Net lending / borrowing (excluding grants)           -7.2     -5.8     -6.3    -4.7      -5.0      -4.5     -4.5    -4.5   -3.7       -3.2      -2.8   -2.5   -2.3
""
Change in net financial worth                        -7.2     -5.1     -4.8    -4.2      -4.1      -3.5     -3.5    -3.5   -3.0       -2.8      -2.7   -2.4   -2.2
  Net acquisition of financial assets                -0.4      0.0     -0.3     0.0      -0.2       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
   Domestic                                          -0.4      0.0     -0.3     0.0      -0.2       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
        Currency and Deposits                         0.0      0.0      0.0     0.0       0.0       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
        Loans                                         0.0      0.0      0.0     0.0       0.0       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
        Shares and other equity                      -0.4      0.0     -0.3     0.0      -0.2       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
        Other accounts receivable                     0.0      0.0      0.0     0.0       0.0       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
   Foreign Loans                                      0.0      0.0      0.0     0.0       0.0       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
  Net incurrence of liabilities                       6.8      5.1      4.6     4.2       3.9       3.5      3.5     3.5    3.0        2.8       2.7    2.4    2.2
   Domestic                                           5.0      3.4      3.6     4.1       3.7       3.2      3.2     3.2    1.5        2.7       1.8    2.2    1.2
        Currency and Deposits                         0.4     -0.7      1.8     0.1       0.5       0.5      0.2     0.2    0.1        0.1       0.1    0.1    0.1
        Securities other than shares                  5.4      5.3      2.2     4.3       2.3       3.2      3.2     3.2    1.5        2.7       1.8    2.2    1.2
        Other accounts payable                       -0.8     -1.2     -0.5    -0.3       0.8       0.0      0.0     0.0    0.0        0.0       0.0    0.0    0.0
   Foreign Loans                                      1.8      1.7      1.0     0.0       0.3       0.3      0.3     0.3    1.5        0.2       0.9    0.2    1.0
""
Memorandum items:
 Total investment (including capital transfers)       6.8     6.5      6.9      7.2      7.3        6.8      6.8     6.8    6.8       6.9        7.1    7.4    7.6
 Total government debt 3/                            56.5    61.7     63.3     63.7     64.7       63.2     64.3    64.4   64.1      62.5       61.9   60.0   58.4
 Deposits at the Treasury from third parties          5.1     4.9      5.0      5.1      5.5        5.7      5.7     5.7    5.8       5.9        5.6    5.4    5.1
""
  Sources: Ministry of Economy and Finance; and IMF staff estimates.
  1/ Refers to the macro framework for the Second Review Under the PLL Arrangement in Country Report No. 17/264.
  2/ Includes capital transfers to public entities.
"  3/ Does not include deposits at the Treasury from third parties (SOEs, private entities and individuals)."
""
""
""
""
       22      INTERNATIONAL MONETARY FUND
