V1
     PEOPLE’S REPUBLIC OF CHINA
""
""
""
                                                                  Table 5. China: General Government Fiscal Data
                                                                                                                                 2014        2015     2016       2017        2018       2019        2020        2021        2022      2023       2024
                                                                                                                                                                                                            Projections
                                                                                                                                                                               (In RMB billions)
    Balance: General Budgetary (official)
      (1)       Revenue (incl. adjustments) (1a)+(1b)                                                                           14137       16032    16688      18273      19812       20764      21654        23295       25145    27096       29154
     (1a)         Headline revenue                                                                                              14037       15227    15960      17259      18335       19250      21309        22915       24727    26637       28648
     (1b)         Adjustments 1/                                                                                                  100         806      727       1014       1477        1514        345          380         418      459         505
      (2)       Expenditure (incl. adjustments) (2a)+(2b)                                                                       15497       17658    18854      20626      22192       23524      25494        27413       29560    31722       34004
     (2a)         Headline expenditure                                                                                          15179       17588    18776      20309      22091       23524      25494        27413       29560    31722       34004
     (2b)         Adjustments 2/                                                                                                  319          70       78        318        102           0          0            0           0        0           0
      (3)       Fiscal balance (official) (1)-(2)                                                                               -1360       -1626    -2166      -2353      -2380       -2760      -3840        -4118       -4415    -4626       -4850
    Balance: General Budgetary (Fund definition)
      (4)       Revenue (1a)+(4a)+(4b)                                                                                          18158       19949    21048      23055      25890       27554      30046        32107       34399    36814       39359
     (4a)        Social security revenue                                                                                         3919        4466     4827       5538       7265        7968       8366         8784        9224     9685       10169
     (4b)        SOE fund revenues 3/                                                                                             202         256      260        258        290         337        370          407         448      493         542
      (5)       Expenditure (2a)+(5a)+(5b)+(5c)                                                                                 20463       23199    25308      28317      32758       36059      37640        39811       42480    45240       48193
     (5a)        Social security expenses                                                                                        3367        3936     4392       4895       6459        7425       7871         8343        8844     9374        9937
     (5b)        SOE fund expenditures 3/                                                                                         200         208      217        201        216         240        264          291         320      352         387
"     (5c)        Managed funds' expenditure financed by land sales, bond issuance or carryover 4/                                1717        1467     1923       2912       3992        4869       4011         3764        3757     3793        3865"
     (5d)        of which: net expenditure financed by land sales                                                                1717        1302     1498       2082       2604        2683       1753         1507        1387     1304        1252
      (6)       Net borrowing/lending (Fund definition) (4)-(5)+(5d)                                                             -587       -1948    -2762      -3179      -4264       -5821      -5841        -6197       -6695    -7122       -7581
    Balance: Augmented (staff estimates of general government)
     (7a)       Additional infrastructure spending financed by LGFV debt                                                         4072        3421     3417       3783        3885       4340       4548         4697        4945     5215        5627
     (7b)       Additional spending of special construction (SCF) and gov't guided funds (GGF)                                    -29         469     1566       1825        1813       1981       2176         2359        2390     2589        2784
      (8)       Augmented net lending/borrowing (6)-(7a)-(7b) 5/                                                                -4630       -5838    -7744      -8787       -9962     -12142     -12565       -13252      -14029   -14926      -15993
   Debt: General government
      (9)    General budgetary debt (official) (10)+(11)                                                                        24966       25417   27362       29987      33643       38457      44448        50707       57364    64337       71646
     (10)      Central government debt 6/                                                                                        9566       10660   12007       13477      15233       18146      22238        26597       31354    36427       41835
     (11)      Explicit local government debt 7/                                                                                15400       14757   15356       16510      18410       20310      22210        24110       26010    27910       29810
    (11a)        Non-swap LG bonds                                                                                               1162        1624    2550        3704       5604        7504       9404        11304       13204    15104       17004
   (11b)         Other recognized LG debt                                                                                       14238       13133   12806       12806      12806       12806      12806        12806       12806    12806       12806
     (12)      Additional LGFV debt likely/possible to be recognized 8/                                                          8698       12331   15755       19622      24114       29462      33860        38495       43477    48840       54740
     (13)      Additional debt tied to SCF and GGFs 9/                                                                            174        1806    3118        5247       6767        8667      10567        12467       14367    16267       16267
     (14)    Augmented debt (9)+(12)+(13)                                                                                       33837       39554   46236       54856      64525       76586      88875       101669      115208   129445      142653
   Memorandum items:
"     (15)    Augmented excluding ""possible to be recognized"" 10/                                                                25835       28710   32940       38143      44796       53176      62101        71451      81432     91982      103226"
""
                                                                                                                                                                           (In percent of GDP) 11/
    Balance: General Budgetary (official)
      (1)       Revenue (incl. adjustments) (1a)+(1b)                                                                                21.8    22.9     22.4        22.4       22.3        21.7       21.0         20.9       20.8      20.8       20.7
     (1a)         Headline revenue                                                                                                   21.7    21.8     21.4        21.2       20.7        20.1       20.7         20.5       20.5      20.4       20.4
     (1b)         Adjustments 1/                                                                                                      0.2     1.2      1.0         1.2        1.7         1.6        0.3          0.3        0.3       0.4        0.4
      (2)       Expenditure (incl. adjustments) (2a)+(2b)                                                                            23.9    25.3     25.3        25.3       25.0        24.6       24.7         24.6       24.5      24.3       24.2
     (2a)         Headline expenditure                                                                                               23.5    25.2     25.2        24.9       24.9        24.6       24.7         24.6       24.5      24.3       24.2
     (2b)         Adjustments 2/                                                                                                      0.5     0.1      0.1         0.4        0.1         0.0        0.0          0.0        0.0       0.0        0.0
      (3)       Fiscal balance (official) (1)-(2)                                                                                    -2.1    -2.3     -2.9        -2.9       -2.7        -2.9       -3.7         -3.7       -3.7      -3.5       -3.4
    Balance: General Budgetary (fund definition)
      (4)       Revenue (1a)+(4a)+(4b)                                                                                               28.1    28.5      28.2       28.3        29.2       28.8        29.1        28.8       28.5      28.2       28.0
     (4a)        Social security revenue                                                                                              6.1     6.4       6.5        6.8         8.2        8.3         8.1         7.9        7.6       7.4        7.2
     (4b)        SOE fund revenues 3/                                                                                                 0.3     0.4       0.3        0.3         0.3        0.4         0.4         0.4        0.4       0.4        0.4
      (5)       Expenditure (2a)+(5a)+(5b)+(5c)                                                                                      31.6    33.2      33.9       34.7        36.9       37.7        36.5        35.7       35.2      34.7       34.3
     (5a)        Social security expenses                                                                                             5.2     5.6       5.9        6.0         7.3        7.8         7.6         7.5        7.3       7.2        7.1
     (5b)        SOE fund expenditures 3/                                                                                             0.3     0.3       0.3        0.2         0.2        0.3         0.3         0.3        0.3       0.3        0.3
"     (5c)        Managed funds' expenditure financed by land sales, bond issuance or carryover 4/                                     2.7     2.1       2.6        3.6         4.5        5.1         3.9         3.4        3.1       2.9        2.7"
     (5d)        of which: net expenditure financed by land sales                                                                     2.7     1.9       2.0        2.6         2.9        2.8         1.7         1.4        1.2       1.0        0.9
