V1
            SENEGAL
""
""
""
"                   Table 5. Senegal: Central Government Operations, GFSM 2001 Classification,1 2020–27"
                                                     (Percent of GDP)
                                                                                 2020             2021                      2022              2023       2024     2025        2026         2027
                                                                                     Act.   IMF CR 22/08     Prel.   IMF CR 22/08     Proj.                     Projections
Revenue and Grants                                                                  20.2           20.4      19.4           21.0      20.7      21.2       21.6      22.4       22.5         23.1
    Taxes                                                                           16.8           17.6      16.9           18.4      18.0      18.8       19.4       20.3       20.4        21.0
       Direct Taxes                                                                  5.4             5.4       5.6            5.7       5.7       5.9        6.3        6.9          6.7       6.9
       Taxes on goods and services                                                   8.7             9.2       8.4            9.7       9.4       9.7        9.9      10.0       10.3        10.6
       Taxes on international trade and transactions                                 2.4             2.8       2.6            2.8       2.7       2.9        2.9        3.1          3.2       3.2
       Other taxes                                                                   0.2             0.3       0.3            0.3       0.3       0.2        0.2        0.2          0.2       0.2
    Grants                                                                           2.3             1.5       0.9            1.8       1.6       1.5        1.4        1.3          1.3       1.3
     Budget                                                                          1.4             0.1       0.1            0.3       0.3       0.3        0.2        0.1          0.1       0.1
     Projects                                                                        0.9             1.5       0.7            1.5       1.3       1.2        1.2        1.2          1.1       1.1
    Other revenue                                                                    1.1             1.2       1.7            0.8       1.1       0.8        0.8        0.8          0.8       0.8
Expenditure                                                                         26.6           26.7      25.7           25.7      26.9      25.7       24.6       25.4      25.5         26.1
    Expense                                                                         17.2           16.3      16.6           15.0      16.5      15.7       14.9       14.9       14.7        14.8
     Compensation of employees                                                       5.7             6.0       5.9            6.0       6.3       6.5        6.5        6.5          6.5       6.5
       of which: youth employment program                                              …             0.1       0.1            0.2       0.2       0.2           …        …            …           …
     Use of goods and services                                                       2.0             2.1       2.3            2.1       1.9       2.1        2.1        2.1          2.1       2.1
     Interest                                                                        2.1             2.1       2.0            2.1       2.1       2.0        2.0        2.1          2.1       2.2
     Subsidies                                                                       3.3             2.4       1.5            2.3       2.4       1.3        0.9        0.7          0.5       0.5
     Grants (current excl. FSE)                                                      2.7             2.5       3.4            1.5       2.9       2.5        2.2        2.2          2.2       2.2
     Social benefits                                                                 0.2             0.1       0.1            0.2       0.2       0.2        0.2        0.3          0.3       0.4
     Other expense                                                                   1.3             0.9       1.2            0.9       0.9       1.0        1.0        1.0          1.0       1.0
    Net acquisition of nonfinancial assets                                           9.3           10.4        9.2          10.8      10.4      10.1         9.7      10.5       10.8        11.3
     Domestically financed                                                           5.4            5.3        5.1           5.7       6.0       5.8         5.8       6.7        7.1         7.7
     Externally financed                                                             4.0             5.1       4.1            5.0       4.3       4.3        3.9        3.8          3.7       3.6
Net lending/borrowing (Overall balance)                                             -6.4            -6.3      -6.3           -4.8      -6.2      -4.5       -3.0       -3.0      -3.0         -3.0
Transactions in financial assets and liabilities (Financing)                        -6.5            -6.3      -6.3           -4.8      -6.2      -4.5       -3.0       -3.0      -3.0         -3.0
    Net acquisition of financial assets                                              1.2             2.2       2.6           -0.5      -0.5       0.0        0.0        0.0          0.0       0.0
     Domestic                                                                        1.2             2.2       2.6           -0.5      -0.5       0.0        0.0        0.0          0.0       0.0
       Currency and deposits                                                         0.8             0.8       2.5           -0.7      -0.7       0.0        0.0        0.0          0.0       0.0
       Other accounts receivable                                                     0.3             1.4       0.1            0.2       0.2       0.0        0.0        0.0          0.0       0.0
     Foreign                                                                         0.0             0.0       0.0            0.0       0.0       0.0        0.0        0.0          0.0       0.0
    Net incurrence of liabilities                                                    7.4             8.1       8.5            2.7       3.5       4.5        3.0        3.0          3.0       3.0
     Domestic                                                                        4.0             3.1       2.9            0.1       0.2       0.3       -0.4        0.1      -0.3         -0.1
       IMF and SDRs                                                                  1.9             2.3       2.3            0.0       0.0      -0.2       -0.5       -0.6      -0.8         -0.5
       Debt securities (net)                                                         2.3             1.2       0.7            0.5       0.6       0.9        0.4        0.9       0.6          0.4
       Loans                                                                        -0.5            -0.3      -0.2           -0.2      -0.4      -0.4       -0.3       -0.2      -0.2         -0.1
       Other accounts payable                                                        0.2             0.0       0.0            0.0       0.0       0.0        0.0        0.0          0.0       0.0
     Foreign                                                                         3.5             5.0       5.6            2.6       3.3       4.2        3.3        3.0          3.3       3.1
       Debt securities (net)                                                         1.2             3.2       3.5            0.5       1.3       1.8        2.3        1.1          2.2       1.9
         T-bills and bonds issued in WAEMU                                           1.2             1.3       1.6            0.5       1.3       1.8        1.0        1.1          1.0       0.8
         Eurobond                                                                    0.0             1.9       1.9            0.0       0.0       0.0        1.3        0.0          1.2       1.1
       Loans                                                                         2.3             1.8       2.1            2.1       2.1       2.4        1.1        1.8          1.1       1.2
         Program loans                                                               1.5             0.3       0.5            0.8       1.3       0.6        0.5        0.5          0.4       0.4
         Project loans                                                               3.0             3.6       3.4            3.5       3.0       3.1        2.8        2.7          2.6       2.5
         Nonconcessional loans                                                       0.0             0.0       0.0            0.4       0.4       0.7        0.0        0.5          0.6       0.6
         Other                                                                      -2.2            -2.1      -1.7           -2.6      -2.6      -2.0       -2.2       -1.8      -2.5         -2.3
